cohort	representation	cell_tech_id	tumour_id	n_methods	p_consensus	sample_id	cell_line	cell_line_canonical	cell_line_display
nbl	kTotal_euc	NG-A0611_MHHNB11_libLAB6084	TARGET-30-PASNPG-01A-01R	4	1	NG-A0611_MHHNB11_libLAB6084	MHH_NB_11	MHH_NB_11	MHH_NB_11
nbl	kTotal_euc	NG-A0611_MHHNB11_libLAB6084	TARGET-30-PASPBZ-01A-01R	4	1	NG-A0611_MHHNB11_libLAB6084	MHH_NB_11	MHH_NB_11	MHH_NB_11
nbl	kTotal_euc	NG-A0611_MHHNB11_libLAB6084	TARGET-30-PASRFS-01A-01R	4	1	NG-A0611_MHHNB11_libLAB6084	MHH_NB_11	MHH_NB_11	MHH_NB_11
nbl	kTotal_euc	NG-A0611_MHHNB11_libLAB6084	TARGET-30-PASSWW-01A-01R	4	1	NG-A0611_MHHNB11_libLAB6084	MHH_NB_11	MHH_NB_11	MHH_NB_11
nbl	kTotal_euc	NG-A0611_MHHNB11_libLAB6084	TARGET-30-PASVRU-01A-01R	4	1	NG-A0611_MHHNB11_libLAB6084	MHH_NB_11	MHH_NB_11	MHH_NB_11
nbl	kTotal_euc	NG-A0611_MHHNB11_libLAB6084	TARGET-30-PATDWN-01A-01R	4	1	NG-A0611_MHHNB11_libLAB6084	MHH_NB_11	MHH_NB_11	MHH_NB_11
nbl	kTotal_euc	NG-A0611_MHHNB11_libLAB6084	TARGET-30-PATDXC-01A-01R	4	1	NG-A0611_MHHNB11_libLAB6084	MHH_NB_11	MHH_NB_11	MHH_NB_11
nbl	kTotal_euc	NG-A0611_MHHNB11_libLAB6084	TARGET-30-PATDXG-01A-01R	4	1	NG-A0611_MHHNB11_libLAB6084	MHH_NB_11	MHH_NB_11	MHH_NB_11
nbl	kTotal_euc	NG-A0611_MHHNB11_libLAB6084	TARGET-30-PATFXV-01A-01R	4	1	NG-A0611_MHHNB11_libLAB6084	MHH_NB_11	MHH_NB_11	MHH_NB_11
nbl	kTotal_euc	NG-A0611_MHHNB11_libLAB6084	TARGET-30-PATHKB-01A-01R	4	1	NG-A0611_MHHNB11_libLAB6084	MHH_NB_11	MHH_NB_11	MHH_NB_11
nbl	kTotal_euc	NG-A0611_NBLS_libLAB6077	GSE100148_SRR5710452	4	1	NG-A0611_NBLS_libLAB6077	NBL_S	NBL_S	NBL_S
nbl	kTotal_euc	NG-A0611_NBLS_libLAB6077	GSE49711_SRR5710452	4	1	NG-A0611_NBLS_libLAB6077	NBL_S	NBL_S	NBL_S
nbl	kTotal_euc	NG-A0611_NBLS_libLAB6077	TARGET-30-PAIPGU-01A-01R	4	1	NG-A0611_NBLS_libLAB6077	NBL_S	NBL_S	NBL_S
nbl	kTotal_euc	NG-A0611_NBLS_libLAB6077	TARGET-30-PAISNS-01A-01R	4	1	NG-A0611_NBLS_libLAB6077	NBL_S	NBL_S	NBL_S
nbl	kTotal_euc	NG-A0611_NBLS_libLAB6077	TARGET-30-PALKUC-01A-01R	4	1	NG-A0611_NBLS_libLAB6077	NBL_S	NBL_S	NBL_S
nbl	kTotal_euc	NG-A0611_NBLS_libLAB6077	TARGET-30-PALUYS-01A-01R	4	1	NG-A0611_NBLS_libLAB6077	NBL_S	NBL_S	NBL_S
nbl	kTotal_euc	NG-A0611_NBLS_libLAB6077	TARGET-30-PALWVJ-01A-01R	4	1	NG-A0611_NBLS_libLAB6077	NBL_S	NBL_S	NBL_S
nbl	kTotal_euc	NG-A0611_NBLS_libLAB6077	TARGET-30-PAMZGT-01A-01R	4	1	NG-A0611_NBLS_libLAB6077	NBL_S	NBL_S	NBL_S
nbl	kTotal_euc	NG-A0611_NBLS_libLAB6077	TARGET-30-PAMZMG-01A-01R	4	1	NG-A0611_NBLS_libLAB6077	NBL_S	NBL_S	NBL_S
nbl	kTotal_euc	NG-A0611_NBLS_libLAB6077	TARGET-30-PANRHJ-01A-01R	4	1	NG-A0611_NBLS_libLAB6077	NBL_S	NBL_S	NBL_S
nbl	kTotal_euc	NG-A0611_NBLS_libLAB6077	TARGET-30-PANRVJ-01A-01R	4	1	NG-A0611_NBLS_libLAB6077	NBL_S	NBL_S	NBL_S
nbl	kTotal_euc	NG-A0611_NBLS_libLAB6077	TARGET-30-PANYGR-01A-01R	4	1	NG-A0611_NBLS_libLAB6077	NBL_S	NBL_S	NBL_S
nbl	kTotal_euc	NG-A0611_NBLS_libLAB6077	TARGET-30-PAPBJE-01A-01R	4	1	NG-A0611_NBLS_libLAB6077	NBL_S	NBL_S	NBL_S
nbl	kTotal_euc	NG-A0611_NBLS_libLAB6077	TARGET-30-PAPTDH-01A-01R	4	1	NG-A0611_NBLS_libLAB6077	NBL_S	NBL_S	NBL_S
nbl	kTotal_euc	NG-A0611_NBLS_libLAB6077	TARGET-30-PAPUEB-01A-01R	4	1	NG-A0611_NBLS_libLAB6077	NBL_S	NBL_S	NBL_S
nbl	kTotal_euc	NG-A0611_NBLS_libLAB6077	TARGET-30-PAPUWY-01A-01R	4	1	NG-A0611_NBLS_libLAB6077	NBL_S	NBL_S	NBL_S
nbl	kTotal_euc	NG-A0611_NBLS_libLAB6077	TARGET-30-PAPVFD-01A-01R	4	1	NG-A0611_NBLS_libLAB6077	NBL_S	NBL_S	NBL_S
nbl	kTotal_euc	NG-A0611_NBLS_libLAB6077	TARGET-30-PAPVXS-01A-01R	4	1	NG-A0611_NBLS_libLAB6077	NBL_S	NBL_S	NBL_S
nbl	kTotal_euc	NG-A0611_NBLS_libLAB6077	TARGET-30-PAPZYP-01A-01R	4	1	NG-A0611_NBLS_libLAB6077	NBL_S	NBL_S	NBL_S
nbl	kTotal_euc	NG-A0611_NBLS_libLAB6077	TARGET-30-PARACS-01A-01R	4	1	NG-A0611_NBLS_libLAB6077	NBL_S	NBL_S	NBL_S
nbl	kTotal_euc	NG-A0611_NBLS_libLAB6077	TARGET-30-PARYNK-01A-01R	4	1	NG-A0611_NBLS_libLAB6077	NBL_S	NBL_S	NBL_S
nbl	kTotal_euc	NG-A0611_NBLS_libLAB6077	TARGET-30-PARZIP-01A-01R	4	1	NG-A0611_NBLS_libLAB6077	NBL_S	NBL_S	NBL_S
nbl	kTotal_euc	NG-A0611_NBLS_libLAB6077	TARGET-30-PASEGA-01A-01R	4	1	NG-A0611_NBLS_libLAB6077	NBL_S	NBL_S	NBL_S
nbl	kTotal_euc	NG-A0611_NBLS_libLAB6077	TARGET-30-PASFGG-01A-01R	4	1	NG-A0611_NBLS_libLAB6077	NBL_S	NBL_S	NBL_S
nbl	kTotal_euc	NG-A0611_NBLS_libLAB6077	TARGET-30-PASMNT-01A-01R	4	1	NG-A0611_NBLS_libLAB6077	NBL_S	NBL_S	NBL_S
nbl	kTotal_euc	NG-A0611_NBLS_libLAB6077	TARGET-30-PASUYG-01A-01R	4	1	NG-A0611_NBLS_libLAB6077	NBL_S	NBL_S	NBL_S
nbl	kTotal_euc	NG-A0611_NBLS_libLAB6077	TARGET-30-PASWVY-01A-01R	4	1	NG-A0611_NBLS_libLAB6077	NBL_S	NBL_S	NBL_S
nbl	kTotal_euc	NG-A0611_NBLS_libLAB6077	TARGET-30-PASXHE-01A-01R	4	1	NG-A0611_NBLS_libLAB6077	NBL_S	NBL_S	NBL_S
nbl	kTotal_euc	NG-A0611_NBLS_libLAB6077	TARGET-30-PATGLU-01A-01R	4	1	NG-A0611_NBLS_libLAB6077	NBL_S	NBL_S	NBL_S
nbl	kTotal_euc	NG-A0611_NBLS_libLAB6077	TARGET-30-PATHVK-01A-01R	4	1	NG-A0611_NBLS_libLAB6077	NBL_S	NBL_S	NBL_S
nbl	kTotal_euc	NG-A0611_NGP_libLAB6082	GSE100148_SRR5710452	4	1	NG-A0611_NGP_libLAB6082	NGP	NGP	NGP
nbl	kTotal_euc	NG-A0611_NGP_libLAB6082	GSE49711_SRR5710452	4	1	NG-A0611_NGP_libLAB6082	NGP	NGP	NGP
nbl	kTotal_euc	NG-A0611_NGP_libLAB6082	TARGET-30-PAIPGU-01A-01R	4	1	NG-A0611_NGP_libLAB6082	NGP	NGP	NGP
nbl	kTotal_euc	NG-A0611_NGP_libLAB6082	TARGET-30-PAISNS-01A-01R	4	1	NG-A0611_NGP_libLAB6082	NGP	NGP	NGP
nbl	kTotal_euc	NG-A0611_NGP_libLAB6082	TARGET-30-PALWVJ-01A-01R	4	1	NG-A0611_NGP_libLAB6082	NGP	NGP	NGP
nbl	kTotal_euc	NG-A0611_NGP_libLAB6082	TARGET-30-PALZZV-01A-01R	4	1	NG-A0611_NGP_libLAB6082	NGP	NGP	NGP
nbl	kTotal_euc	NG-A0611_NGP_libLAB6082	TARGET-30-PAMZGT-01A-01R	4	1	NG-A0611_NGP_libLAB6082	NGP	NGP	NGP
nbl	kTotal_euc	NG-A0611_NGP_libLAB6082	TARGET-30-PAMZMG-01A-01R	4	1	NG-A0611_NGP_libLAB6082	NGP	NGP	NGP
nbl	kTotal_euc	NG-A0611_NGP_libLAB6082	TARGET-30-PANRHJ-01A-01R	4	1	NG-A0611_NGP_libLAB6082	NGP	NGP	NGP
nbl	kTotal_euc	NG-A0611_NGP_libLAB6082	TARGET-30-PAPBJE-01A-01R	4	1	NG-A0611_NGP_libLAB6082	NGP	NGP	NGP
nbl	kTotal_euc	NG-A0611_NGP_libLAB6082	TARGET-30-PAPTAN-01A-01R	4	1	NG-A0611_NGP_libLAB6082	NGP	NGP	NGP
nbl	kTotal_euc	NG-A0611_NGP_libLAB6082	TARGET-30-PAPTDH-01A-01R	4	1	NG-A0611_NGP_libLAB6082	NGP	NGP	NGP
nbl	kTotal_euc	NG-A0611_NGP_libLAB6082	TARGET-30-PAPUEB-01A-01R	4	1	NG-A0611_NGP_libLAB6082	NGP	NGP	NGP
nbl	kTotal_euc	NG-A0611_NGP_libLAB6082	TARGET-30-PAPUWY-01A-01R	4	1	NG-A0611_NGP_libLAB6082	NGP	NGP	NGP
nbl	kTotal_euc	NG-A0611_NGP_libLAB6082	TARGET-30-PAPVFD-01A-01R	4	1	NG-A0611_NGP_libLAB6082	NGP	NGP	NGP
nbl	kTotal_euc	NG-A0611_NGP_libLAB6082	TARGET-30-PAPVXS-01A-01R	4	1	NG-A0611_NGP_libLAB6082	NGP	NGP	NGP
nbl	kTotal_euc	NG-A0611_NGP_libLAB6082	TARGET-30-PAPZYP-01A-01R	4	1	NG-A0611_NGP_libLAB6082	NGP	NGP	NGP
nbl	kTotal_euc	NG-A0611_NGP_libLAB6082	TARGET-30-PARACS-01A-01R	4	1	NG-A0611_NGP_libLAB6082	NGP	NGP	NGP
nbl	kTotal_euc	NG-A0611_NGP_libLAB6082	TARGET-30-PARYNK-01A-01R	4	1	NG-A0611_NGP_libLAB6082	NGP	NGP	NGP
nbl	kTotal_euc	NG-A0611_NGP_libLAB6082	TARGET-30-PASCTR-01A-01R	4	1	NG-A0611_NGP_libLAB6082	NGP	NGP	NGP
nbl	kTotal_euc	NG-A0611_NGP_libLAB6082	TARGET-30-PASGUT-01A-01R	4	1	NG-A0611_NGP_libLAB6082	NGP	NGP	NGP
nbl	kTotal_euc	NG-A0611_NGP_libLAB6082	TARGET-30-PASHFA-01A-01R	4	1	NG-A0611_NGP_libLAB6082	NGP	NGP	NGP
nbl	kTotal_euc	NG-A0611_NGP_libLAB6082	TARGET-30-PASMNT-01A-01R	4	1	NG-A0611_NGP_libLAB6082	NGP	NGP	NGP
nbl	kTotal_euc	NG-A0611_NGP_libLAB6082	TARGET-30-PASSWW-01A-01R	4	1	NG-A0611_NGP_libLAB6082	NGP	NGP	NGP
nbl	kTotal_euc	NG-A0611_NGP_libLAB6082	TARGET-30-PASTCN-01A-01R	4	1	NG-A0611_NGP_libLAB6082	NGP	NGP	NGP
nbl	kTotal_euc	NG-A0611_NGP_libLAB6082	TARGET-30-PASUYG-01A-01R	4	1	NG-A0611_NGP_libLAB6082	NGP	NGP	NGP
nbl	kTotal_euc	NG-A0611_NGP_libLAB6082	TARGET-30-PASWVY-01A-01R	4	1	NG-A0611_NGP_libLAB6082	NGP	NGP	NGP
nbl	kTotal_euc	NG-A0611_NGP_libLAB6082	TARGET-30-PASXHE-01A-01R	4	1	NG-A0611_NGP_libLAB6082	NGP	NGP	NGP
nbl	kTotal_euc	NG-A0611_NGP_libLAB6082	TARGET-30-PATDXG-01A-01R	4	1	NG-A0611_NGP_libLAB6082	NGP	NGP	NGP
nbl	kTotal_euc	NG-A0611_NGP_libLAB6082	TARGET-30-PATESI-01A-01R	4	1	NG-A0611_NGP_libLAB6082	NGP	NGP	NGP
nbl	kTotal_euc	NG-A0611_NMB_libLAB6080	TARGET-30-PANRVJ-01A-01R	4	1	NG-A0611_NMB_libLAB6080	NMB	NMB	NMB
nbl	kTotal_euc	NG-A0611_NMB_libLAB6080	TARGET-30-PANZRV-01A-01R	4	1	NG-A0611_NMB_libLAB6080	NMB	NMB	NMB
nbl	kTotal_euc	NG-A0611_NMB_libLAB6080	TARGET-30-PAPCTS-01A-01R	4	1	NG-A0611_NMB_libLAB6080	NMB	NMB	NMB
nbl	kTotal_euc	NG-A0611_NMB_libLAB6080	TARGET-30-PAPEFE-01A-01R	4	1	NG-A0611_NMB_libLAB6080	NMB	NMB	NMB
nbl	kTotal_euc	NG-A0611_NMB_libLAB6080	TARGET-30-PAPHPE-01A-01R	4	1	NG-A0611_NMB_libLAB6080	NMB	NMB	NMB
nbl	kTotal_euc	NG-A0611_NMB_libLAB6080	TARGET-30-PAPKXS-01A-01R	4	1	NG-A0611_NMB_libLAB6080	NMB	NMB	NMB
nbl	kTotal_euc	NG-A0611_NMB_libLAB6080	TARGET-30-PAPUAR-01A-01R	4	1	NG-A0611_NMB_libLAB6080	NMB	NMB	NMB
nbl	kTotal_euc	NG-A0611_NMB_libLAB6080	TARGET-30-PAPUNH-01A-01R	4	1	NG-A0611_NMB_libLAB6080	NMB	NMB	NMB
nbl	kTotal_euc	NG-A0611_NMB_libLAB6080	TARGET-30-PAPUWY-01A-01R	4	1	NG-A0611_NMB_libLAB6080	NMB	NMB	NMB
nbl	kTotal_euc	NG-A0611_NMB_libLAB6080	TARGET-30-PAPVFD-01A-01R	4	1	NG-A0611_NMB_libLAB6080	NMB	NMB	NMB
nbl	kTotal_euc	NG-A0611_NMB_libLAB6080	TARGET-30-PARBAJ-01A-01R	4	1	NG-A0611_NMB_libLAB6080	NMB	NMB	NMB
nbl	kTotal_euc	NG-A0611_NMB_libLAB6080	TARGET-30-PARJVP-01A-01R	4	1	NG-A0611_NMB_libLAB6080	NMB	NMB	NMB
nbl	kTotal_euc	NG-A0611_NMB_libLAB6080	TARGET-30-PARNNC-01A-01R	4	1	NG-A0611_NMB_libLAB6080	NMB	NMB	NMB
nbl	kTotal_euc	NG-A0611_NMB_libLAB6080	TARGET-30-PARZIP-01A-01R	4	1	NG-A0611_NMB_libLAB6080	NMB	NMB	NMB
nbl	kTotal_euc	NG-A0611_NMB_libLAB6080	TARGET-30-PASCFC-01A-01R	4	1	NG-A0611_NMB_libLAB6080	NMB	NMB	NMB
nbl	kTotal_euc	NG-A0611_NMB_libLAB6080	TARGET-30-PASCTR-01A-01R	4	1	NG-A0611_NMB_libLAB6080	NMB	NMB	NMB
nbl	kTotal_euc	NG-A0611_NMB_libLAB6080	TARGET-30-PASFIC-01A-01R	4	1	NG-A0611_NMB_libLAB6080	NMB	NMB	NMB
nbl	kTotal_euc	NG-A0611_NMB_libLAB6080	TARGET-30-PASGUT-01A-01R	4	1	NG-A0611_NMB_libLAB6080	NMB	NMB	NMB
nbl	kTotal_euc	NG-A0611_NMB_libLAB6080	TARGET-30-PASMNT-01A-01R	4	1	NG-A0611_NMB_libLAB6080	NMB	NMB	NMB
nbl	kTotal_euc	NG-A0611_NMB_libLAB6080	TARGET-30-PASNML-01A-01R	4	1	NG-A0611_NMB_libLAB6080	NMB	NMB	NMB
nbl	kTotal_euc	NG-A0611_NMB_libLAB6080	TARGET-30-PASNPG-01A-01R	4	1	NG-A0611_NMB_libLAB6080	NMB	NMB	NMB
nbl	kTotal_euc	NG-A0611_NMB_libLAB6080	TARGET-30-PASNZU-01A-01R	4	1	NG-A0611_NMB_libLAB6080	NMB	NMB	NMB
nbl	kTotal_euc	NG-A0611_NMB_libLAB6080	TARGET-30-PASPBZ-01A-01R	4	1	NG-A0611_NMB_libLAB6080	NMB	NMB	NMB
nbl	kTotal_euc	NG-A0611_NMB_libLAB6080	TARGET-30-PASPER-01A-01R	4	1	NG-A0611_NMB_libLAB6080	NMB	NMB	NMB
nbl	kTotal_euc	NG-A0611_NMB_libLAB6080	TARGET-30-PASRFS-01A-01R	4	1	NG-A0611_NMB_libLAB6080	NMB	NMB	NMB
nbl	kTotal_euc	NG-A0611_NMB_libLAB6080	TARGET-30-PASSWW-01A-01R	4	1	NG-A0611_NMB_libLAB6080	NMB	NMB	NMB
nbl	kTotal_euc	NG-A0611_NMB_libLAB6080	TARGET-30-PASWVY-01A-01R	4	1	NG-A0611_NMB_libLAB6080	NMB	NMB	NMB
nbl	kTotal_euc	NG-A0611_NMB_libLAB6080	TARGET-30-PASXGP-01A-01R	4	1	NG-A0611_NMB_libLAB6080	NMB	NMB	NMB
nbl	kTotal_euc	NG-A0611_NMB_libLAB6080	TARGET-30-PASXHE-01A-01R	4	1	NG-A0611_NMB_libLAB6080	NMB	NMB	NMB
nbl	kTotal_euc	NG-A0611_NMB_libLAB6080	TARGET-30-PAUDDK-02A-01R	4	1	NG-A0611_NMB_libLAB6080	NMB	NMB	NMB
nbl	kTotal_euc	NG-A0611_SHSY5Y_libLAB6081	TARGET-30-PAIPGU-01A-01R	4	1	NG-A0611_SHSY5Y_libLAB6081	SH_SY5Y	SH_SY5Y	SH_SY5Y
nbl	kTotal_euc	NG-A0611_SHSY5Y_libLAB6081	TARGET-30-PAITCI-01A-01R	4	1	NG-A0611_SHSY5Y_libLAB6081	SH_SY5Y	SH_SY5Y	SH_SY5Y
nbl	kTotal_euc	NG-A0611_SHSY5Y_libLAB6081	TARGET-30-PAKZRH-01A-01R	4	1	NG-A0611_SHSY5Y_libLAB6081	SH_SY5Y	SH_SY5Y	SH_SY5Y
nbl	kTotal_euc	NG-A0611_SHSY5Y_libLAB6081	TARGET-30-PALTEG-01A-01R	4	1	NG-A0611_SHSY5Y_libLAB6081	SH_SY5Y	SH_SY5Y	SH_SY5Y
nbl	kTotal_euc	NG-A0611_SHSY5Y_libLAB6081	TARGET-30-PALWVJ-01A-01R	4	1	NG-A0611_SHSY5Y_libLAB6081	SH_SY5Y	SH_SY5Y	SH_SY5Y
nbl	kTotal_euc	NG-A0611_SHSY5Y_libLAB6081	TARGET-30-PAMVRA-01A-01R	4	1	NG-A0611_SHSY5Y_libLAB6081	SH_SY5Y	SH_SY5Y	SH_SY5Y
nbl	kTotal_euc	NG-A0611_SHSY5Y_libLAB6081	TARGET-30-PAMZGT-01A-01R	4	1	NG-A0611_SHSY5Y_libLAB6081	SH_SY5Y	SH_SY5Y	SH_SY5Y
nbl	kTotal_euc	NG-A0611_SHSY5Y_libLAB6081	TARGET-30-PANNMS-01A-01R	4	1	NG-A0611_SHSY5Y_libLAB6081	SH_SY5Y	SH_SY5Y	SH_SY5Y
nbl	kTotal_euc	NG-A0611_SHSY5Y_libLAB6081	TARGET-30-PANRVJ-01A-01R	4	1	NG-A0611_SHSY5Y_libLAB6081	SH_SY5Y	SH_SY5Y	SH_SY5Y
nbl	kTotal_euc	NG-A0611_SHSY5Y_libLAB6081	TARGET-30-PAPICY-01A-01R	4	1	NG-A0611_SHSY5Y_libLAB6081	SH_SY5Y	SH_SY5Y	SH_SY5Y
nbl	kTotal_euc	NG-A0611_SHSY5Y_libLAB6081	TARGET-30-PAPLSD-01A-01R	4	1	NG-A0611_SHSY5Y_libLAB6081	SH_SY5Y	SH_SY5Y	SH_SY5Y
nbl	kTotal_euc	NG-A0611_SHSY5Y_libLAB6081	TARGET-30-PAPUEB-01A-01R	4	1	NG-A0611_SHSY5Y_libLAB6081	SH_SY5Y	SH_SY5Y	SH_SY5Y
nbl	kTotal_euc	NG-A0611_SHSY5Y_libLAB6081	TARGET-30-PAPUWY-01A-01R	4	1	NG-A0611_SHSY5Y_libLAB6081	SH_SY5Y	SH_SY5Y	SH_SY5Y
nbl	kTotal_euc	NG-A0611_SHSY5Y_libLAB6081	TARGET-30-PAPVXS-01A-01R	4	1	NG-A0611_SHSY5Y_libLAB6081	SH_SY5Y	SH_SY5Y	SH_SY5Y
nbl	kTotal_euc	NG-A0611_SHSY5Y_libLAB6081	TARGET-30-PAPZYP-01A-01R	4	1	NG-A0611_SHSY5Y_libLAB6081	SH_SY5Y	SH_SY5Y	SH_SY5Y
nbl	kTotal_euc	NG-A0611_SHSY5Y_libLAB6081	TARGET-30-PARACM-01A-01R	4	1	NG-A0611_SHSY5Y_libLAB6081	SH_SY5Y	SH_SY5Y	SH_SY5Y
nbl	kTotal_euc	NG-A0611_SHSY5Y_libLAB6081	TARGET-30-PARHAM-01A-01R	4	1	NG-A0611_SHSY5Y_libLAB6081	SH_SY5Y	SH_SY5Y	SH_SY5Y
nbl	kTotal_euc	NG-A0611_SHSY5Y_libLAB6081	TARGET-30-PARNNC-01A-01R	4	1	NG-A0611_SHSY5Y_libLAB6081	SH_SY5Y	SH_SY5Y	SH_SY5Y
nbl	kTotal_euc	NG-A0611_SHSY5Y_libLAB6081	TARGET-30-PARZHA-01A-01R	4	1	NG-A0611_SHSY5Y_libLAB6081	SH_SY5Y	SH_SY5Y	SH_SY5Y
nbl	kTotal_euc	NG-A0611_SHSY5Y_libLAB6081	TARGET-30-PASEGA-01A-01R	4	1	NG-A0611_SHSY5Y_libLAB6081	SH_SY5Y	SH_SY5Y	SH_SY5Y
nbl	kTotal_euc	NG-A0611_SHSY5Y_libLAB6081	TARGET-30-PASFGG-01A-01R	4	1	NG-A0611_SHSY5Y_libLAB6081	SH_SY5Y	SH_SY5Y	SH_SY5Y
nbl	kTotal_euc	NG-A0611_SHSY5Y_libLAB6081	TARGET-30-PASGAP-02A-01R	4	1	NG-A0611_SHSY5Y_libLAB6081	SH_SY5Y	SH_SY5Y	SH_SY5Y
nbl	kTotal_euc	NG-A0611_SHSY5Y_libLAB6081	TARGET-30-PASNEF-01A-01R	4	1	NG-A0611_SHSY5Y_libLAB6081	SH_SY5Y	SH_SY5Y	SH_SY5Y
nbl	kTotal_euc	NG-A0611_SHSY5Y_libLAB6081	TARGET-30-PASTKC-01A-01R	4	1	NG-A0611_SHSY5Y_libLAB6081	SH_SY5Y	SH_SY5Y	SH_SY5Y
nbl	kTotal_euc	NG-A0611_SHSY5Y_libLAB6081	TARGET-30-PASXRJ-01A-01R	4	1	NG-A0611_SHSY5Y_libLAB6081	SH_SY5Y	SH_SY5Y	SH_SY5Y
nbl	kTotal_euc	NG-A0611_SHSY5Y_libLAB6081	TARGET-30-PASYPX-01A-01R	4	1	NG-A0611_SHSY5Y_libLAB6081	SH_SY5Y	SH_SY5Y	SH_SY5Y
nbl	kTotal_euc	NG-A0611_SHSY5Y_libLAB6081	TARGET-30-PATDXC-01A-01R	4	1	NG-A0611_SHSY5Y_libLAB6081	SH_SY5Y	SH_SY5Y	SH_SY5Y
nbl	kTotal_euc	NG-A0611_SHSY5Y_libLAB6081	TARGET-30-PATFCY-01A-01R	4	1	NG-A0611_SHSY5Y_libLAB6081	SH_SY5Y	SH_SY5Y	SH_SY5Y
nbl	kTotal_euc	NG-A0611_SHSY5Y_libLAB6081	TARGET-30-PATYIL-02A-01R	4	1	NG-A0611_SHSY5Y_libLAB6081	SH_SY5Y	SH_SY5Y	SH_SY5Y
nbl	kTotal_euc	NG-A0611_SHSY5Y_libLAB6081	TARGET-30-PAUDDK-01A-01R	4	1	NG-A0611_SHSY5Y_libLAB6081	SH_SY5Y	SH_SY5Y	SH_SY5Y
nbl	kTotal_euc	NG-A0611_SIMA_libLAB6086	TARGET-30-PAISNS-01A-01R	4	1	NG-A0611_SIMA_libLAB6086	SIMA	SIMA	SIMA
nbl	kTotal_euc	NG-A0611_SIMA_libLAB6086	TARGET-30-PAKZRH-01A-01R	4	1	NG-A0611_SIMA_libLAB6086	SIMA	SIMA	SIMA
nbl	kTotal_euc	NG-A0611_SIMA_libLAB6086	TARGET-30-PALWVJ-01A-01R	4	1	NG-A0611_SIMA_libLAB6086	SIMA	SIMA	SIMA
nbl	kTotal_euc	NG-A0611_SIMA_libLAB6086	TARGET-30-PAMNLH-01A-01R	4	1	NG-A0611_SIMA_libLAB6086	SIMA	SIMA	SIMA
nbl	kTotal_euc	NG-A0611_SIMA_libLAB6086	TARGET-30-PANBSP-01A-01R	4	1	NG-A0611_SIMA_libLAB6086	SIMA	SIMA	SIMA
nbl	kTotal_euc	NG-A0611_SIMA_libLAB6086	TARGET-30-PANNMS-01A-01R	4	1	NG-A0611_SIMA_libLAB6086	SIMA	SIMA	SIMA
nbl	kTotal_euc	NG-A0611_SIMA_libLAB6086	TARGET-30-PANRVJ-01A-01R	4	1	NG-A0611_SIMA_libLAB6086	SIMA	SIMA	SIMA
nbl	kTotal_euc	NG-A0611_SIMA_libLAB6086	TARGET-30-PAPCTS-01A-01R	4	1	NG-A0611_SIMA_libLAB6086	SIMA	SIMA	SIMA
nbl	kTotal_euc	NG-A0611_SIMA_libLAB6086	TARGET-30-PAPICY-01A-01R	4	1	NG-A0611_SIMA_libLAB6086	SIMA	SIMA	SIMA
nbl	kTotal_euc	NG-A0611_SIMA_libLAB6086	TARGET-30-PAPTDH-01A-01R	4	1	NG-A0611_SIMA_libLAB6086	SIMA	SIMA	SIMA
nbl	kTotal_euc	NG-A0611_SIMA_libLAB6086	TARGET-30-PAPVFD-01A-01R	4	1	NG-A0611_SIMA_libLAB6086	SIMA	SIMA	SIMA
nbl	kTotal_euc	NG-A0611_SIMA_libLAB6086	TARGET-30-PAPVXS-01A-01R	4	1	NG-A0611_SIMA_libLAB6086	SIMA	SIMA	SIMA
nbl	kTotal_euc	NG-A0611_SIMA_libLAB6086	TARGET-30-PAPZYP-01A-01R	4	1	NG-A0611_SIMA_libLAB6086	SIMA	SIMA	SIMA
nbl	kTotal_euc	NG-A0611_SIMA_libLAB6086	TARGET-30-PASCTR-01A-01R	4	1	NG-A0611_SIMA_libLAB6086	SIMA	SIMA	SIMA
nbl	kTotal_euc	NG-A0611_SIMA_libLAB6086	TARGET-30-PASEGA-01A-01R	4	1	NG-A0611_SIMA_libLAB6086	SIMA	SIMA	SIMA
nbl	kTotal_euc	NG-A0611_SIMA_libLAB6086	TARGET-30-PASGAP-02A-01R	4	1	NG-A0611_SIMA_libLAB6086	SIMA	SIMA	SIMA
nbl	kTotal_euc	NG-A0611_SIMA_libLAB6086	TARGET-30-PASMNT-01A-01R	4	1	NG-A0611_SIMA_libLAB6086	SIMA	SIMA	SIMA
nbl	kTotal_euc	NG-A0611_SIMA_libLAB6086	TARGET-30-PASPBZ-01A-01R	4	1	NG-A0611_SIMA_libLAB6086	SIMA	SIMA	SIMA
nbl	kTotal_euc	NG-A0611_SIMA_libLAB6086	TARGET-30-PASPER-01A-01R	4	1	NG-A0611_SIMA_libLAB6086	SIMA	SIMA	SIMA
nbl	kTotal_euc	NG-A0611_SIMA_libLAB6086	TARGET-30-PASVRU-01A-01R	4	1	NG-A0611_SIMA_libLAB6086	SIMA	SIMA	SIMA
nbl	kTotal_euc	NG-A0611_SIMA_libLAB6086	TARGET-30-PASWFB-01A-01R	4	1	NG-A0611_SIMA_libLAB6086	SIMA	SIMA	SIMA
nbl	kTotal_euc	NG-A0611_SIMA_libLAB6086	TARGET-30-PASWVY-01A-01R	4	1	NG-A0611_SIMA_libLAB6086	SIMA	SIMA	SIMA
