Sample	CATEGORY	TOTAL_READS	PF_READS	PCT_PF_READS	PF_NOISE_READS	PF_READS_ALIGNED	PCT_PF_READS_ALIGNED	PF_ALIGNED_BASES	PF_HQ_ALIGNED_READS	PF_HQ_ALIGNED_BASES	PF_HQ_ALIGNED_Q20_BASES	PF_HQ_MEDIAN_MISMATCHES	PF_MISMATCH_RATE	PF_HQ_ERROR_RATE	PF_INDEL_RATE	MEAN_READ_LENGTH	SD_READ_LENGTH	MEDIAN_READ_LENGTH	MAD_READ_LENGTH	MIN_READ_LENGTH	MAX_READ_LENGTH	MEAN_ALIGNED_READ_LENGTH	READS_ALIGNED_IN_PAIRS	PCT_READS_ALIGNED_IN_PAIRS	PF_READS_IMPROPER_PAIRS	PCT_PF_READS_IMPROPER_PAIRS	BAD_CYCLES	STRAND_BALANCE	PCT_CHIMERAS	PCT_ADAPTER	PCT_SOFTCLIP	PCT_HARDCLIP	AVG_POS_3PRIME_SOFTCLIP_LENGTH	SAMPLE	LIBRARY	READ_GROUP
SRR22373278	PAIR	57013646.0	57013646.0	1.0	0.0	57013646.0	1.0	5713055632.0	53311430.0	5343657658.0	5266626033.0	0.0	0.002416	0.002383	0.000186	101.0	0.0	101.0	0.0	101.0	101.0	100.214522	57013646.0	1.0	0.0	0.0	0.0	0.5	0.002316	0.0	0.007777	0.0	10.241419			
SRR22373279	PAIR	53769788.0	53769788.0	1.0	0.0	53769788.0	1.0	5387357799.0	50319552.0	5043204725.0	4980526523.0	0.0	0.002446	0.002431	0.000187	101.0	0.0	101.0	0.0	101.0	101.0	100.202532	53769788.0	1.0	0.0	0.0	0.0	0.5	0.002164	0.0	0.007896	0.0	10.312113			
SRR22373280	PAIR	76573978.0	76573978.0	1.0	0.0	76573978.0	1.0	7673852750.0	71596212.0	7176941537.0	7078752106.0	0.0	0.002511	0.002505	0.000213	101.0	0.0	101.0	0.0	101.0	101.0	100.224193	76573978.0	1.0	0.0	0.0	0.0	0.5	0.002135	0.0	0.007681	0.0	10.115531			
SRR22373281	PAIR	64756064.0	64756064.0	1.0	0.0	64756064.0	1.0	6482200023.0	57739114.0	5781991620.0	5698655884.0	0.0	0.002395	0.00234	0.000181	101.0	0.0	101.0	0.0	101.0	101.0	100.110934	64756064.0	1.0	0.0	0.0	0.0	0.5	0.002878	0.0	0.008803	0.0	10.312154			
SRR22373282	PAIR	82258774.0	82258774.0	1.0	0.0	82258774.0	1.0	8254483325.0	76382528.0	7666693606.0	7555946316.0	0.0	0.002358	0.002343	0.00016	101.0	0.0	101.0	0.0	101.0	101.0	100.356704	82258774.0	1.0	0.0	0.0	0.0	0.5	0.002428	0.0	0.006369	0.0	9.953228			
SRR22373283	PAIR	70899738.0	70899738.0	1.0	0.0	70899738.0	1.0	7095293715.0	63055164.0	6313707507.0	6233872408.0	0.0	0.002491	0.002517	0.000215	101.0	0.0	101.0	0.0	101.0	101.0	100.08415	70899738.0	1.0	0.0	0.0	0.0	0.5	0.003177	0.0	0.009068	0.0	10.333625			
SRR22373284	PAIR	70330566.0	70330566.0	1.0	0.0	70330566.0	1.0	7046485297.0	65878716.0	6602223806.0	6508718980.0	0.0	0.002448	0.002425	0.000208	101.0	0.0	101.0	0.0	101.0	101.0	100.200778	70330566.0	1.0	0.0	0.0	0.0	0.5	0.00215	0.0	0.007913	0.0	10.225229			
SRR22373285	PAIR	54199494.0	54199494.0	1.0	0.0	54199494.0	1.0	5431954967.0	50213006.0	5033964974.0	4961534049.0	0.0	0.002809	0.002756	0.000194	101.0	0.0	101.0	0.0	101.0	101.0	100.232184	54199494.0	1.0	0.0	0.0	0.0	0.5	0.00216	0.0	0.007602	0.0	9.963597			
SRR22373286	PAIR	60013980.0	60013980.0	1.0	0.0	60013980.0	1.0	6012394736.0	55682600.0	5580624454.0	5503479249.0	0.0	0.002376	0.002377	0.000196	101.0	0.0	101.0	0.0	101.0	101.0	100.192992	60013980.0	1.0	0.0	0.0	0.0	0.5	0.002261	0.0	0.00799	0.0	10.283596			
SRR22373287	PAIR	63475464.0	63475464.0	1.0	0.0	63475464.0	1.0	6348678013.0	58324720.0	5836954469.0	5753242664.0	0.0	0.002532	0.002513	0.000184	101.0	0.0	101.0	0.0	101.0	101.0	100.027897	63475464.0	1.0	0.0	0.0	0.0	0.5	0.002616	0.0	0.009625	0.0	10.581875			
SRR22373288	PAIR	63591032.0	63591032.0	1.0	0.0	63591032.0	1.0	6371539491.0	57906940.0	5803470723.0	5725286590.0	0.0	0.002413	0.002442	0.000257	101.0	0.0	101.0	0.0	101.0	101.0	100.202832	63591032.0	1.0	0.0	0.0	0.0	0.5	0.002175	0.0	0.007893	0.0	9.819373			
SRR22373289	PAIR	71403702.0	71403702.0	1.0	0.0	71403702.0	1.0	7148405514.0	65188024.0	6528247011.0	6446911142.0	0.0	0.002362	0.002374	0.000253	101.0	0.0	101.0	0.0	101.0	101.0	100.122866	71403702.0	1.0	0.0	0.0	0.0	0.5	0.002227	0.0	0.008684	0.0	10.256707			
SRR22373290	PAIR	84860394.0	84860394.0	1.0	0.0	84860394.0	1.0	8496828530.0	77863128.0	7798849597.0	7685389060.0	0.0	0.002787	0.002778	0.000214	101.0	0.0	101.0	0.0	101.0	101.0	100.137001	84860394.0	1.0	0.0	0.0	0.0	0.5	0.002292	0.0	0.008545	0.0	10.236475			
SRR22373291	PAIR	51608776.0	51608776.0	1.0	0.0	51608776.0	1.0	5160173057.0	45640764.0	4566728510.0	4501610715.0	0.0	0.003242	0.00325	0.000212	101.0	0.0	101.0	0.0	101.0	101.0	99.995418	51608776.0	1.0	0.0	0.0	0.0	0.5	0.003684	0.0	0.009946	0.0	10.227464			
SRR22373292	PAIR	57966826.0	57966826.0	1.0	0.0	57966826.0	1.0	5805816682.0	47376318.0	4747460394.0	4675448268.0	0.0	0.002591	0.002571	0.00014	101.0	0.0	101.0	0.0	101.0	101.0	100.164453	57966826.0	1.0	0.0	0.0	0.0	0.5	0.00309	0.0	0.008273	0.0	9.857502			
SRR22373293	PAIR	51055062.0	51055062.0	1.0	0.0	51055062.0	1.0	5118294521.0	45545706.0	4567099638.0	4502642467.0	0.0	0.0021	0.002116	0.000175	101.0	0.0	101.0	0.0	101.0	101.0	100.258676	51055062.0	1.0	0.0	0.0	0.0	0.5	0.002809	0.0	0.00734	0.0	9.945838			
SRR22373294	PAIR	59072502.0	59072502.0	1.0	0.0	59072502.0	1.0	5921230600.0	55674256.0	5582053189.0	5510963679.0	0.0	0.002734	0.0027	0.000181	101.0	0.0	101.0	0.0	101.0	101.0	100.247774	59072502.0	1.0	0.0	0.0	0.0	0.5	0.0022	0.0	0.007448	0.0	10.115609			
SRR22373295	PAIR	59409804.0	59409804.0	1.0	0.0	59409804.0	1.0	5941005067.0	52345854.0	5237581276.0	5169573387.0	0.0	0.003096	0.003138	0.000206	101.0	0.0	101.0	0.0	101.0	101.0	100.012275	59409804.0	1.0	0.0	0.0	0.0	0.5	0.004428	0.0	0.009779	0.0	10.509833			
SRR22373296	PAIR	60883738.0	60883738.0	1.0	0.0	60883738.0	1.0	6089552046.0	54733288.0	5477408974.0	5405105523.0	0.0	0.002595	0.002513	0.000212	101.0	0.0	101.0	0.0	101.0	101.0	100.028466	60883738.0	1.0	0.0	0.0	0.0	0.5	0.002917	0.0	0.009619	0.0	10.574728			
SRR22373297	PAIR	57090268.0	57090268.0	1.0	0.0	57090268.0	1.0	5707778467.0	51490608.0	5151729438.0	5078706513.0	0.0	0.002761	0.002659	0.000161	101.0	0.0	101.0	0.0	101.0	101.0	99.988335	57090268.0	1.0	0.0	0.0	0.0	0.5	0.003072	0.0	0.010016	0.0	10.917826			
SRR22373298	PAIR	59353400.0	59353400.0	1.0	0.0	59353400.0	1.0	5937623891.0	51806334.0	5185733562.0	5114981141.0	0.0	0.002544	0.002566	0.000209	101.0	0.0	101.0	0.0	101.0	101.0	100.044545	59353400.0	1.0	0.0	0.0	0.0	0.5	0.003671	0.0	0.00946	0.0	10.780027			
SRR22373299	PAIR	55580046.0	55580046.0	1.0	0.0	55580046.0	1.0	5563310805.0	50259022.0	5032894579.0	4964293653.0	0.0	0.002182	0.002189	0.000207	101.0	0.0	101.0	0.0	101.0	101.0	100.103223	55580046.0	1.0	0.0	0.0	0.0	0.5	0.002694	0.0	0.008879	0.0	11.000572			
SRR22373300	PAIR	49832198.0	49832198.0	1.0	0.0	49832198.0	1.0	4968266220.0	44080416.0	4399003255.0	4344675934.0	0.0	0.003009	0.003	0.000233	101.0	0.0	101.0	0.0	101.0	101.0	99.709176	49832198.0	1.0	0.0	0.0	0.0	0.5	0.003822	1e-06	0.01278	0.0	11.842215			
SRR22373301	PAIR	45928232.0	45928232.0	1.0	0.0	45928232.0	1.0	4591915400.0	40801016.0	4081831977.0	4032254922.0	0.0	0.002136	0.002116	0.000166	101.0	0.0	101.0	0.0	101.0	101.0	99.988934	45928232.0	1.0	0.0	0.0	0.0	0.5	0.005787	0.0	0.010011	0.0	11.581838			
SRR22373302	PAIR	58770356.0	58770356.0	1.0	0.0	58770356.0	1.0	5874042622.0	53008988.0	5301189092.0	5228894381.0	0.0	0.0023	0.002299	0.000179	101.0	0.0	101.0	0.0	101.0	101.0	99.957465	58770356.0	1.0	0.0	0.0	0.0	0.5	0.00511	0.0	0.010322	0.0	11.62469			
SRR22373303	PAIR	52581504.0	52581504.0	1.0	0.0	52581504.0	1.0	5254187135.0	45507448.0	4551676151.0	4485781668.0	0.0	0.002744	0.002743	0.000199	101.0	0.0	101.0	0.0	101.0	101.0	99.933394	52581504.0	1.0	0.0	0.0	0.0	0.5	0.00514	1e-06	0.01056	0.0	11.309616			
SRR22373304	PAIR	56030334.0	56030334.0	1.0	0.0	56030334.0	1.0	5608495625.0	49149486.0	4921727135.0	4848388276.0	0.0	0.002288	0.002339	0.000175	101.0	0.0	101.0	0.0	101.0	101.0	100.104851	56030334.0	1.0	0.0	0.0	0.0	0.5	0.003397	0.0	0.008863	0.0	10.677307			
SRR22373305	PAIR	55957288.0	55957288.0	1.0	0.0	55957288.0	1.0	5605109221.0	50808340.0	5090859695.0	5029812249.0	0.0	0.001879	0.001897	0.000232	101.0	0.0	101.0	0.0	101.0	101.0	100.174083	55957288.0	1.0	0.0	0.0	0.0	0.5	0.002786	0.0	0.008177	0.0	10.016876			
SRR22373306	PAIR	53147090.0	53147090.0	1.0	0.0	53147090.0	1.0	5323355601.0	46523342.0	4661246853.0	4599487511.0	0.0	0.00229	0.002374	0.00018	101.0	0.0	101.0	0.0	101.0	101.0	100.169109	53147090.0	1.0	0.0	0.0	0.0	0.5	0.002724	0.0	0.008227	0.0	9.976972			
SRR22373307	PAIR	47970750.0	47970750.0	1.0	0.0	47970750.0	1.0	4807378812.0	43907426.0	4401177613.0	4338478664.0	0.0	0.002671	0.002657	0.000171	101.0	0.0	101.0	0.0	101.0	101.0	100.223933	47970750.0	1.0	0.0	0.0	0.0	0.5	0.002786	0.0	0.007684	0.0	10.01736			
SRR22373308	PAIR	45555990.0	45555990.0	1.0	0.0	45555990.0	1.0	4532392231.0	40176032.0	4000008519.0	3939761201.0	0.0	0.003945	0.003725	0.000174	101.0	0.0	101.0	0.0	101.0	101.0	99.499226	45555990.0	1.0	0.0	0.0	0.0	0.5	0.004832	0.0	0.014859	0.0	9.82205			
SRR22373309	PAIR	48286394.0	48286394.0	1.0	0.0	48286394.0	1.0	4832753554.0	43611186.0	4366107498.0	4309519686.0	0.0	0.002177	0.002203	0.000185	101.0	0.0	101.0	0.0	101.0	101.0	100.09446	48286394.0	1.0	0.0	0.0	0.0	0.5	0.002906	0.0	0.008966	0.0	10.531757			
SRR22373310	PAIR	51508054.0	51508054.0	1.0	0.0	51508054.0	1.0	5159050681.0	46058662.0	4615041925.0	4551415450.0	0.0	0.002184	0.002154	0.000162	101.0	0.0	101.0	0.0	101.0	101.0	100.167534	51508054.0	1.0	0.0	0.0	0.0	0.5	0.00315	0.0	0.008242	0.0	10.279478			
SRR22373311	PAIR	43331326.0	43331326.0	1.0	0.0	43331326.0	1.0	4340112302.0	38633430.0	3871073114.0	3816903155.0	0.0	0.002597	0.002389	0.000198	101.0	0.0	101.0	0.0	101.0	101.0	100.170109	43331326.0	1.0	0.0	0.0	0.0	0.5	0.005748	0.0	0.008217	0.0	9.963046			
SRR22373312	PAIR	40502628.0	40502628.0	1.0	0.0	40502628.0	1.0	4055278957.0	35469462.0	3552474472.0	3507920047.0	0.0	0.002182	0.002184	0.000188	101.0	0.0	101.0	0.0	101.0	101.0	100.131745	40502628.0	1.0	0.0	0.0	0.0	0.5	0.003721	0.0	0.008597	0.0	10.211934			
SRR22373313	PAIR	59120514.0	59120514.0	1.0	0.0	59120514.0	1.0	5917403682.0	53772778.0	5383655258.0	5305855603.0	0.0	0.003006	0.003026	0.000249	101.0	0.0	101.0	0.0	101.0	101.0	100.098762	59120514.0	1.0	0.0	0.0	0.0	0.5	0.002693	0.0	0.008923	0.0	9.847262			
SRR22373314	PAIR	57135162.0	57135162.0	1.0	0.0	57135162.0	1.0	5722491967.0	49673766.0	4978011765.0	4907869764.0	0.0	0.002757	0.002775	0.000233	101.0	0.0	101.0	0.0	101.0	101.0	100.16541	57135162.0	1.0	0.0	0.0	0.0	0.5	0.003747	0.0	0.008263	0.0	9.792896			
