Module	Section	Sample Name	Source
Picard	AlignmentSummaryMetrics	SRR22373312	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373312_alignment_summary_metrics.txt
Picard	AlignmentSummaryMetrics	SRR22373275	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373275_alignment_summary_metrics.txt
Picard	AlignmentSummaryMetrics	SRR22373268	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373268_alignment_summary_metrics.txt
Picard	AlignmentSummaryMetrics	SRR22373286	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373286_alignment_summary_metrics.txt
Picard	AlignmentSummaryMetrics	SRR22373288	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373288_alignment_summary_metrics.txt
Picard	AlignmentSummaryMetrics	SRR22373270	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373270_alignment_summary_metrics.txt
Picard	AlignmentSummaryMetrics	SRR22373305	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373305_alignment_summary_metrics.txt
Picard	AlignmentSummaryMetrics	SRR22373295	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373295_alignment_summary_metrics.txt
Picard	AlignmentSummaryMetrics	SRR22373277	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373277_alignment_summary_metrics.txt
Picard	AlignmentSummaryMetrics	SRR22373299	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373299_alignment_summary_metrics.txt
Picard	AlignmentSummaryMetrics	SRR22373269	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373269_alignment_summary_metrics.txt
Picard	InsertSizeMetrics	SRR22373288	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373288_insert_size_metrics.txt
Picard	InsertSizeMetrics	SRR22373306	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373306_insert_size_metrics.txt
Picard	InsertSizeMetrics	SRR22373303	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373303_insert_size_metrics.txt
Picard	InsertSizeMetrics	SRR22373274	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373274_insert_size_metrics.txt
Picard	InsertSizeMetrics	SRR22373268	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373268_insert_size_metrics.txt
Picard	InsertSizeMetrics	SRR22373293	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373293_insert_size_metrics.txt
Picard	InsertSizeMetrics	SRR22373270	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373270_insert_size_metrics.txt
Picard	InsertSizeMetrics	SRR22373289	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373289_insert_size_metrics.txt
Picard	InsertSizeMetrics	SRR22373269	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373269_insert_size_metrics.txt
Picard	InsertSizeMetrics	SRR22373311	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373311_insert_size_metrics.txt
Picard	InsertSizeMetrics	SRR22373295	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373295_insert_size_metrics.txt
Picard	InsertSizeMetrics	SRR22373291	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373291_insert_size_metrics.txt
Picard	InsertSizeMetrics	SRR22373312	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373312_insert_size_metrics.txt
Picard	InsertSizeMetrics	SRR22373283	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373283_insert_size_metrics.txt
Picard	InsertSizeMetrics	SRR22373299	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373299_insert_size_metrics.txt
Picard	InsertSizeMetrics	SRR22373294	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373294_insert_size_metrics.txt
Picard	InsertSizeMetrics	SRR22373277	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373277_insert_size_metrics.txt
Picard	InsertSizeMetrics	SRR22373278	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373278_insert_size_metrics.txt
Picard	InsertSizeMetrics	SRR22373275	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373275_insert_size_metrics.txt
Picard	InsertSizeMetrics	SRR22373273	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373273_insert_size_metrics.txt
Picard	InsertSizeMetrics	SRR22373296	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373296_insert_size_metrics.txt
Picard	InsertSizeMetrics	SRR22373313	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373313_insert_size_metrics.txt
Picard	InsertSizeMetrics	SRR22373301	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373301_insert_size_metrics.txt
Picard	InsertSizeMetrics	SRR22373281	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373281_insert_size_metrics.txt
Picard	InsertSizeMetrics	SRR22373314	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373314_insert_size_metrics.txt
Picard	InsertSizeMetrics	SRR22373290	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373290_insert_size_metrics.txt
Picard	InsertSizeMetrics	SRR22373280	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373280_insert_size_metrics.txt
Picard	InsertSizeMetrics	SRR22373302	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373302_insert_size_metrics.txt
Picard	InsertSizeMetrics	SRR22373292	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373292_insert_size_metrics.txt
Picard	InsertSizeMetrics	SRR22373272	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373272_insert_size_metrics.txt
Picard	InsertSizeMetrics	SRR22373310	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373310_insert_size_metrics.txt
Picard	InsertSizeMetrics	SRR22373297	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373297_insert_size_metrics.txt
Picard	InsertSizeMetrics	SRR22373285	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373285_insert_size_metrics.txt
Picard	InsertSizeMetrics	SRR22373284	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373284_insert_size_metrics.txt
Picard	InsertSizeMetrics	SRR22373308	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373308_insert_size_metrics.txt
Picard	InsertSizeMetrics	SRR22373286	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373286_insert_size_metrics.txt
Picard	InsertSizeMetrics	SRR22373276	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373276_insert_size_metrics.txt
Picard	InsertSizeMetrics	SRR22373287	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373287_insert_size_metrics.txt
Picard	InsertSizeMetrics	SRR22373271	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373271_insert_size_metrics.txt
Picard	InsertSizeMetrics	SRR22373298	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373298_insert_size_metrics.txt
Picard	InsertSizeMetrics	SRR22373304	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373304_insert_size_metrics.txt
Picard	InsertSizeMetrics	SRR22373305	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373305_insert_size_metrics.txt
Picard	InsertSizeMetrics	SRR22373307	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373307_insert_size_metrics.txt
Picard	InsertSizeMetrics	SRR22373300	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373300_insert_size_metrics.txt
Picard	InsertSizeMetrics	SRR22373282	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373282_insert_size_metrics.txt
Picard	InsertSizeMetrics	SRR22373309	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373309_insert_size_metrics.txt
Picard	InsertSizeMetrics	SRR22373279	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373279_insert_size_metrics.txt
Picard	QualityYieldMetrics	SRR22373288_quality_yield_metrics	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373288_quality_yield_metrics.txt
Picard	QualityYieldMetrics	SRR22373289_quality_yield_metrics	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373289_quality_yield_metrics.txt
Picard	QualityYieldMetrics	SRR22373268_quality_yield_metrics	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373268_quality_yield_metrics.txt
Picard	QualityYieldMetrics	SRR22373276_quality_yield_metrics	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373276_quality_yield_metrics.txt
Picard	QualityYieldMetrics	SRR22373272_quality_yield_metrics	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373272_quality_yield_metrics.txt
Picard	QualityYieldMetrics	SRR22373286_quality_yield_metrics	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373286_quality_yield_metrics.txt
Picard	QualityYieldMetrics	SRR22373299_quality_yield_metrics	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373299_quality_yield_metrics.txt
Picard	QualityYieldMetrics	SRR22373285_quality_yield_metrics	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373285_quality_yield_metrics.txt
Picard	QualityYieldMetrics	SRR22373275_quality_yield_metrics	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373275_quality_yield_metrics.txt
Picard	QualityYieldMetrics	SRR22373281_quality_yield_metrics	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373281_quality_yield_metrics.txt
Picard	QualityYieldMetrics	SRR22373308_quality_yield_metrics	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373308_quality_yield_metrics.txt
Picard	QualityYieldMetrics	SRR22373280_quality_yield_metrics	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373280_quality_yield_metrics.txt
Picard	QualityYieldMetrics	SRR22373278_quality_yield_metrics	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373278_quality_yield_metrics.txt
Picard	QualityYieldMetrics	SRR22373300_quality_yield_metrics	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373300_quality_yield_metrics.txt
Picard	QualityYieldMetrics	SRR22373310_quality_yield_metrics	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373310_quality_yield_metrics.txt
Picard	QualityYieldMetrics	SRR22373277_quality_yield_metrics	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373277_quality_yield_metrics.txt
Picard	QualityYieldMetrics	SRR22373312_quality_yield_metrics	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373312_quality_yield_metrics.txt
Picard	QualityYieldMetrics	SRR22373305_quality_yield_metrics	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373305_quality_yield_metrics.txt
Picard	QualityYieldMetrics	SRR22373294_quality_yield_metrics	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373294_quality_yield_metrics.txt
Picard	QualityYieldMetrics	SRR22373309_quality_yield_metrics	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373309_quality_yield_metrics.txt
Picard	QualityYieldMetrics	SRR22373283_quality_yield_metrics	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373283_quality_yield_metrics.txt
Picard	QualityYieldMetrics	SRR22373311_quality_yield_metrics	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373311_quality_yield_metrics.txt
Picard	QualityYieldMetrics	SRR22373284_quality_yield_metrics	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373284_quality_yield_metrics.txt
Picard	QualityYieldMetrics	SRR22373273_quality_yield_metrics	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373273_quality_yield_metrics.txt
Picard	QualityYieldMetrics	SRR22373314_quality_yield_metrics	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373314_quality_yield_metrics.txt
Picard	QualityYieldMetrics	SRR22373282_quality_yield_metrics	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373282_quality_yield_metrics.txt
Picard	QualityYieldMetrics	SRR22373301_quality_yield_metrics	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373301_quality_yield_metrics.txt
Picard	QualityYieldMetrics	SRR22373296_quality_yield_metrics	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373296_quality_yield_metrics.txt
Picard	QualityYieldMetrics	SRR22373313_quality_yield_metrics	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373313_quality_yield_metrics.txt
Picard	QualityYieldMetrics	SRR22373279_quality_yield_metrics	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373279_quality_yield_metrics.txt
Picard	QualityYieldMetrics	SRR22373297_quality_yield_metrics	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373297_quality_yield_metrics.txt
Picard	QualityYieldMetrics	SRR22373306_quality_yield_metrics	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373306_quality_yield_metrics.txt
Picard	QualityYieldMetrics	SRR22373298_quality_yield_metrics	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373298_quality_yield_metrics.txt
Picard	QualityYieldMetrics	SRR22373304_quality_yield_metrics	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373304_quality_yield_metrics.txt
Picard	QualityYieldMetrics	SRR22373307_quality_yield_metrics	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373307_quality_yield_metrics.txt
Picard	QualityYieldMetrics	SRR22373290_quality_yield_metrics	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373290_quality_yield_metrics.txt
Picard	QualityYieldMetrics	SRR22373291_quality_yield_metrics	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373291_quality_yield_metrics.txt
Picard	QualityYieldMetrics	SRR22373295_quality_yield_metrics	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373295_quality_yield_metrics.txt
Picard	QualityYieldMetrics	SRR22373274_quality_yield_metrics	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373274_quality_yield_metrics.txt
Picard	QualityYieldMetrics	SRR22373269_quality_yield_metrics	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373269_quality_yield_metrics.txt
Picard	QualityYieldMetrics	SRR22373271_quality_yield_metrics	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373271_quality_yield_metrics.txt
Picard	QualityYieldMetrics	SRR22373303_quality_yield_metrics	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373303_quality_yield_metrics.txt
Picard	QualityYieldMetrics	SRR22373292_quality_yield_metrics	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373292_quality_yield_metrics.txt
Picard	QualityYieldMetrics	SRR22373302_quality_yield_metrics	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373302_quality_yield_metrics.txt
Picard	QualityYieldMetrics	SRR22373287_quality_yield_metrics	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373287_quality_yield_metrics.txt
Picard	QualityYieldMetrics	SRR22373293_quality_yield_metrics	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373293_quality_yield_metrics.txt
Picard	QualityYieldMetrics	SRR22373270_quality_yield_metrics	/work/ugbogu/pipeline/data/nbl/SRP409177/results/picard/SRR22373270_quality_yield_metrics.txt
STAR	SummaryLog	SRR22373275	/work/ugbogu/pipeline/data/nbl/SRP409177/results/star/SRR22373275.Log.final.out
STAR	SummaryLog	SRR22373297	/work/ugbogu/pipeline/data/nbl/SRP409177/results/star/SRR22373297.Log.final.out
STAR	SummaryLog	SRR22373309	/work/ugbogu/pipeline/data/nbl/SRP409177/results/star/SRR22373309.Log.final.out
STAR	SummaryLog	SRR22373313	/work/ugbogu/pipeline/data/nbl/SRP409177/results/star/SRR22373313.Log.final.out
STAR	SummaryLog	SRR22373285	/work/ugbogu/pipeline/data/nbl/SRP409177/results/star/SRR22373285.Log.final.out
STAR	SummaryLog	SRR22373274	/work/ugbogu/pipeline/data/nbl/SRP409177/results/star/SRR22373274.Log.final.out
STAR	SummaryLog	SRR22373303	/work/ugbogu/pipeline/data/nbl/SRP409177/results/star/SRR22373303.Log.final.out
STAR	SummaryLog	SRR22373291	/work/ugbogu/pipeline/data/nbl/SRP409177/results/star/SRR22373291.Log.final.out
STAR	SummaryLog	SRR22373281	/work/ugbogu/pipeline/data/nbl/SRP409177/results/star/SRR22373281.Log.final.out
STAR	SummaryLog	SRR22373296	/work/ugbogu/pipeline/data/nbl/SRP409177/results/star/SRR22373296.Log.final.out
STAR	SummaryLog	SRR22373301	/work/ugbogu/pipeline/data/nbl/SRP409177/results/star/SRR22373301.Log.final.out
STAR	SummaryLog	SRR22373280	/work/ugbogu/pipeline/data/nbl/SRP409177/results/star/SRR22373280.Log.final.out
STAR	SummaryLog	SRR22373312	/work/ugbogu/pipeline/data/nbl/SRP409177/results/star/SRR22373312.Log.final.out
STAR	SummaryLog	SRR22373279	/work/ugbogu/pipeline/data/nbl/SRP409177/results/star/SRR22373279.Log.final.out
STAR	SummaryLog	SRR22373307	/work/ugbogu/pipeline/data/nbl/SRP409177/results/star/SRR22373307.Log.final.out
STAR	SummaryLog	SRR22373277	/work/ugbogu/pipeline/data/nbl/SRP409177/results/star/SRR22373277.Log.final.out
STAR	SummaryLog	SRR22373282	/work/ugbogu/pipeline/data/nbl/SRP409177/results/star/SRR22373282.Log.final.out
STAR	SummaryLog	SRR22373306	/work/ugbogu/pipeline/data/nbl/SRP409177/results/star/SRR22373306.Log.final.out
STAR	SummaryLog	SRR22373288	/work/ugbogu/pipeline/data/nbl/SRP409177/results/star/SRR22373288.Log.final.out
STAR	SummaryLog	SRR22373289	/work/ugbogu/pipeline/data/nbl/SRP409177/results/star/SRR22373289.Log.final.out
STAR	SummaryLog	SRR22373311	/work/ugbogu/pipeline/data/nbl/SRP409177/results/star/SRR22373311.Log.final.out
STAR	SummaryLog	SRR22373290	/work/ugbogu/pipeline/data/nbl/SRP409177/results/star/SRR22373290.Log.final.out
STAR	SummaryLog	SRR22373272	/work/ugbogu/pipeline/data/nbl/SRP409177/results/star/SRR22373272.Log.final.out
STAR	SummaryLog	SRR22373273	/work/ugbogu/pipeline/data/nbl/SRP409177/results/star/SRR22373273.Log.final.out
STAR	SummaryLog	SRR22373304	/work/ugbogu/pipeline/data/nbl/SRP409177/results/star/SRR22373304.Log.final.out
STAR	SummaryLog	SRR22373269	/work/ugbogu/pipeline/data/nbl/SRP409177/results/star/SRR22373269.Log.final.out
STAR	SummaryLog	SRR22373305	/work/ugbogu/pipeline/data/nbl/SRP409177/results/star/SRR22373305.Log.final.out
STAR	SummaryLog	SRR22373268	/work/ugbogu/pipeline/data/nbl/SRP409177/results/star/SRR22373268.Log.final.out
STAR	SummaryLog	SRR22373283	/work/ugbogu/pipeline/data/nbl/SRP409177/results/star/SRR22373283.Log.final.out
STAR	SummaryLog	SRR22373284	/work/ugbogu/pipeline/data/nbl/SRP409177/results/star/SRR22373284.Log.final.out
STAR	SummaryLog	SRR22373287	/work/ugbogu/pipeline/data/nbl/SRP409177/results/star/SRR22373287.Log.final.out
STAR	SummaryLog	SRR22373286	/work/ugbogu/pipeline/data/nbl/SRP409177/results/star/SRR22373286.Log.final.out
STAR	SummaryLog	SRR22373298	/work/ugbogu/pipeline/data/nbl/SRP409177/results/star/SRR22373298.Log.final.out
STAR	SummaryLog	SRR22373271	/work/ugbogu/pipeline/data/nbl/SRP409177/results/star/SRR22373271.Log.final.out
STAR	SummaryLog	SRR22373302	/work/ugbogu/pipeline/data/nbl/SRP409177/results/star/SRR22373302.Log.final.out
STAR	SummaryLog	SRR22373299	/work/ugbogu/pipeline/data/nbl/SRP409177/results/star/SRR22373299.Log.final.out
STAR	SummaryLog	SRR22373292	/work/ugbogu/pipeline/data/nbl/SRP409177/results/star/SRR22373292.Log.final.out
STAR	SummaryLog	SRR22373276	/work/ugbogu/pipeline/data/nbl/SRP409177/results/star/SRR22373276.Log.final.out
STAR	SummaryLog	SRR22373300	/work/ugbogu/pipeline/data/nbl/SRP409177/results/star/SRR22373300.Log.final.out
STAR	SummaryLog	SRR22373308	/work/ugbogu/pipeline/data/nbl/SRP409177/results/star/SRR22373308.Log.final.out
STAR	SummaryLog	SRR22373293	/work/ugbogu/pipeline/data/nbl/SRP409177/results/star/SRR22373293.Log.final.out
STAR	SummaryLog	SRR22373278	/work/ugbogu/pipeline/data/nbl/SRP409177/results/star/SRR22373278.Log.final.out
STAR	SummaryLog	SRR22373295	/work/ugbogu/pipeline/data/nbl/SRP409177/results/star/SRR22373295.Log.final.out
STAR	SummaryLog	SRR22373294	/work/ugbogu/pipeline/data/nbl/SRP409177/results/star/SRR22373294.Log.final.out
STAR	SummaryLog	SRR22373314	/work/ugbogu/pipeline/data/nbl/SRP409177/results/star/SRR22373314.Log.final.out
STAR	SummaryLog	SRR22373270	/work/ugbogu/pipeline/data/nbl/SRP409177/results/star/SRR22373270.Log.final.out
STAR	SummaryLog	SRR22373310	/work/ugbogu/pipeline/data/nbl/SRP409177/results/star/SRR22373310.Log.final.out
STAR	SummaryLog	Log.final.out	/work/ugbogu/pipeline/data/nbl/SRP409177/results/star/SRR22373279._STARpass1/Log.final.out
FastQC	all_sections	SRR22373294_1	/work/ugbogu/pipeline/data/nbl/SRP409177/results/fastqc/SRR22373294_1_fastqc.zip
