Sample	total_reads	avg_input_read_length	uniquely_mapped	uniquely_mapped_percent	avg_mapped_read_length	num_splices	num_annotated_splices	num_GTAG_splices	num_GCAG_splices	num_ATAC_splices	num_noncanonical_splices	mismatch_rate	deletion_rate	deletion_length	insertion_rate	insertion_length	multimapped	multimapped_percent	multimapped_toomany	multimapped_toomany_percent	unmapped_mismatches_percent	unmapped_tooshort_percent	unmapped_other_percent	unmapped_mismatches	unmapped_tooshort	unmapped_other
SRR22373273	33501788.0	202.0	27275955.0	81.42	200.44	8955064.0	8930477.0	8843009.0	84265.0	6092.0	21698.0	0.21	0.03	1.16	0.01	1.52	3922991.0	11.71	80297.0	0.24	0.0	6.57	0.06	0	2202431	20114
SRR22373273._STARpass1	33501788.0	202.0	27564123.0	82.28	200.46	8750714.0	8631435.0	8668787.0	56596.0	6017.0	19314.0	0.21	0.03	1.23	0.01	1.33	3629965.0	10.84	78943.0	0.24	0.0	6.6	0.06	0	2208678	20079
SRR22373274	35969104.0	202.0	30313912.0	84.28	200.38	6380138.0	6350531.0	6217492.0	130188.0	6989.0	25469.0	0.23	0.02	1.35	0.01	1.53	3572337.0	9.93	93687.0	0.26	0.0	5.41	0.12	0	1946003	43165
SRR22373274._STARpass1	35969104.0	202.0	30536226.0	84.9	200.39	6184663.0	6026051.0	6108787.0	46566.0	6341.0	22969.0	0.23	0.02	1.34	0.01	1.53	3347293.0	9.31	94908.0	0.26	0.0	5.43	0.11	0	1951151	39526
SRR22373275	36279233.0	202.0	30035494.0	82.79	200.58	7870659.0	7802429.0	7556166.0	239155.0	14361.0	60977.0	0.32	0.03	1.22	0.01	1.52	4423311.0	12.19	78711.0	0.22	0.0	4.68	0.12	0	1698174	43543
SRR22373275._STARpass1	36279233.0	202.0	30366431.0	83.7	200.6	7498428.0	7271510.0	7375531.0	54625.0	8620.0	59652.0	0.32	0.03	1.21	0.01	1.52	4089583.0	11.27	79984.0	0.22	0.0	4.7	0.1	0	1706918	36317
SRR22373276	28390434.0	202.0	24718330.0	87.07	200.49	4024551.0	3992352.0	3900217.0	93115.0	4101.0	27118.0	0.26	0.02	1.39	0.01	1.55	2004924.0	7.06	103477.0	0.36	0.0	5.33	0.18	0	1512620	51083
SRR22373276._STARpass1	28390434.0	202.0	24755708.0	87.2	200.5	3860035.0	3713358.0	3803021.0	29942.0	3982.0	23090.0	0.26	0.02	1.37	0.01	1.54	2001852.0	7.05	69851.0	0.25	0.0	5.34	0.17	0	1514799	48224
SRR22373277	31503420.0	202.0	26295236.0	83.47	200.5	5081155.0	5055779.0	5013015.0	42134.0	5368.0	20638.0	0.23	0.02	1.32	0.01	1.55	1738592.0	5.52	75135.0	0.24	0.0	10.64	0.14	0	3350373	44084
SRR22373277._STARpass1	31503420.0	202.0	26379847.0	83.74	200.5	5014336.0	4859272.0	4952095.0	39075.0	4743.0	18423.0	0.23	0.02	1.32	0.01	1.55	1648082.0	5.23	81439.0	0.26	0.0	10.65	0.12	0	3356235	37817
SRR22373278	31453683.0	202.0	26655715.0	84.75	200.47	5421016.0	5389277.0	5344535.0	45636.0	5198.0	25647.0	0.24	0.02	1.4	0.01	1.54	1851108.0	5.89	51566.0	0.16	0.0	9.06	0.14	0	2851235	44059
SRR22373278._STARpass1	31453683.0	202.0	26757741.0	85.07	200.47	5337423.0	5173079.0	5266784.0	42587.0	5100.0	22952.0	0.24	0.02	1.4	0.01	1.54	1749522.0	5.56	52789.0	0.17	0.0	9.08	0.12	0	2855888	37743
SRR22373279	29497023.0	202.0	25159776.0	85.3	200.45	4867331.0	4843754.0	4803038.0	41298.0	4765.0	18230.0	0.24	0.02	1.39	0.01	1.57	1725118.0	5.85	55389.0	0.19	0.0	8.55	0.12	0	2521353	35387
SRR22373279._STARpass1	29497023.0	202.0	25215805.0	85.49	200.44	4804902.0	4676107.0	4745799.0	37661.0	4705.0	16737.0	0.24	0.02	1.39	0.01	1.56	1669293.0	5.66	56848.0	0.19	0.0	8.55	0.11	0	2522622	32455
SRR22373280	41925247.0	202.0	35798106.0	85.39	200.48	6929460.0	6893421.0	6833476.0	59342.0	6786.0	29856.0	0.25	0.02	1.32	0.01	1.55	2488883.0	5.94	77663.0	0.19	0.0	8.35	0.15	0	3497761	62834
SRR22373280._STARpass1	41925247.0	202.0	35891673.0	85.61	200.48	6804278.0	6598853.0	6717340.0	53207.0	6660.0	27071.0	0.25	0.02	1.32	0.01	1.53	2391889.0	5.71	79973.0	0.19	0.0	8.36	0.14	0	3503049	58663
SRR22373281	35443672.0	202.0	28869557.0	81.45	200.28	6276184.0	6231298.0	6112804.0	119501.0	6444.0	37435.0	0.23	0.02	1.4	0.01	1.52	3508475.0	9.9	94936.0	0.27	0.0	8.24	0.14	0	2921074	49630
SRR22373281._STARpass1	35443672.0	202.0	29188998.0	82.35	200.29	6091529.0	5906930.0	6002731.0	46793.0	6296.0	35709.0	0.24	0.02	1.38	0.01	1.49	3188148.0	8.99	96811.0	0.27	0.0	8.25	0.13	0	2923645	46070
SRR22373282	44220282.0	202.0	38191264.0	86.37	200.74	7457429.0	7413865.0	7341751.0	68292.0	8267.0	39119.0	0.23	0.02	1.43	0.01	1.57	2938123.0	6.64	107066.0	0.24	0.0	6.62	0.12	0	2930704	53125
SRR22373282._STARpass1	44220282.0	202.0	38338342.0	86.7	200.74	7326368.0	7102679.0	7225065.0	57740.0	8084.0	35479.0	0.24	0.02	1.43	0.01	1.56	2792848.0	6.32	108791.0	0.25	0.0	6.63	0.11	0	2931661	48640
SRR22373283	38458991.0	202.0	31527582.0	81.98	200.26	5625501.0	5577741.0	5407842.0	159276.0	5415.0	52968.0	0.25	0.02	1.32	0.01	1.55	3922287.0	10.2	91013.0	0.24	0.0	7.36	0.23	0	2829681	88428
SRR22373283._STARpass1	38458991.0	202.0	31707202.0	82.44	200.28	5348661.0	5146529.0	5269899.0	43168.0	5236.0	30358.0	0.25	0.02	1.31	0.01	1.55	3737899.0	9.72	94912.0	0.25	0.0	7.38	0.21	0	2838216	80762
SRR22373284	39186131.0	202.0	32939358.0	84.06	200.44	5680892.0	5646114.0	5601499.0	44526.0	5562.0	29305.0	0.24	0.02	1.38	0.01	1.57	2225925.0	5.68	78837.0	0.2	0.0	9.91	0.15	0	3883234	58778
SRR22373284._STARpass1	39186131.0	202.0	32998635.0	84.21	200.43	5574047.0	5395046.0	5500149.0	42650.0	5343.0	25905.0	0.24	0.02	1.38	0.01	1.57	2162575.0	5.52	83433.0	0.21	0.0	9.92	0.14	0	3886636	54852
SRR22373285	29337581.0	202.0	25106503.0	85.58	200.5	4433004.0	4402538.0	4367589.0	37079.0	4452.0	23884.0	0.27	0.02	1.43	0.01	1.51	1993244.0	6.79	48083.0	0.16	0.0	7.35	0.12	0	2154574	35177
SRR22373285._STARpass1	29337581.0	202.0	25244220.0	86.05	200.51	4361591.0	4219268.0	4300223.0	34905.0	4378.0	22085.0	0.28	0.02	1.44	0.01	1.5	1855323.0	6.32	49176.0	0.17	0.0	7.34	0.12	0	2153652	35210
SRR22373286	32270848.0	202.0	27841300.0	86.27	200.44	5603536.0	5576568.0	5526752.0	49913.0	4969.0	21902.0	0.24	0.02	1.39	0.01	1.55	2165690.0	6.71	60758.0	0.19	0.0	6.7	0.13	0	2161167	41933
SRR22373286._STARpass1	32270848.0	202.0	27958466.0	86.64	200.45	5516968.0	5375528.0	5451199.0	41277.0	4916.0	19576.0	0.24	0.02	1.39	0.01	1.55	2048256.0	6.35	61660.0	0.19	0.0	6.71	0.12	0	2163770	38696
SRR22373287	34194290.0	202.0	29162360.0	85.28	200.15	5726324.0	5683250.0	5638364.0	47528.0	4642.0	35790.0	0.25	0.02	1.47	0.01	1.58	2575372.0	7.53	85857.0	0.25	0.0	6.78	0.15	0	2319387	51314
SRR22373287._STARpass1	34194290.0	202.0	29286575.0	85.65	200.16	5619291.0	5408508.0	5543185.0	42208.0	4580.0	29318.0	0.25	0.02	1.47	0.01	1.58	2452105.0	7.17	85961.0	0.25	0.0	6.79	0.14	0	2321777	47872
SRR22373288	33732726.0	202.0	28953470.0	85.83	200.44	6777966.0	6747154.0	6543376.0	198959.0	12455.0	23176.0	0.24	0.03	1.2	0.01	1.51	2842046.0	8.43	46822.0	0.14	0.0	5.49	0.12	0	1849952	40436
SRR22373288._STARpass1	33732726.0	202.0	29140331.0	86.39	200.47	6505277.0	6348331.0	6425160.0	51773.0	6336.0	22008.0	0.24	0.03	1.19	0.01	1.51	2646560.0	7.85	47743.0	0.14	0.0	5.53	0.1	0	1864378	33714
SRR22373289	38416511.0	202.0	32594012.0	84.84	200.29	7014298.0	6982924.0	6796945.0	183877.0	8738.0	24738.0	0.24	0.02	1.25	0.01	1.36	3107839.0	8.09	55711.0	0.15	0.0	6.8	0.13	0	2609070	49879
SRR22373289._STARpass1	38416511.0	202.0	32822818.0	85.44	200.31	6767725.0	6587861.0	6684204.0	54799.0	6612.0	22110.0	0.24	0.02	1.24	0.01	1.36	2870358.0	7.47	56860.0	0.15	0.0	6.83	0.11	0	2624211	42264
SRR22373290	46304984.0	202.0	38931564.0	84.08	200.32	6068561.0	6023630.0	5976244.0	50746.0	5853.0	35718.0	0.28	0.02	1.36	0.01	1.55	3498633.0	7.56	131669.0	0.28	0.0	7.9	0.18	0	3659732	83386
SRR22373290._STARpass1	46304984.0	202.0	39130513.0	84.51	200.33	5926103.0	5700739.0	5842047.0	47319.0	5690.0	31047.0	0.28	0.02	1.36	0.01	1.54	3295657.0	7.12	136016.0	0.29	0.0	7.92	0.17	0	3664148	78650
SRR22373291	28783393.0	202.0	22820382.0	79.28	200.12	4772547.0	4741576.0	4695659.0	39577.0	4692.0	32619.0	0.32	0.02	1.3	0.01	1.56	2984006.0	10.37	87694.0	0.3	0.0	9.86	0.18	0	2839475	51836
SRR22373291._STARpass1	28783393.0	202.0	22981248.0	79.84	200.13	4688332.0	4546237.0	4627705.0	35232.0	4120.0	21275.0	0.33	0.02	1.3	0.01	1.55	2823601.0	9.81	89205.0	0.31	0.0	9.88	0.16	0	2843294	46045
SRR22373292	31297361.0	202.0	23688159.0	75.69	200.41	8913657.0	8892820.0	8823007.0	65410.0	6411.0	18829.0	0.26	0.01	1.31	0.01	1.57	5295254.0	16.92	79101.0	0.25	0.0	6.99	0.15	0	2187896	46951
SRR22373292._STARpass1	31297361.0	202.0	24197366.0	77.31	200.44	8729452.0	8588815.0	8649301.0	58895.0	6379.0	14877.0	0.27	0.01	1.31	0.01	1.56	4786268.0	15.29	79734.0	0.25	0.0	7.01	0.13	0	2193318	40675
SRR22373293	28029145.0	202.0	22772853.0	81.25	200.55	6864531.0	6837900.0	6702033.0	130184.0	10551.0	21763.0	0.21	0.02	1.33	0.01	1.51	2754678.0	9.83	57044.0	0.2	0.0	8.61	0.12	0	2410968	33602
SRR22373293._STARpass1	28029145.0	202.0	23063988.0	82.29	200.57	6713777.0	6552139.0	6637152.0	49907.0	6678.0	20040.0	0.21	0.02	1.32	0.01	1.51	2460821.0	8.78	57678.0	0.21	0.0	8.62	0.11	0	2415830	30828
SRR22373294	31746452.0	202.0	27837128.0	87.69	200.53	5692077.0	5652960.0	5605818.0	47009.0	5895.0	33355.0	0.27	0.02	1.57	0.01	1.6	1699123.0	5.35	57502.0	0.18	0.0	6.65	0.13	0	2111423	41276
SRR22373294._STARpass1	31746452.0	202.0	27923967.0	87.96	200.52	5639253.0	5472152.0	5557996.0	43965.0	5789.0	31503.0	0.27	0.02	1.57	0.01	1.6	1613439.0	5.08	58717.0	0.18	0.0	6.66	0.12	0	2112270	38059
SRR22373295	33762222.0	202.0	26172927.0	77.52	200.11	5995741.0	5957862.0	5895191.0	57422.0	7145.0	35983.0	0.31	0.02	1.43	0.01	1.44	3531975.0	10.46	94584.0	0.28	0.0	11.52	0.21	0	3891792	70944
SRR22373295._STARpass1	33762222.0	202.0	26586910.0	78.75	200.13	5865024.0	5692040.0	5786884.0	44405.0	5111.0	28624.0	0.31	0.02	1.41	0.01	1.44	3114509.0	9.22	97827.0	0.29	0.0	11.54	0.2	0	3895464	67512
SRR22373296	32831629.0	202.0	27366644.0	83.35	200.15	6955055.0	6913262.0	6846045.0	56787.0	7220.0	45003.0	0.25	0.02	1.3	0.01	1.52	3075225.0	9.37	74076.0	0.23	0.0	6.73	0.32	0	2210575	105109
SRR22373296._STARpass1	32831629.0	202.0	27586376.0	84.02	200.16	6833056.0	6624009.0	6744404.0	51469.0	7048.0	30135.0	0.26	0.02	1.3	0.01	1.5	2851386.0	8.68	75691.0	0.23	0.0	6.76	0.3	0	2219670	98506
SRR22373297	31141130.0	202.0	25745304.0	82.67	200.1	7238712.0	7189817.0	7084450.0	78812.0	6265.0	69185.0	0.27	0.02	1.57	0.01	1.66	2799830.0	8.99	71401.0	0.23	0.0	7.83	0.27	0	2440442	84153
SRR22373297._STARpass1	31141130.0	202.0	25898797.0	83.17	200.11	7084366.0	6906163.0	6991104.0	48282.0	6052.0	38928.0	0.27	0.02	1.58	0.01	1.66	2634853.0	8.46	73545.0	0.24	0.0	7.9	0.23	0	2462249	71686
SRR22373298	33496705.0	202.0	25903167.0	77.33	200.2	10114916.0	10091124.0	9997742.0	78527.0	11545.0	27102.0	0.25	0.02	1.17	0.01	1.47	3773533.0	11.27	53777.0	0.16	0.0	11.14	0.11	0	3729403	36825
SRR22373298._STARpass1	33496705.0	202.0	26356991.0	78.69	200.23	9940877.0	9773705.0	9840901.0	71031.0	8283.0	20662.0	0.25	0.02	1.17	0.01	1.47	3317461.0	9.9	53862.0	0.16	0.0	11.16	0.09	0	3738244	30147
SRR22373299	30217568.0	202.0	25129511.0	83.16	200.28	7097425.0	7072371.0	7009636.0	59610.0	7038.0	21141.0	0.22	0.02	1.25	0.01	1.5	2660512.0	8.8	61624.0	0.2	0.0	7.65	0.18	0	2311532	54389
SRR22373299._STARpass1	30217568.0	202.0	25370257.0	83.96	200.29	6991929.0	6827521.0	6912573.0	54829.0	6955.0	17572.0	0.22	0.02	1.25	0.01	1.5	2418955.0	8.01	62671.0	0.21	0.0	7.66	0.17	0	2314323	51362
SRR22373300	27610558.0	202.0	22040208.0	79.83	199.59	3991252.0	3965752.0	3927884.0	36324.0	3354.0	23690.0	0.3	0.02	1.26	0.01	1.52	2875891.0	10.42	83321.0	0.3	0.0	9.31	0.14	0	2572454	38684
SRR22373300._STARpass1	27610558.0	202.0	22294837.0	80.75	199.61	3910924.0	3786005.0	3857417.0	30065.0	3314.0	20128.0	0.3	0.02	1.26	0.01	1.52	2621397.0	9.49	81832.0	0.3	0.0	9.33	0.13	0	2576591	35901
SRR22373301	24902265.0	202.0	20400508.0	81.92	200.08	5911847.0	5888796.0	5803745.0	78342.0	6007.0	23753.0	0.21	0.02	1.4	0.01	1.51	2563608.0	10.29	64505.0	0.26	0.0	7.34	0.19	0	1826367	47277
SRR22373301._STARpass1	24902265.0	202.0	20704727.0	83.14	200.11	5766126.0	5630732.0	5701733.0	40979.0	5863.0	17551.0	0.21	0.02	1.38	0.01	1.41	2255394.0	9.06	65908.0	0.26	0.0	7.35	0.18	0	1831386	44850
SRR22373302	32494133.0	202.0	26504494.0	81.57	200.01	7514891.0	7485669.0	7421520.0	59926.0	11131.0	22314.0	0.23	0.02	1.32	0.01	1.52	2880684.0	8.87	100378.0	0.31	0.0	9.13	0.12	0	2969547	39030
SRR22373302._STARpass1	32494133.0	202.0	26757912.0	82.35	200.02	7398994.0	7214187.0	7313984.0	57384.0	7457.0	20169.0	0.23	0.02	1.32	0.01	1.44	2649811.0	8.15	78204.0	0.24	0.0	9.15	0.11	0	2972471	35735
SRR22373303	29078007.0	202.0	22753724.0	78.25	200.04	6323919.0	6295080.0	6156275.0	112996.0	4474.0	50174.0	0.27	0.02	1.31	0.01	1.55	3537028.0	12.16	74373.0	0.26	0.0	9.12	0.21	0	2651820	61062
SRR22373303._STARpass1	29078007.0	202.0	23156413.0	79.64	200.07	6149251.0	5987531.0	6081635.0	40795.0	4432.0	22389.0	0.27	0.02	1.3	0.01	1.54	3139525.0	10.8	70023.0	0.24	0.0	9.16	0.16	0	2665487	46559
SRR22373304	30476609.0	202.0	24574743.0	80.63	200.28	8907904.0	8878017.0	8793046.0	78297.0	10008.0	26553.0	0.23	0.02	1.28	0.01	1.5	3440424.0	11.29	92274.0	0.3	0.0	7.67	0.11	0	2335671	33497
SRR22373304._STARpass1	30476609.0	202.0	24906579.0	81.72	200.29	8706125.0	8519477.0	8606082.0	68494.0	8647.0	22902.0	0.23	0.02	1.29	0.01	1.5	3118908.0	10.23	83977.0	0.28	0.0	7.68	0.09	0	2339726	27419
SRR22373305	30098404.0	202.0	25404170.0	84.4	200.39	9234804.0	9211261.0	9136450.0	70573.0	9584.0	18197.0	0.19	0.02	1.17	0.01	1.47	2574474.0	8.55	56413.0	0.19	0.0	6.75	0.11	0	2030261	33086
SRR22373305._STARpass1	30098404.0	202.0	25641492.0	85.19	200.4	9154848.0	8995530.0	9060544.0	67944.0	9554.0	16806.0	0.19	0.02	1.17	0.01	1.47	2337171.0	7.77	56814.0	0.19	0.0	6.76	0.09	0	2035823	27104
SRR22373306	28642530.0	202.0	23261671.0	81.21	200.38	9062389.0	9038690.0	8919967.0	112352.0	8958.0	21112.0	0.24	0.02	1.23	0.01	1.48	3311874.0	11.56	45632.0	0.16	0.0	6.96	0.1	0	1994694	28659
SRR22373306._STARpass1	28642530.0	202.0	23471349.0	81.95	200.39	8918330.0	8763117.0	8821612.0	68860.0	8931.0	18927.0	0.24	0.02	1.23	0.01	1.48	3103848.0	10.84	45846.0	0.16	0.0	6.98	0.08	0	1998581	22906
SRR22373307	26235753.0	202.0	21953713.0	83.68	200.48	6638400.0	6615367.0	6555854.0	57565.0	6882.0	18099.0	0.26	0.02	1.42	0.01	1.55	2031662.0	7.74	51705.0	0.2	0.0	8.25	0.13	0	2164565	34108
SRR22373307._STARpass1	26235753.0	202.0	22107372.0	84.26	200.48	6572750.0	6421484.0	6496705.0	52151.0	6836.0	17058.0	0.27	0.02	1.42	0.01	1.56	1879838.0	7.17	52186.0	0.2	0.0	8.26	0.11	0	2167492	28865
SRR22373308	25868721.0	202.0	20088016.0	77.65	199.12	3681251.0	3583799.0	3502821.0	46009.0	6270.0	126151.0	0.37	0.02	1.46	0.01	1.74	2689979.0	10.4	216758.0	0.84	0.0	9.77	1.34	0	2527333	346635
SRR22373308._STARpass1	25868721.0	202.0	20192756.0	78.06	199.15	3430863.0	3252369.0	3324150.0	27192.0	3279.0	76242.0	0.37	0.02	1.46	0.01	1.75	2588135.0	10.0	148233.0	0.57	0.0	10.03	1.33	0	2595436	344161
SRR22373309	26945470.0	202.0	21805593.0	80.92	200.23	4846405.0	4821524.0	4779859.0	38772.0	4871.0	22903.0	0.22	0.02	1.37	0.01	1.53	2337604.0	8.68	65330.0	0.24	0.0	10.0	0.16	0	2693842	43101
SRR22373309._STARpass1	26945470.0	202.0	22013761.0	81.7	200.24	4740840.0	4607287.0	4681788.0	36225.0	4799.0	18028.0	0.22	0.02	1.37	0.01	1.53	2126727.0	7.89	66030.0	0.25	0.0	10.02	0.15	0	2698554	40398
SRR22373310	28326948.0	202.0	23029331.0	81.3	200.4	7551688.0	7526791.0	7414646.0	109388.0	7300.0	20354.0	0.21	0.02	1.33	0.01	1.51	2724696.0	9.62	74302.0	0.26	0.0	8.58	0.24	0	2430629	67990
SRR22373310._STARpass1	28326948.0	202.0	23302079.0	82.26	200.41	7435575.0	7268900.0	7354491.0	56480.0	7280.0	17324.0	0.22	0.02	1.32	0.01	1.51	2450036.0	8.65	75215.0	0.27	0.0	8.6	0.22	0	2437269	62349
SRR22373311	23244244.0	202.0	19316715.0	83.1	200.4	5617887.0	5594269.0	5541115.0	42477.0	5063.0	29232.0	0.24	0.02	1.3	0.01	1.5	2348948.0	10.11	55110.0	0.24	0.0	6.33	0.22	0	1472301	51170
SRR22373311._STARpass1	23244244.0	202.0	19491018.0	83.85	200.4	5432764.0	5307557.0	5371344.0	38548.0	4934.0	17938.0	0.25	0.02	1.3	0.01	1.44	2172081.0	9.34	56533.0	0.24	0.0	6.35	0.21	0	1475806	48806
SRR22373312	22350869.0	202.0	17734731.0	79.35	200.31	4897792.0	4874350.0	4838220.0	36601.0	4540.0	18431.0	0.22	0.02	1.28	0.01	1.51	2516583.0	11.26	62873.0	0.28	0.0	8.96	0.15	0	2003147	33535
SRR22373312._STARpass1	22350869.0	202.0	18047042.0	80.74	200.33	4785707.0	4674906.0	4728942.0	34446.0	4503.0	17816.0	0.22	0.02	1.28	0.01	1.51	2204659.0	9.86	63417.0	0.28	0.0	8.98	0.13	0	2006701	29050
SRR22373313	32070286.0	202.0	26886389.0	83.84	200.24	5786353.0	5747351.0	5557611.0	170277.0	6092.0	52373.0	0.3	0.03	1.21	0.01	1.52	2673868.0	8.34	75556.0	0.24	0.0	7.39	0.2	0	2370324	64149
SRR22373313._STARpass1	32070286.0	202.0	27034610.0	84.3	200.26	5536560.0	5385410.0	5456809.0	44008.0	5982.0	29761.0	0.3	0.03	1.2	0.01	1.52	2516792.0	7.85	75805.0	0.24	0.0	7.44	0.18	0	2385368	57711
SRR22373314	30589912.0	202.0	24836883.0	81.19	200.43	5251969.0	5210787.0	5156824.0	41517.0	5192.0	48436.0	0.28	0.03	1.25	0.01	1.62	3730698.0	12.2	97283.0	0.32	0.0	5.87	0.42	0	1796507	128541
SRR22373314._STARpass1	30589912.0	202.0	25182884.0	82.32	200.45	5051101.0	4906764.0	4979597.0	35290.0	4884.0	31330.0	0.27	0.03	1.25	0.01	1.61	3368894.0	11.01	97376.0	0.32	0.0	5.93	0.42	0	1812393	128365
