tumour	tumour_cancer_type	tumour_cohort	first_matching_cell_line_group_rank_at10	reciprocal_rank_at10	top_ranked_cell_line_group	top_ranked_cell_line_group_cancer_type	rank1_correct	n_ranked_biological_cell_line_groups	n_displayed_top10_biological_cell_line_groups
TCGA-BH-A0HY-01A-11R-A056-07	BRCA	BRCA	1	1	SK_BR_3	BRCA	TRUE	56	10
TCGA-BH-A0W3-01A-11R-A109-07	BRCA	BRCA	1	1	IPH_926	BRCA	TRUE	56	10
TCGA-BH-A0W4-01A-11R-A109-07	BRCA	BRCA	1	1	HCC_1937	BRCA	TRUE	56	10
TCGA-BH-A0WA-01A-11R-A109-07	BRCA	BRCA	1	1	HCC_1143	BRCA	TRUE	56	10
TCGA-BH-A18F-01A-11R-A12D-07	BRCA	BRCA	1	1	ETCC_007	BRCA	TRUE	56	10
TCGA-BH-A18G-01A-11R-A12D-07	BRCA	BRCA	1	1	HCC_1143	BRCA	TRUE	56	10
TCGA-BH-A18J-01A-11R-A12D-07	BRCA	BRCA	1	1	HCC_1937	BRCA	TRUE	56	10
TCGA-BH-A18K-01A-11R-A12D-07	BRCA	BRCA	1	1	EFM_192B	BRCA	TRUE	56	10
TCGA-BH-A18L-01A-32R-A12D-07	BRCA	BRCA	1	1	IPH_926	BRCA	TRUE	56	10
TCGA-BH-A18M-01A-11R-A12D-07	BRCA	BRCA	1	1	ETCC_007	BRCA	TRUE	56	10
TCGA-BH-A18N-01A-11R-A12D-07	BRCA	BRCA	1	1	KPL_1	BRCA	TRUE	56	10
TCGA-BH-A18P-01A-11R-A12D-07	BRCA	BRCA	1	1	MFM_223	BRCA	TRUE	56	10
TCGA-BH-A18Q-01A-12R-A12D-07	BRCA	BRCA	1	1	HCC_1599	BRCA	TRUE	56	10
TCGA-BH-A18R-01A-11R-A12D-07	BRCA	BRCA	1	1	MDA_MB_453	BRCA	TRUE	56	10
TCGA-BH-A18S-01A-11R-A12D-07	BRCA	BRCA	1	1	MDA_MB_453	BRCA	TRUE	56	10
TCGA-BH-A18T-01A-11R-A12D-07	BRCA	BRCA	1	1	COLO_824	BRCA	TRUE	56	10
TCGA-BH-A18U-01A-21R-A12D-07	BRCA	BRCA	1	1	T_47D	BRCA	TRUE	56	10
TCGA-BH-A18V-01A-11R-A12D-07	BRCA	BRCA	1	1	CAL_85_1	BRCA	TRUE	56	10
TCGA-BH-A1EN-01A-11R-A13Q-07	BRCA	BRCA	1	1	SK_BR_3	BRCA	TRUE	56	10
TCGA-BH-A1ES-01A-11R-A137-07	BRCA	BRCA	1	1	HCC_1143	BRCA	TRUE	56	10
TCGA-BH-A1ET-01A-11R-A137-07	BRCA	BRCA	1	1	MFM_223	BRCA	TRUE	56	10
TCGA-BH-A1EV-01A-11R-A137-07	BRCA	BRCA	1	1	EFM_192B	BRCA	TRUE	56	10
TCGA-BH-A1EW-01A-11R-A137-07	BRCA	BRCA	1	1	HCC_1937	BRCA	TRUE	56	10
TCGA-BH-A1EX-01A-11R-A13Q-07	BRCA	BRCA	1	1	CAL_85_1	BRCA	TRUE	56	10
TCGA-BH-A1F2-01A-31R-A13Q-07	BRCA	BRCA	1	1	CAL_85_1	BRCA	TRUE	56	10
TCGA-BH-A1F5-01A-12R-A13Q-07	BRCA	BRCA	1	1	T_47D	BRCA	TRUE	56	10
TCGA-BH-A1F6-01A-11R-A13Q-07	BRCA	BRCA	1	1	HCC_1143	BRCA	TRUE	56	10
TCGA-BH-A1F8-01A-11R-A13Q-07	BRCA	BRCA	1	1	MFM_223	BRCA	TRUE	56	10
TCGA-BH-A1FC-01A-11R-A13Q-07	BRCA	BRCA	1	1	COLO_824	BRCA	TRUE	56	10
TCGA-BH-A1FD-01A-11R-A13Q-07	BRCA	BRCA	1	1	MFM_223	BRCA	TRUE	56	10
TCGA-BH-A1FG-01A-11R-A13Q-07	BRCA	BRCA	1	1	T_47D	BRCA	TRUE	56	10
TCGA-BH-A1FH-01A-12R-A13Q-07	BRCA	BRCA	2	0.5	CCLF_PEDS_0051_T	NBL	FALSE	56	10
TCGA-BH-A1FJ-01A-11R-A13Q-07	BRCA	BRCA	1	1	MFM_223	BRCA	TRUE	56	10
TCGA-BH-A1FL-01A-11R-A13Q-07	BRCA	BRCA	1	1	MDA_MB_453	BRCA	TRUE	56	10
TCGA-BH-A1FM-01A-11R-A13Q-07	BRCA	BRCA	1	1	ETCC_006	BRCA	TRUE	56	10
TCGA-BH-A1FN-01A-11R-A13Q-07	BRCA	BRCA	1	1	ETCC_006	BRCA	TRUE	56	10
TCGA-BH-A1FR-01A-11R-A13Q-07	BRCA	BRCA	1	1	MDA_MB_453	BRCA	TRUE	56	10
TCGA-BH-A201-01A-11R-A14M-07	BRCA	BRCA	1	1	ETCC_006	BRCA	TRUE	56	10
TCGA-BH-A202-01A-11R-A14M-07	BRCA	BRCA	1	1	MFM_223	BRCA	TRUE	56	10
TCGA-BH-A203-01A-12R-A169-07	BRCA	BRCA	1	1	JIMT_1_B	BRCA	TRUE	56	10
TCGA-BH-A204-01A-11R-A157-07	BRCA	BRCA	1	1	MFM_223	BRCA	TRUE	56	10
TCGA-BH-A28O-01A-11R-A22K-07	BRCA	BRCA	1	1	HDQ_P1	BRCA	TRUE	56	10
TCGA-BH-A28Q-01A-11R-A16F-07	BRCA	BRCA	1	1	MFM_223	BRCA	TRUE	56	10
TCGA-BH-A42T-01A-11R-A24H-07	BRCA	BRCA	1	1	MCF_7	BRCA	TRUE	56	10
TCGA-BH-A42U-01A-12R-A24H-07	BRCA	BRCA	1	1	JIMT_1_B	BRCA	TRUE	56	10
TCGA-BH-A42V-01A-11R-A24H-07	BRCA	BRCA	1	1	MDA_MB_468_B	BRCA	TRUE	56	10
TCGA-BH-A5IZ-01A-11R-A27Q-07	BRCA	BRCA	1	1	COLO_824	BRCA	TRUE	56	10
TCGA-BH-A6R8-01A-21R-A33J-07	BRCA	BRCA	1	1	MCF_7	BRCA	TRUE	56	10
TCGA-BH-A8FY-01A-11R-A36F-07	BRCA	BRCA	1	1	MDA_MB_453	BRCA	TRUE	56	10
TCGA-BH-AB28-01A-31R-A41B-07	BRCA	BRCA	1	1	EFM_192A	BRCA	TRUE	56	10
TCGA-C8-A12L-01A-11R-A115-07	BRCA	BRCA	1	1	JIMT_1_B	BRCA	TRUE	56	10
TCGA-C8-A12M-01A-11R-A115-07	BRCA	BRCA	1	1	IPH_926	BRCA	TRUE	56	10
TCGA-C8-A12N-01A-11R-A115-07	BRCA	BRCA	1	1	ETCC_007	BRCA	TRUE	56	10
TCGA-C8-A12O-01A-11R-A115-07	BRCA	BRCA	1	1	CAL_85_1	BRCA	TRUE	56	10
TCGA-C8-A12P-01A-11R-A115-07	BRCA	BRCA	1	1	CAL_85_1	BRCA	TRUE	56	10
TCGA-C8-A12Q-01A-11R-A115-07	BRCA	BRCA	1	1	MDA_MB_468_B	BRCA	TRUE	56	10
TCGA-C8-A12T-01A-11R-A115-07	BRCA	BRCA	1	1	EFM_192B	BRCA	TRUE	56	10
TCGA-C8-A12U-01A-11R-A115-07	BRCA	BRCA	1	1	BT_474	BRCA	TRUE	56	10
TCGA-C8-A12W-01A-11R-A115-07	BRCA	BRCA	1	1	EFM_192B	BRCA	TRUE	56	10
TCGA-C8-A12X-01A-11R-A115-07	BRCA	BRCA	1	1	MDA_MB_453	BRCA	TRUE	56	10
TCGA-C8-A12Y-01A-11R-A12D-07	BRCA	BRCA	1	1	EFM_192A	BRCA	TRUE	56	10
TCGA-C8-A12Z-01A-11R-A115-07	BRCA	BRCA	1	1	SK_BR_3	BRCA	TRUE	56	10
TCGA-C8-A130-01A-31R-A115-07	BRCA	BRCA	1	1	EFM_192A	BRCA	TRUE	56	10
TCGA-C8-A131-01A-11R-A115-07	BRCA	BRCA	1	1	JIMT_1_B	BRCA	TRUE	56	10
TCGA-C8-A133-01A-32R-A12D-07	BRCA	BRCA	1	1	MDA_MB_453	BRCA	TRUE	56	10
TCGA-C8-A134-01A-11R-A115-07	BRCA	BRCA	1	1	COLO_824	BRCA	TRUE	56	10
TCGA-C8-A135-01A-11R-A115-07	BRCA	BRCA	1	1	HCC_1143	BRCA	TRUE	56	10
TCGA-C8-A137-01A-11R-A115-07	BRCA	BRCA	1	1	SK_BR_3	BRCA	TRUE	56	10
TCGA-C8-A1HE-01A-11R-A13Q-07	BRCA	BRCA	1	1	MFM_223	BRCA	TRUE	56	10
TCGA-C8-A1HG-01A-11R-A137-07	BRCA	BRCA	1	1	EVSA_T	BRCA	TRUE	56	10
TCGA-C8-A1HI-01A-11R-A137-07	BRCA	BRCA	1	1	EFM_192B	BRCA	TRUE	56	10
TCGA-C8-A1HJ-01A-11R-A13Q-07	BRCA	BRCA	1	1	CAL_120	BRCA	TRUE	56	10
TCGA-C8-A1HK-01A-21R-A13Q-07	BRCA	BRCA	1	1	EVSA_T	BRCA	TRUE	56	10
TCGA-C8-A1HL-01A-11R-A137-07	BRCA	BRCA	1	1	MCF_7	BRCA	TRUE	56	10
TCGA-C8-A1HM-01A-12R-A137-07	BRCA	BRCA	1	1	KPL_1	BRCA	TRUE	56	10
TCGA-C8-A1HN-01A-11R-A137-07	BRCA	BRCA	1	1	T_47D	BRCA	TRUE	56	10
TCGA-C8-A1HO-01A-11R-A13Q-07	BRCA	BRCA	1	1	BT_474	BRCA	TRUE	56	10
TCGA-C8-A26V-01A-11R-A16F-07	BRCA	BRCA	1	1	EFM_192A	BRCA	TRUE	56	10
TCGA-C8-A26W-01A-11R-A16F-07	BRCA	BRCA	1	1	EFM_19	BRCA	TRUE	56	10
TCGA-C8-A26Y-01A-11R-A16F-07	BRCA	BRCA	1	1	EVSA_T	BRCA	TRUE	56	10
TCGA-C8-A26Z-01A-11R-A16F-07	BRCA	BRCA	1	1	MCF_7	BRCA	TRUE	56	10
TCGA-C8-A273-01A-11R-A16F-07	BRCA	BRCA	1	1	MCF_7	BRCA	TRUE	56	10
TCGA-C8-A274-01A-11R-A16F-07	BRCA	BRCA	1	1	MFM_223	BRCA	TRUE	56	10
TCGA-C8-A27A-01A-11R-A169-07	BRCA	BRCA	1	1	BT_474	BRCA	TRUE	56	10
TCGA-C8-A27B-01A-11R-A169-07	BRCA	BRCA	1	1	HCC_1143	BRCA	TRUE	56	10
TCGA-C8-A3M7-01A-12R-A21T-07	BRCA	BRCA	1	1	HCC_1937	BRCA	TRUE	56	10
TCGA-C8-A3M8-01A-11R-A213-07	BRCA	BRCA	1	1	MCF_7	BRCA	TRUE	56	10
TCGA-C8-A8HP-01A-11R-A36F-07	BRCA	BRCA	1	1	EFM_192A	BRCA	TRUE	56	10
TCGA-C8-A8HQ-01A-11R-A36F-07	BRCA	BRCA	1	1	JIMT_1_B	BRCA	TRUE	56	10
TCGA-D8-A13Y-01A-11R-A115-07	BRCA	BRCA	4	0.25	CHP126	NBL	FALSE	56	10
TCGA-D8-A13Z-01A-11R-A115-07	BRCA	BRCA	1	1	CAL_85_1	BRCA	TRUE	56	10
TCGA-D8-A140-01A-11R-A115-07	BRCA	BRCA	1	1	BT_474	BRCA	TRUE	56	10
TCGA-D8-A142-01A-11R-A115-07	BRCA	BRCA	1	1	CAL_85_1	BRCA	TRUE	56	10
TCGA-D8-A143-01A-11R-A115-07	BRCA	BRCA	1	1	CAL_148	BRCA	TRUE	56	10
TCGA-D8-A145-01A-11R-A115-07	BRCA	BRCA	1	1	HCC_1937	BRCA	TRUE	56	10
TCGA-D8-A146-01A-31R-A115-07	BRCA	BRCA	1	1	ETCC_007	BRCA	TRUE	56	10
TCGA-D8-A147-01A-11R-A115-07	BRCA	BRCA	1	1	HCC_1143	BRCA	TRUE	56	10
TCGA-D8-A1J9-01A-11R-A13Q-07	BRCA	BRCA	1	1	MFM_223	BRCA	TRUE	56	10
TCGA-D8-A1JA-01A-11R-A13Q-07	BRCA	BRCA	1	1	MDA_MB_468_B	BRCA	TRUE	56	10
TCGA-D8-A1JC-01A-11R-A13Q-07	BRCA	BRCA	1	1	T_47D	BRCA	TRUE	56	10
TCGA-D8-A1JD-01A-11R-A13Q-07	BRCA	BRCA	1	1	EFM_192B	BRCA	TRUE	56	10
TCGA-D8-A1JF-01A-11R-A13Q-07	BRCA	BRCA	1	1	EVSA_T	BRCA	TRUE	56	10
TCGA-D8-A1JI-01A-11R-A13Q-07	BRCA	BRCA	1	1	BT_474	BRCA	TRUE	56	10
TCGA-D8-A1JJ-01A-31R-A14M-07	BRCA	BRCA	1	1	ETCC_007	BRCA	TRUE	56	10
TCGA-D8-A1JM-01A-11R-A13Q-07	BRCA	BRCA	1	1	COLO_824	BRCA	TRUE	56	10
TCGA-D8-A1JN-01A-11R-A13Q-07	BRCA	BRCA	1	1	MDA_MB_453	BRCA	TRUE	56	10
TCGA-D8-A1JP-01A-11R-A13Q-07	BRCA	BRCA	1	1	HCC_1143	BRCA	TRUE	56	10
TCGA-D8-A1JS-01A-11R-A13Q-07	BRCA	BRCA	1	1	MDA_MB_453	BRCA	TRUE	56	10
TCGA-D8-A1JT-01A-31R-A13Q-07	BRCA	BRCA	1	1	MFM_223	BRCA	TRUE	56	10
TCGA-D8-A1X5-01A-11R-A14D-07	BRCA	BRCA	1	1	EFM_192B	BRCA	TRUE	56	10
TCGA-D8-A1X6-01A-11R-A14M-07	BRCA	BRCA	1	1	MCF_7	BRCA	TRUE	56	10
TCGA-D8-A1X7-01A-11R-A14M-07	BRCA	BRCA	1	1	MFM_223	BRCA	TRUE	56	10
TCGA-D8-A1X8-01A-11R-A14M-07	BRCA	BRCA	1	1	HCC_1937	BRCA	TRUE	56	10
TCGA-D8-A1X9-01A-12R-A157-07	BRCA	BRCA	1	1	KPL_1	BRCA	TRUE	56	10
TCGA-D8-A1XA-01A-11R-A14D-07	BRCA	BRCA	1	1	T_47D	BRCA	TRUE	56	10
TCGA-D8-A1XB-01A-11R-A14D-07	BRCA	BRCA	1	1	ETCC_006	BRCA	TRUE	56	10
TCGA-D8-A1XC-01A-11R-A14D-07	BRCA	BRCA	1	1	MDA_MB_453	BRCA	TRUE	56	10
TCGA-D8-A1XD-01A-11R-A14D-07	BRCA	BRCA	1	1	BT_474	BRCA	TRUE	56	10
TCGA-D8-A1XF-01A-11R-A14D-07	BRCA	BRCA	1	1	MDA_MB_453	BRCA	TRUE	56	10
TCGA-D8-A1XG-01A-11R-A14D-07	BRCA	BRCA	1	1	KPL_1	BRCA	TRUE	56	10
TCGA-D8-A1XJ-01A-11R-A14M-07	BRCA	BRCA	1	1	CAL_148	BRCA	TRUE	56	10
TCGA-D8-A1XK-01A-21R-A14M-07	BRCA	BRCA	1	1	HDQ_P1	BRCA	TRUE	56	10
TCGA-D8-A1XL-01A-11R-A14M-07	BRCA	BRCA	1	1	EFM_19	BRCA	TRUE	56	10
TCGA-D8-A1XO-01A-11R-A14M-07	BRCA	BRCA	1	1	ETCC_007	BRCA	TRUE	56	10
TCGA-D8-A1XQ-01A-11R-A14M-07	BRCA	BRCA	1	1	CAL_85_1	BRCA	TRUE	56	10
TCGA-D8-A1XR-01A-11R-A14M-07	BRCA	BRCA	1	1	KPL_1	BRCA	TRUE	56	10
TCGA-D8-A1XT-01A-11R-A14M-07	BRCA	BRCA	2	0.5	CCLF_PEDS_0051_T	NBL	FALSE	56	10
TCGA-D8-A1XU-01A-11R-A14M-07	BRCA	BRCA	1	1	MFM_223	BRCA	TRUE	56	10
TCGA-D8-A1XV-01A-11R-A14M-07	BRCA	BRCA	1	1	MFM_223	BRCA	TRUE	56	10
TCGA-D8-A1XY-01A-11R-A14M-07	BRCA	BRCA	1	1	EFM_192B	BRCA	TRUE	56	10
TCGA-D8-A1XZ-01A-11R-A14M-07	BRCA	BRCA	1	1	EFM_192B	BRCA	TRUE	56	10
TCGA-D8-A1Y1-01A-21R-A14M-07	BRCA	BRCA	1	1	EFM_192B	BRCA	TRUE	56	10
TCGA-D8-A1Y3-01A-11R-A157-07	BRCA	BRCA	1	1	MDA_MB_453	BRCA	TRUE	56	10
TCGA-D8-A27E-01A-11R-A16F-07	BRCA	BRCA	1	1	MFM_223	BRCA	TRUE	56	10
TCGA-D8-A27F-01A-11R-A16F-07	BRCA	BRCA	1	1	CAL_85_1	BRCA	TRUE	56	10
TCGA-D8-A27G-01A-11R-A16F-07	BRCA	BRCA	1	1	ETCC_007	BRCA	TRUE	56	10
TCGA-D8-A27H-01A-11R-A16F-07	BRCA	BRCA	1	1	HCC_1143	BRCA	TRUE	56	10
TCGA-D8-A27K-01A-11R-A16F-07	BRCA	BRCA	1	1	MFM_223	BRCA	TRUE	56	10
TCGA-D8-A27L-01A-11R-A16F-07	BRCA	BRCA	1	1	ETCC_007	BRCA	TRUE	56	10
TCGA-D8-A27P-01A-11R-A16F-07	BRCA	BRCA	1	1	MFM_223	BRCA	TRUE	56	10
TCGA-D8-A27R-01A-11R-A16F-07	BRCA	BRCA	1	1	EFM_19	BRCA	TRUE	56	10
TCGA-D8-A27V-01A-12R-A17B-07	BRCA	BRCA	1	1	HCC_1937	BRCA	TRUE	56	10
TCGA-D8-A27W-01A-11R-A16F-07	BRCA	BRCA	1	1	MCF_7	BRCA	TRUE	56	10
TCGA-D8-A3Z5-01A-41R-A24H-07	BRCA	BRCA	1	1	EFM_192C	BRCA	TRUE	56	10
TCGA-D8-A3Z6-01A-11R-A239-07	BRCA	BRCA	1	1	SK_BR_3	BRCA	TRUE	56	10
TCGA-D8-A4Z1-01A-21R-A266-07	BRCA	BRCA	1	1	HCC_1937	BRCA	TRUE	56	10
TCGA-D8-A73W-01A-22R-A352-07	BRCA	BRCA	1	1	HCC_1937	BRCA	TRUE	56	10
TCGA-D8-A73X-01A-11R-A32P-07	BRCA	BRCA	1	1	T_47D	BRCA	TRUE	56	10
TCGA-E2-A105-01A-11R-A10J-07	BRCA	BRCA	1	1	EFM_19	BRCA	TRUE	56	10
TCGA-E2-A106-01A-11R-A10J-07	BRCA	BRCA	1	1	MCF_7	BRCA	TRUE	56	10
TCGA-E2-A107-01A-11R-A10J-07	BRCA	BRCA	1	1	EFM_192C	BRCA	TRUE	56	10
TCGA-E2-A109-01A-11R-A10J-07	BRCA	BRCA	1	1	EFM_192C	BRCA	TRUE	56	10
TCGA-E2-A10A-01A-21R-A115-07	BRCA	BRCA	1	1	KPL_1	BRCA	TRUE	56	10
TCGA-E2-A10B-01A-11R-A10J-07	BRCA	BRCA	1	1	CAL_148	BRCA	TRUE	56	10
TCGA-E2-A10C-01A-21R-A10J-07	BRCA	BRCA	1	1	EFM_192A	BRCA	TRUE	56	10
TCGA-E2-A10E-01A-21R-A10J-07	BRCA	BRCA	1	1	MFM_223	BRCA	TRUE	56	10
TCGA-E2-A14N-01A-31R-A137-07	BRCA	BRCA	1	1	COLO_824	BRCA	TRUE	56	10
TCGA-E2-A14O-01A-31R-A115-07	BRCA	BRCA	1	1	EFM_192C	BRCA	TRUE	56	10
TCGA-E2-A14P-01A-31R-A12D-07	BRCA	BRCA	1	1	EVSA_T	BRCA	TRUE	56	10
TCGA-E2-A14Q-01A-11R-A12D-07	BRCA	BRCA	1	1	EFM_192A	BRCA	TRUE	56	10
TCGA-E2-A14R-01A-11R-A115-07	BRCA	BRCA	1	1	HDQ_P1	BRCA	TRUE	56	10
TCGA-E2-A14S-01A-11R-A12D-07	BRCA	BRCA	1	1	BT_474	BRCA	TRUE	56	10
TCGA-E2-A14T-01A-11R-A115-07	BRCA	BRCA	1	1	MCF_7	BRCA	TRUE	56	10
TCGA-E2-A14U-01A-11R-A22K-07	BRCA	BRCA	1	1	MDA_MB_453	BRCA	TRUE	56	10
TCGA-E2-A14V-01A-11R-A12D-07	BRCA	BRCA	1	1	EFM_192B	BRCA	TRUE	56	10
TCGA-E2-A14X-01A-11R-A115-07	BRCA	BRCA	1	1	COLO_824	BRCA	TRUE	56	10
TCGA-E2-A14Y-01A-21R-A12D-07	BRCA	BRCA	1	1	CAL_85_1	BRCA	TRUE	56	10
TCGA-E2-A150-01A-11R-A12D-07	BRCA	BRCA	1	1	HCC_1143	BRCA	TRUE	56	10
TCGA-E2-A152-01A-11R-A12D-07	BRCA	BRCA	1	1	EFM_192B	BRCA	TRUE	56	10
TCGA-E2-A154-01A-11R-A115-07	BRCA	BRCA	1	1	T_47D	BRCA	TRUE	56	10
TCGA-E2-A155-01A-11R-A12D-07	BRCA	BRCA	1	1	BT_474	BRCA	TRUE	56	10
TCGA-E2-A156-01A-11R-A12D-07	BRCA	BRCA	1	1	T_47D	BRCA	TRUE	56	10
TCGA-E2-A158-01A-11R-A12D-07	BRCA	BRCA	1	1	COLO_824	BRCA	TRUE	56	10
TCGA-E2-A15A-01A-11R-A12D-07	BRCA	BRCA	1	1	T_47D	BRCA	TRUE	56	10
TCGA-E2-A15C-01A-31R-A12D-07	BRCA	BRCA	1	1	T_47D	BRCA	TRUE	56	10
TCGA-E2-A15D-01A-11R-A115-07	BRCA	BRCA	1	1	MCF_7	BRCA	TRUE	56	10
TCGA-E2-A15E-01A-11R-A12D-07	BRCA	BRCA	1	1	EFM_192B	BRCA	TRUE	56	10
TCGA-E2-A15F-01A-11R-A115-07	BRCA	BRCA	1	1	MCF_7	BRCA	TRUE	56	10
TCGA-E2-A15G-01A-11R-A12D-07	BRCA	BRCA	1	1	MDA_MB_453	BRCA	TRUE	56	10
TCGA-E2-A15H-01A-11R-A12D-07	BRCA	BRCA	1	1	EFM_192B	BRCA	TRUE	56	10
TCGA-E2-A15I-01A-21R-A137-07	BRCA	BRCA	1	1	MFM_223	BRCA	TRUE	56	10
TCGA-E2-A15J-01A-11R-A12P-07	BRCA	BRCA	1	1	KPL_1	BRCA	TRUE	56	10
TCGA-E2-A15K-01A-11R-A12P-07	BRCA	BRCA	1	1	MDA_MB_453	BRCA	TRUE	56	10
TCGA-E2-A15L-01A-11R-A12D-07	BRCA	BRCA	1	1	MFM_223	BRCA	TRUE	56	10
TCGA-E2-A15O-01A-11R-A115-07	BRCA	BRCA	1	1	MCF_7	BRCA	TRUE	56	10
TCGA-E2-A15P-01A-11R-A115-07	BRCA	BRCA	1	1	HCC_1937	BRCA	TRUE	56	10
TCGA-E2-A15R-01A-11R-A115-07	BRCA	BRCA	1	1	BT_474	BRCA	TRUE	56	10
TCGA-E2-A15S-01A-11R-A115-07	BRCA	BRCA	1	1	BT_474	BRCA	TRUE	56	10
TCGA-E2-A15T-01A-11R-A115-07	BRCA	BRCA	1	1	EFM_19	BRCA	TRUE	56	10
TCGA-E2-A1B0-01A-11R-A12P-07	BRCA	BRCA	1	1	CAL_85_1	BRCA	TRUE	56	10
TCGA-E2-A1B4-01A-11R-A12P-07	BRCA	BRCA	1	1	MDA_MB_453	BRCA	TRUE	56	10
TCGA-E2-A1BC-01A-11R-A12P-07	BRCA	BRCA	1	1	ETCC_007	BRCA	TRUE	56	10
TCGA-E2-A1BD-01A-11R-A12P-07	BRCA	BRCA	1	1	MFM_223	BRCA	TRUE	56	10
TCGA-E2-A1IE-01A-11R-A13Q-07	BRCA	BRCA	1	1	BT_474	BRCA	TRUE	56	10
TCGA-E2-A1IF-01A-11R-A144-07	BRCA	BRCA	1	1	HDQ_P1	BRCA	TRUE	56	10
TCGA-E2-A1IG-01A-11R-A144-07	BRCA	BRCA	1	1	HDQ_P1	BRCA	TRUE	56	10
TCGA-E2-A1IK-01A-11R-A144-07	BRCA	BRCA	1	1	MDA_MB_453	BRCA	TRUE	56	10
TCGA-E2-A1IL-01A-11R-A14D-07	BRCA	BRCA	1	1	MFM_223	BRCA	TRUE	56	10
TCGA-E2-A1IN-01A-11R-A13Q-07	BRCA	BRCA	1	1	ETCC_006	BRCA	TRUE	56	10
TCGA-E2-A1IU-01A-11R-A14D-07	BRCA	BRCA	1	1	MFM_223	BRCA	TRUE	56	10
TCGA-E2-A1L6-01A-11R-A13Q-07	BRCA	BRCA	1	1	HCC_1937	BRCA	TRUE	56	10
TCGA-E2-A1L7-01A-11R-A144-07	BRCA	BRCA	1	1	COLO_824	BRCA	TRUE	56	10
TCGA-E2-A1L8-01A-11R-A13Q-07	BRCA	BRCA	1	1	ETCC_007	BRCA	TRUE	56	10
TCGA-E2-A1LB-01A-11R-A144-07	BRCA	BRCA	1	1	EVSA_T	BRCA	TRUE	56	10
TCGA-E2-A1LG-01A-21R-A14M-07	BRCA	BRCA	1	1	HCC_1937	BRCA	TRUE	56	10
TCGA-E2-A1LI-01A-12R-A157-07	BRCA	BRCA	1	1	COLO_824	BRCA	TRUE	56	10
TCGA-E2-A1LK-01A-21R-A14D-07	BRCA	BRCA	1	1	HCC_1143	BRCA	TRUE	56	10
TCGA-E2-A1LL-01A-11R-A144-07	BRCA	BRCA	1	1	ETCC_006	BRCA	TRUE	56	10
TCGA-E2-A1LS-01A-12R-A157-07	BRCA	BRCA	1	1	COLO_824	BRCA	TRUE	56	10
TCGA-E2-A2P5-01A-11R-A19W-07	BRCA	BRCA	1	1	EFM_192C	BRCA	TRUE	56	10
TCGA-E2-A2P6-01A-11R-A19W-07	BRCA	BRCA	1	1	MDA_MB_453	BRCA	TRUE	56	10
TCGA-E2-A56Z-01A-12R-A29R-07	BRCA	BRCA	1	1	EFM_192A	BRCA	TRUE	56	10
TCGA-E2-A570-01A-11R-A29R-07	BRCA	BRCA	1	1	EFM_192B	BRCA	TRUE	56	10
TCGA-E2-A572-01A-13R-A31O-07	BRCA	BRCA	1	1	MDA_MB_453	BRCA	TRUE	56	10
TCGA-E2-A573-01A-11R-A29R-07	BRCA	BRCA	1	1	HCC_1143	BRCA	TRUE	56	10
TCGA-E2-A574-01A-11R-A29R-07	BRCA	BRCA	1	1	HCC_1143	BRCA	TRUE	56	10
TCGA-E2-A576-01A-11R-A31O-07	BRCA	BRCA	1	1	MDA_MB_453	BRCA	TRUE	56	10
TCGA-E2-A9RU-01A-11R-A41B-07	BRCA	BRCA	1	1	EFM_192B	BRCA	TRUE	56	10
TCGA-E9-A1N3-01A-12R-A157-07	BRCA	BRCA	1	1	MDA_MB_453	BRCA	TRUE	56	10
TCGA-E9-A1N6-01A-11R-A144-07	BRCA	BRCA	1	1	CAL_85_1	BRCA	TRUE	56	10
TCGA-E9-A1N8-01A-11R-A144-07	BRCA	BRCA	1	1	COLO_824	BRCA	TRUE	56	10
TCGA-E9-A1N9-01A-11R-A14D-07	BRCA	BRCA	1	1	HCC_1599	BRCA	TRUE	56	10
TCGA-E9-A1NA-01A-11R-A144-07	BRCA	BRCA	1	1	JIMT_1_B	BRCA	TRUE	56	10
TCGA-E9-A1NH-01A-11R-A14D-07	BRCA	BRCA	1	1	ETCC_007	BRCA	TRUE	56	10
TCGA-E9-A1NI-01A-11R-A14D-07	BRCA	BRCA	1	1	EFM_192B	BRCA	TRUE	56	10
TCGA-E9-A1R0-01A-22R-A16F-07	BRCA	BRCA	1	1	T_47D	BRCA	TRUE	56	10
TCGA-E9-A1R2-01A-11R-A14D-07	BRCA	BRCA	1	1	MCF_7	BRCA	TRUE	56	10
TCGA-E9-A1R3-01A-31R-A14M-07	BRCA	BRCA	1	1	ETCC_007	BRCA	TRUE	56	10
TCGA-E9-A1R5-01A-11R-A14M-07	BRCA	BRCA	1	1	EFM_192B	BRCA	TRUE	56	10
TCGA-E9-A1R6-01A-11R-A14D-07	BRCA	BRCA	1	1	MCF_7	BRCA	TRUE	56	10
TCGA-E9-A1R7-01A-11R-A14M-07	BRCA	BRCA	1	1	T_47D	BRCA	TRUE	56	10
TCGA-E9-A1RA-01A-11R-A14D-07	BRCA	BRCA	1	1	CAL_148	BRCA	TRUE	56	10
TCGA-E9-A1RB-01A-11R-A157-07	BRCA	BRCA	1	1	MFM_223	BRCA	TRUE	56	10
TCGA-E9-A1RC-01A-11R-A157-07	BRCA	BRCA	1	1	T_47D	BRCA	TRUE	56	10
