direction	cell_line	n_pairs	max_p	median_p	frac_ge_thr	frac_eq_1	composite_score
kTotal_corr	HDQ_P1	45	1	1	0.8666666666666667	0.8666666666666667	0.6269343381137761
Spearman_euc	HDQ_P1	39	1	1	0.7435897435897436	0.6923076923076923	0.3802086961785194
Spearman_corr	HDQ_P1	54	1	0.5	0.2222222222222222	0.2222222222222222	-1.02669732658549
kTotal_euc	HDQ_P1	79	0.75	0.25	0.4177215189873418	0	-1.7136665490111327
Variance_corr	HS_578T	31	1	1	0.9354838709677419	0.9354838709677419	0.7415795959415135
MAD_corr	HS_578T	31	1	1	0.9354838709677419	0.9354838709677419	0.7415795959415135
MeanAbsDev_corr	HS_578T	31	1	1	0.9354838709677419	0.9354838709677419	0.7415795959415135
Entropy_corr	HS_578T	31	1	1	0.9354838709677419	0.9354838709677419	0.7415795959415135
PCA_corr	HS_578T	31	1	1	0.9354838709677419	0.9354838709677419	0.7415795959415135
kTotal_corr	HS_578T	45	1	1	0.8666666666666667	0.8666666666666667	0.6269343381137761
kTotal_euc	HS_578T	46	1	1	0.8695652173913043	0.8478260869565217	0.6140914802017343
Spearman_euc	HS_578T	37	1	1	0.8108108108108109	0.8108108108108109	0.5338818948937966
HVG_euc	HS_578T	67	1	0.75	0.5074626865671642	0.014925373134328358	-0.661872775957598
MX_corr	HS_578T	70	1	0.5	0.02857142857142857	0.02857142857142857	-1.3493077172882455
Spearman_corr	HS_578T	65	1	0.5	0.015384615384615385	0.015384615384615385	-1.3712761423802362
HVG_corr	HS_578T	66	1	0.5	0.015151515151515152	0.015151515151515152	-1.371664473126812
MAD_euc	HS_578T	67	1	0.5	0.014925373134328358	0.014925373134328358	-1.372041211910803
Entropy_euc	HS_578T	67	1	0.5	0.014925373134328358	0.014925373134328358	-1.372041211910803
Variance_euc	HS_578T	68	1	0.5	0.014705882352941176	0.014705882352941176	-1.372406870142324
MeanAbsDev_euc	HS_578T	68	1	0.5	0.014705882352941176	0.014705882352941176	-1.372406870142324
PCA_euc	HS_578T	68	1	0.5	0.014705882352941176	0.014705882352941176	-1.372406870142324
MX_euc	HS_578T	68	1	0.5	0.014705882352941176	0.014705882352941176	-1.372406870142324
kTotal_euc	IPH_926	30	1	1	1	1	0.8490595251550175
PCA_euc	IPH_926	33	1	1	0.9090909090909091	0.9090909090909091	0.6976105339905346
MX_euc	IPH_926	34	1	1	0.8823529411764706	0.8823529411764706	0.6530667130598043
PCA_corr	IPH_926	35	1	1	0.8571428571428571	0.8571428571428571	0.6110682533251158
Spearman_corr	IPH_926	39	1	1	0.8461538461538461	0.8461538461538461	0.5927612324151235
MX_corr	IPH_926	33	1	1	0.8181818181818182	0.8181818181818182	0.5461615428260519
kTotal_corr	IPH_926	33	1	1	0.8181818181818182	0.8181818181818182	0.5461615428260519
Entropy_euc	IPH_926	34	1	1	0.8823529411764706	0.7058823529411765	0.5096143628841882
Spearman_euc	IPH_926	40	1	1	0.8	0.775	0.49554932831827636
HVG_corr	IPH_926	36	1	1	0.7222222222222222	0.7222222222222222	0.3862987188190978
MAD_corr	IPH_926	35	1	1	0.7142857142857143	0.7142857142857143	0.3730769814952144
MAD_euc	IPH_926	36	1	1	0.75	0.6666666666666666	0.3648334118697598
MeanAbsDev_euc	IPH_926	39	1	1	0.7435897435897436	0.5897435897435898	0.2968346806918364
Variance_euc	IPH_926	38	1	1	0.6842105263157895	0.5789473684210527	0.23740548732100789
HVG_euc	IPH_926	41	1	1	0.7317073170731707	0.5121951219512195	0.22365957906089917
Entropy_corr	IPH_926	39	1	1	0.5384615384615384	0.5384615384615384	0.08016464693533551
MeanAbsDev_corr	IPH_926	42	1	0.75	0.5	0.5	-0.27392322324960416
Variance_corr	IPH_926	44	1	0.5	0.45454545454545453	0.45454545454545453	-0.6396610158318117
MX_corr	JIMT_1	30	1	1	1	1	0.8490595251550175
HVG_corr	JIMT_1	30	1	1	1	1	0.8490595251550175
Variance_corr	JIMT_1	31	1	1	0.9354838709677419	0.9354838709677419	0.7415795959415135
MAD_euc	JIMT_1	31	1	1	0.9354838709677419	0.9354838709677419	0.7415795959415135
MAD_corr	JIMT_1	31	1	1	0.9354838709677419	0.9354838709677419	0.7415795959415135
Entropy_corr	JIMT_1	31	1	1	0.9354838709677419	0.9354838709677419	0.7415795959415135
MX_euc	JIMT_1	31	1	1	0.9354838709677419	0.9354838709677419	0.7415795959415135
MeanAbsDev_corr	JIMT_1	32	1	1	0.875	0.875	0.6408171623038537
Entropy_euc	JIMT_1	32	1	1	0.875	0.875	0.6408171623038537
kTotal_corr	JIMT_1	47	1	1	0.7872340425531915	0.7872340425531915	0.4946044394509088
PCA_corr	JIMT_1	34	1	1	0.7647058823529411	0.7647058823529411	0.4570739009645913
Spearman_euc	JIMT_1	54	1	0.5	0.2962962962962963	0.24074074074074073	-0.948455369951198
Spearman_corr	JIMT_1	62	1	0.5	0.06451612903225806	0.06451612903225806	-1.2894260424407218
kTotal_euc	JIMT_1	58	1	0.5	0.034482758620689655	0.034482758620689655	-1.3394598025918356
Variance_euc	JIMT_1	61	0.5	0.5	0	0	-2.1630687427444872
MeanAbsDev_euc	JIMT_1	60	0.5	0.5	0	0	-2.1630687427444872
PCA_euc	JIMT_1	61	0.5	0.5	0	0	-2.1630687427444872
HVG_euc	JIMT_1	61	0.5	0.5	0	0	-2.1630687427444872
MX_corr	KPL_1	31	1	1	0.9354838709677419	0.9354838709677419	0.7415795959415135
PCA_euc	KPL_1	33	1	1	0.9090909090909091	0.9090909090909091	0.6976105339905346
Entropy_euc	KPL_1	32	1	1	0.9375	0.875	0.694132303042238
kTotal_euc	KPL_1	32	1	1	0.90625	0.875	0.6674747326730458
MX_euc	KPL_1	34	1	1	0.8823529411764706	0.8235294117647058	0.6052492630012656
Spearman_corr	KPL_1	39	1	1	0.8461538461538461	0.8461538461538461	0.5927612324151235
HVG_corr	KPL_1	34	1	1	0.8235294117647058	0.8235294117647058	0.5550703070121978
MAD_euc	KPL_1	34	1	1	0.8235294117647058	0.7647058823529411	0.5072528569536591
Spearman_euc	KPL_1	40	1	1	0.8	0.775	0.49554932831827636
MeanAbsDev_euc	KPL_1	36	1	1	0.8333333333333334	0.6666666666666666	0.4359202661876058
Variance_euc	KPL_1	38	1	1	0.7368421052631579	0.5526315789473685	0.2609104308113538
PCA_corr	KPL_1	40	1	1	0.625	0.625	0.2243324366015259
kTotal_corr	KPL_1	40	1	0.75	0.5	0.5	-0.27392322324960416
HVG_euc	KPL_1	48	1	0.75	0.625	0.3125	-0.3197110638344275
MeanAbsDev_corr	KPL_1	43	1	0.5	0.46511627906976744	0.46511627906976744	-0.622050668021988
MAD_corr	KPL_1	41	1	0.5	0.4634146341463415	0.4634146341463415	-0.6248855044986914
Entropy_corr	KPL_1	43	1	0.5	0.3953488372093023	0.3953488372093023	-0.7382789635668238
Variance_corr	KPL_1	48	1	0.5	0.3333333333333333	0.3333333333333333	-0.8415930040511221
MX_corr	MCF_7	30	1	1	1	1	0.8490595251550175
PCA_euc	MCF_7	33	1	1	0.9090909090909091	0.9090909090909091	0.6976105339905346
Spearman_corr	MCF_7	39	1	1	0.8461538461538461	0.8461538461538461	0.5927612324151235
HVG_corr	MCF_7	34	1	1	0.8235294117647058	0.8235294117647058	0.5550703070121978
MeanAbsDev_euc	MCF_7	34	1	1	0.8823529411764706	0.7352941176470589	0.5335230879134575
Spearman_euc	MCF_7	40	1	1	0.8	0.775	0.49554932831827636
Entropy_euc	MCF_7	35	1	1	0.8	0.7428571428571429	0.469420507393432
MX_euc	MCF_7	36	1	1	0.8333333333333334	0.6944444444444444	0.4585007287152491
kTotal_euc	MCF_7	35	1	1	0.7428571428571429	0.7142857142857143	0.39744961726133304
MAD_euc	MCF_7	36	1	1	0.75	0.6944444444444444	0.3874138743974031
PCA_corr	MCF_7	38	1	1	0.7105263157894737	0.7105263157894737	0.36681405328916433
kTotal_corr	MCF_7	38	1	1	0.5789473684210527	0.5789473684210527	0.14761156607741296
MeanAbsDev_corr	MCF_7	40	1	1	0.575	0.575	0.14103549146106029
MAD_corr	MCF_7	39	1	1	0.5384615384615384	0.5384615384615384	0.08016464693533551
Variance_euc	MCF_7	42	1	0.75	0.6666666666666666	0.42857142857142855	-0.18981356111356645
HVG_euc	MCF_7	48	1	0.75	0.625	0.3125	-0.3197110638344275
Entropy_corr	MCF_7	41	1	0.5	0.4634146341463415	0.4634146341463415	-0.6248855044986914
Variance_corr	MCF_7	46	1	0.5	0.391304347826087	0.391304347826087	-0.7450168357723215
Variance_corr	MDA_MB_231	31	1	1	0.9354838709677419	0.9354838709677419	0.7415795959415135
MAD_euc	MDA_MB_231	31	1	1	0.9354838709677419	0.9354838709677419	0.7415795959415135
MAD_corr	MDA_MB_231	31	1	1	0.9354838709677419	0.9354838709677419	0.7415795959415135
Entropy_euc	MDA_MB_231	31	1	1	0.9354838709677419	0.9354838709677419	0.7415795959415135
Entropy_corr	MDA_MB_231	31	1	1	0.9354838709677419	0.9354838709677419	0.7415795959415135
MeanAbsDev_corr	MDA_MB_231	32	1	1	0.875	0.875	0.6408171623038537
PCA_corr	MDA_MB_231	32	1	1	0.875	0.875	0.6408171623038537
MX_euc	MDA_MB_231	32	1	1	0.875	0.875	0.6408171623038537
kTotal_corr	MDA_MB_231	45	1	1	0.8666666666666667	0.8666666666666667	0.6269343381137761
Spearman_euc	MDA_MB_231	50	1	0.5	0.42	0.34	-0.7622433645539279
Spearman_corr	MDA_MB_231	61	1	0.5	0.08196721311475409	0.08196721311475409	-1.2603536025714952
MX_corr	MDA_MB_231	71	1	0.5	0.014084507042253521	0.014084507042253521	-1.3734420434456438
kTotal_euc	MDA_MB_231	80	0.75	0.25	0.275	0	-1.835414034950431
Variance_euc	MDA_MB_231	60	0.5	0.5	0	0	-2.1630687427444872
MeanAbsDev_euc	MDA_MB_231	60	0.5	0.5	0	0	-2.1630687427444872
PCA_euc	MDA_MB_231	61	0.5	0.5	0	0	-2.1630687427444872
HVG_corr	MDA_MB_231	67	0.5	0.5	0	0	-2.1630687427444872
HVG_euc	MDA_MB_231	94	0.5	0.25	0	0	-2.4530820397444533
kTotal_euc	MDA_MB_453	30	1	1	1	1	0.8490595251550175
PCA_euc	MDA_MB_453	33	1	1	0.9090909090909091	0.9090909090909091	0.6976105339905346
PCA_corr	MDA_MB_453	35	1	1	0.8571428571428571	0.8571428571428571	0.6110682533251158
MX_euc	MDA_MB_453	34	1	1	0.8823529411764706	0.8235294117647058	0.6052492630012656
Entropy_euc	MDA_MB_453	33	1	1	0.8787878787878788	0.8181818181818182	0.5978610732390308
Spearman_corr	MDA_MB_453	39	1	1	0.8461538461538461	0.8461538461538461	0.5927612324151235
MAD_euc	MDA_MB_453	34	1	1	0.8235294117647058	0.7647058823529411	0.5072528569536591
Spearman_euc	MDA_MB_453	40	1	1	0.8	0.775	0.49554932831827636
MX_corr	MDA_MB_453	34	1	1	0.7647058823529411	0.7647058823529411	0.4570739009645913
MeanAbsDev_euc	MDA_MB_453	36	1	1	0.7777777777777778	0.6388888888888888	0.36594856744806514
Variance_euc	MDA_MB_453	37	1	1	0.7297297297297297	0.6216216216216216	0.31092504861248377
HVG_corr	MDA_MB_453	37	1	1	0.6756756756756757	0.6756756756756757	0.30875501613578155
HVG_euc	MDA_MB_453	39	1	1	0.7692307692307693	0.5384615384615384	0.27702055120013985
kTotal_corr	MDA_MB_453	37	1	1	0.6216216216216216	0.6216216216216216	0.2187042646325755
MAD_corr	MDA_MB_453	38	1	1	0.5789473684210527	0.5789473684210527	0.14761156607741296
MeanAbsDev_corr	MDA_MB_453	44	1	0.5	0.4318181818181818	0.4318181818181818	-0.6775232636229324
Entropy_corr	MDA_MB_453	44	1	0.5	0.36363636363636365	0.36363636363636365	-0.7911100069962944
Variance_corr	MDA_MB_453	47	1	0.5	0.3617021276595745	0.3617021276595745	-0.7943323259572408
Variance_corr	MDA_MB_468	30	1	1	1	1	0.8490595251550175
MAD_corr	MDA_MB_468	30	1	1	1	1	0.8490595251550175
Entropy_corr	MDA_MB_468	30	1	1	1	1	0.8490595251550175
MX_corr	MDA_MB_468	30	1	1	1	1	0.8490595251550175
HVG_corr	MDA_MB_468	30	1	1	1	1	0.8490595251550175
MeanAbsDev_corr	MDA_MB_468	31	1	1	0.9354838709677419	0.9354838709677419	0.7415795959415135
PCA_euc	MDA_MB_468	32	1	1	0.875	0.875	0.6408171623038537
PCA_corr	MDA_MB_468	32	1	1	0.875	0.875	0.6408171623038537
MX_euc	MDA_MB_468	33	1	1	0.8181818181818182	0.8181818181818182	0.5461615428260519
Variance_euc	MDA_MB_468	34	1	1	0.7647058823529411	0.7647058823529411	0.4570739009645913
MeanAbsDev_euc	MDA_MB_468	34	1	1	0.7647058823529411	0.7647058823529411	0.4570739009645913
HVG_euc	MDA_MB_468	35	1	1	0.7428571428571429	0.7142857142857143	0.39744961726133304
MAD_euc	MDA_MB_468	35	1	1	0.7142857142857143	0.7142857142857143	0.3730769814952144
kTotal_corr	MDA_MB_468	50	1	1	0.68	0.68	0.3159590762560381
Entropy_euc	MDA_MB_468	37	1	1	0.6216216216216216	0.6216216216216216	0.2187042646325755
Spearman_corr	MDA_MB_468	60	1	0.5	0.1	0.1	-1.2303120813732946
kTotal_euc	MDA_MB_468	56	1	0.5	0.07142857142857142	0.07142857142857142	-1.277910335739275
Spearman_euc	MDA_MB_468	60	1	0.5	0.03333333333333333	0.03333333333333333	-1.3413746748939153
PCA_euc	MFM_223	33	1	1	0.9090909090909091	0.9090909090909091	0.6976105339905346
Spearman_corr	MFM_223	39	1	1	0.8461538461538461	0.8461538461538461	0.5927612324151235
MX_corr	MFM_223	33	1	1	0.8181818181818182	0.8181818181818182	0.5461615428260519
PCA_corr	MFM_223	36	1	1	0.8055555555555556	0.8055555555555556	0.5251269607198737
Spearman_euc	MFM_223	40	1	1	0.8	0.775	0.49554932831827636
kTotal_euc	MFM_223	35	1	1	0.7428571428571429	0.7142857142857143	0.39744961726133304
Entropy_euc	MFM_223	37	1	1	0.8108108108108109	0.5945945945945946	0.35812045684078925
HVG_corr	MFM_223	38	1	1	0.631578947368421	0.631578947368421	0.23529256096211343
MeanAbsDev_euc	MFM_223	41	1	0.75	0.7073170731707317	0.4634146341463415	-0.12681312169039557
MX_euc	MFM_223	42	1	0.75	0.7142857142857143	0.4523809523809524	-0.12983781933681726
MAD_euc	MFM_223	41	1	0.75	0.6097560975609756	0.4634146341463415	-0.21003675601372743
kTotal_corr	MFM_223	40	1	0.75	0.5	0.5	-0.27392322324960416
HVG_euc	MFM_223	50	1	0.75	0.6	0.3	-0.3511983282672208
Variance_euc	MFM_223	44	1	0.75	0.5454545454545454	0.3409090909090909	-0.36447304264364533
MAD_corr	MFM_223	42	1	0.5	0.42857142857142855	0.42857142857142855	-0.6829321561645211
Entropy_corr	MFM_223	46	1	0.5	0.30434782608695654	0.30434782608695654	-0.8898810881905224
MeanAbsDev_corr	MFM_223	50	1	0.5	0.26	0.26	-0.9637618569238049
Variance_corr	MFM_223	53	1	0.5	0.20754716981132076	0.20754716981132076	-1.0511450672975762
kTotal_euc	SK_BR_3	30	1	1	1	1	0.8490595251550175
Spearman_corr	SK_BR_3	39	1	1	0.8461538461538461	0.8461538461538461	0.5927612324151235
MX_corr	SK_BR_3	33	1	1	0.8181818181818182	0.8181818181818182	0.5461615428260519
MX_euc	SK_BR_3	35	1	1	0.8571428571428571	0.7428571428571429	0.5181657789256692
PCA_euc	SK_BR_3	36	1	1	0.7777777777777778	0.7777777777777778	0.47885088008628174
Spearman_euc	SK_BR_3	41	1	1	0.7804878048780488	0.7560975609756098	0.4635388720750429
kTotal_corr	SK_BR_3	35	1	1	0.7142857142857143	0.7142857142857143	0.3730769814952144
Entropy_euc	SK_BR_3	39	1	1	0.717948717948718	0.5384615384615384	0.23327479469684997
PCA_corr	SK_BR_3	41	1	1	0.5853658536585366	0.5853658536585366	0.15830437033164463
MAD_euc	SK_BR_3	40	1	1	0.625	0.525	0.14304277150201003
HVG_corr	SK_BR_3	41	1	1	0.5121951219512195	0.5121951219512195	0.03640640183340245
HVG_euc	SK_BR_3	46	1	0.75	0.6304347826086957	0.41304347826086957	-0.2333435078821199
Variance_euc	SK_BR_3	43	1	0.75	0.5116279069767442	0.4186046511627907	-0.3301701337746269
MeanAbsDev_euc	SK_BR_3	48	1	0.75	0.5625	0.3125	-0.373026204572812
MAD_corr	SK_BR_3	45	1	0.5	0.3333333333333333	0.3333333333333333	-0.8415930040511221
Entropy_corr	SK_BR_3	49	1	0.5	0.22448979591836735	0.22448979591836735	-1.0229196873500945
MeanAbsDev_corr	SK_BR_3	52	1	0.5	0.21153846153846154	0.21153846153846154	-1.0444958191368714
Variance_corr	SK_BR_3	55	1	0.5	0.16363636363636364	0.16363636363636364	-1.1242977875581566
PCA_euc	T_47D	33	1	1	0.9090909090909091	0.9090909090909091	0.6976105339905346
Spearman_corr	T_47D	39	1	1	0.8461538461538461	0.8461538461538461	0.5927612324151235
Spearman_euc	T_47D	40	1	1	0.8	0.775	0.49554932831827636
kTotal_euc	T_47D	34	1	1	0.7941176470588235	0.7647058823529411	0.4821633789591252
PCA_corr	T_47D	37	1	1	0.7567567567567568	0.7567567567567568	0.44383114339059054
MX_euc	T_47D	37	1	1	0.8108108108108109	0.6756756756756757	0.42403099611066697
HVG_corr	T_47D	36	1	1	0.7222222222222222	0.7222222222222222	0.3862987188190978
Entropy_euc	T_47D	37	1	1	0.8108108108108109	0.5675675675675675	0.3361502770841633
MAD_euc	T_47D	37	1	1	0.7297297297297297	0.6216216216216216	0.31092504861248377
MX_corr	T_47D	36	1	1	0.6666666666666666	0.6666666666666666	0.2937465575519138
MeanAbsDev_euc	T_47D	39	1	1	0.717948717948718	0.5384615384615384	0.23327479469684997
kTotal_corr	T_47D	37	1	1	0.6216216216216216	0.6216216216216216	0.2187042646325755
Variance_euc	T_47D	42	1	0.75	0.5952380952380952	0.40476190476190477	-0.2700998326954144
HVG_euc	T_47D	48	1	0.75	0.625	0.3541666666666667	-0.2858403700429625
MeanAbsDev_corr	T_47D	44	1	0.5	0.4318181818181818	0.4318181818181818	-0.6775232636229324
MAD_corr	T_47D	42	1	0.5	0.42857142857142855	0.42857142857142855	-0.6829321561645211
Variance_corr	T_47D	48	1	0.5	0.3333333333333333	0.3333333333333333	-0.8415930040511221
Entropy_corr	T_47D	47	1	0.5	0.2765957446808511	0.2765957446808511	-0.9361143602388843
