direction	cell_line	n_pairs	max_p	median_p	frac_ge_thr	frac_eq_1	composite_score
MAD_corr	LS	59	1	0.5	0.01694915254237288	0.01694915254237288	-1.6347845244539296
MAD_corr	CCLF_PEDS_0051_T	60	0.5	0.5	0	0	-2.6675265676889603
MeanAbsDev_euc	LAN5	33	1	1	0.9090909090909091	0.8181818181818182	0.4751805865907994
MeanAbsDev_euc	LAN1	32	1	1	0.90625	0.875	0.5205981683476311
MeanAbsDev_euc	CHP_134	33	1	1	0.8484848484848485	0.8181818181818182	0.42085604209089755
MeanAbsDev_euc	IMR_32	35	1	1	0.8	0.7714285714285715	0.3379288496432155
MeanAbsDev_euc	MHH_NB_11	35	1	1	0.8	0.7714285714285715	0.3379288496432155
MeanAbsDev_euc	LS	37	1	1	0.7297297297297297	0.6756756756756757	0.19411028987869655
MeanAbsDev_euc	CHP_126	36	1	1	0.6944444444444444	0.6666666666666666	0.15487703873960806
MeanAbsDev_euc	NGP	39	1	1	0.6410256410256411	0.6153846153846154	0.06370420301013542
MeanAbsDev_euc	SK_N_BE_2	39	1	1	0.6410256410256411	0.6153846153846154	0.06370420301013542
MeanAbsDev_euc	SIMA	39	1	1	0.6153846153846154	0.5897435897435898	0.019075429359339566
MeanAbsDev_euc	NMB	38	1	1	0.6052631578947368	0.5789473684210527	8.891946941248172e-4
MeanAbsDev_euc	KELLY	39	1	1	0.5897435897435898	0.5641025641025641	-0.025553344291456278
MeanAbsDev_euc	LAN2	39	1	1	0.5641025641025641	0.5384615384615384	-0.07018211794225213
MeanAbsDev_euc	LAN6	41	1	0.75	0.5121951219512195	0.4878048780487805	-0.476429840271753
MeanAbsDev_euc	NBL_S	46	1	0.5	0.391304347826087	0.3695652173913043	-1.0015624673281718
MeanAbsDev_euc	SH_SY5Y	59	1	0.5	0.0847457627118644	0.01694915254237288	-1.5740146950133616
MeanAbsDev_euc	GI_ME_N	66	0.75	0.25	0.36363636363636365	0	-2.1569160042302977
MeanAbsDev_euc	CCLF_PEDS_0051_T	60	0.5	0.5	0	0	-2.6675265676889603
MeanAbsDev_corr	CHP_126	32	1	1	0.875	0.875	0.4925870750898691
MeanAbsDev_corr	KELLY	32	1	1	0.875	0.875	0.4925870750898691
MeanAbsDev_corr	MHH_NB_11	32	1	1	0.875	0.875	0.4925870750898691
MeanAbsDev_corr	NBL_S	32	1	1	0.875	0.875	0.4925870750898691
MeanAbsDev_corr	NMB	32	1	1	0.875	0.875	0.4925870750898691
MeanAbsDev_corr	LAN5	33	1	1	0.8181818181818182	0.8181818181818182	0.3936937698409466
MeanAbsDev_corr	LAN6	33	1	1	0.8181818181818182	0.8181818181818182	0.3936937698409466
MeanAbsDev_corr	NGP	33	1	1	0.8181818181818182	0.8181818181818182	0.3936937698409466
MeanAbsDev_corr	IMR_32	34	1	1	0.7647058823529411	0.7647058823529411	0.3006177178419605
MeanAbsDev_corr	LAN1	34	1	1	0.7647058823529411	0.7647058823529411	0.3006177178419605
MeanAbsDev_corr	SIMA	34	1	1	0.7647058823529411	0.7647058823529411	0.3006177178419605
MeanAbsDev_corr	LAN2	35	1	1	0.7142857142857143	0.7142857142857143	0.2128602973857739
MeanAbsDev_corr	SK_N_BE_2	35	1	1	0.7142857142857143	0.7142857142857143	0.2128602973857739
MeanAbsDev_corr	CHP_134	36	1	1	0.6666666666666666	0.6666666666666666	0.129978289177153
MeanAbsDev_corr	LS	36	1	1	0.6666666666666666	0.6666666666666666	0.129978289177153
MeanAbsDev_corr	SH_SY5Y	37	1	1	0.6216216216216216	0.6216216216216216	0.051576389520349576
MeanAbsDev_corr	CCLF_PEDS_0051_T	60	0.5	0.5	0	0	-2.6675265676889603
MeanAbsDev_corr	GI_ME_N	60	0.5	0.5	0	0	-2.6675265676889603
Entropy_euc	CHP_134	32	1	1	0.90625	0.84375	0.49421794371848554
Entropy_euc	MHH_NB_11	33	1	1	0.8787878787878788	0.8181818181818182	0.4480183143408485
Entropy_euc	CCLF_PEDS_0051_T	33	1	1	0.8484848484848485	0.8484848484848485	0.4464368659737053
Entropy_euc	LAN1	33	1	1	0.8484848484848485	0.7878787878787878	0.3952752182080898
Entropy_euc	LAN5	34	1	1	0.8235294117647058	0.7647058823529411	0.35334448162127713
Entropy_euc	LAN2	34	1	1	0.7941176470588235	0.7352941176470589	0.30215265302183497
Entropy_euc	NMB	34	1	1	0.7941176470588235	0.7352941176470589	0.30215265302183497
Entropy_euc	CHP_126	36	1	1	0.7222222222222222	0.6666666666666666	0.17977578830206314
Entropy_euc	IMR_32	37	1	1	0.6756756756756757	0.6216216216216216	0.10002801029053239
Entropy_euc	KELLY	37	1	1	0.6756756756756757	0.6216216216216216	0.10002801029053239
Entropy_euc	SK_N_BE_2	38	1	1	0.6578947368421053	0.6052631578947368	0.07028069881595167
Entropy_euc	GI_ME_N	38	1	1	0.631578947368421	0.5789473684210527	0.024477483753292735
Entropy_euc	SIMA	40	1	1	0.55	0.525	-0.09418681063728418
Entropy_euc	NBL_S	41	1	0.75	0.5365853658536586	0.4878048780487805	-0.4545675235827681
Entropy_euc	LAN6	41	1	0.75	0.5121951219512195	0.4634146341463415	-0.4970192838847446
Entropy_euc	SH_SY5Y	60	1	0.5	0.4666666666666667	0.016666666666666666	-1.2319164544722088
Entropy_euc	NGP	44	1	0.5	0.4090909090909091	0.36363636363636365	-0.9906243382889672
Entropy_euc	LS	45	1	0.5	0.37777777777777777	0.35555555555555557	-1.025513572649332
Entropy_corr	CHP_126	31	1	1	0.9354838709677419	0.9354838709677419	0.5978605935806575
Entropy_corr	LAN5	31	1	1	0.9354838709677419	0.9354838709677419	0.5978605935806575
Entropy_corr	IMR_32	32	1	1	0.875	0.875	0.4925870750898691
Entropy_corr	KELLY	32	1	1	0.875	0.875	0.4925870750898691
Entropy_corr	LAN1	32	1	1	0.875	0.875	0.4925870750898691
Entropy_corr	LAN2	32	1	1	0.875	0.875	0.4925870750898691
Entropy_corr	LAN6	32	1	1	0.875	0.875	0.4925870750898691
Entropy_corr	NBL_S	32	1	1	0.875	0.875	0.4925870750898691
Entropy_corr	NMB	32	1	1	0.875	0.875	0.4925870750898691
Entropy_corr	SIMA	32	1	1	0.875	0.875	0.4925870750898691
Entropy_corr	CHP_134	33	1	1	0.8181818181818182	0.8181818181818182	0.3936937698409466
Entropy_corr	MHH_NB_11	33	1	1	0.8181818181818182	0.8181818181818182	0.3936937698409466
Entropy_corr	NGP	33	1	1	0.8181818181818182	0.8181818181818182	0.3936937698409466
Entropy_corr	SH_SY5Y	34	1	1	0.7647058823529411	0.7647058823529411	0.3006177178419605
Entropy_corr	LS	52	1	0.5	0.15384615384615385	0.15384615384615385	-1.396512258352223
Entropy_corr	GI_ME_N	53	1	0.5	0.1320754716981132	0.1320754716981132	-1.4344046133387478
Entropy_corr	SK_N_BE_2	56	1	0.5	0.07142857142857142	0.07142857142857142	-1.5399618879440669
Entropy_corr	CCLF_PEDS_0051_T	57	1	0.5	0.05263157894736842	0.05263157894736842	-1.57267847013168
PCA_euc	LAN1	30	1	1	1	1	0.7101523466374987
PCA_euc	MHH_NB_11	30	1	1	1	1	0.7101523466374987
PCA_euc	LAN5	31	1	1	0.967741935483871	0.9354838709677419	0.6267752704918957
PCA_euc	IMR_32	32	1	1	0.9375	0.875	0.548609261605393
PCA_euc	CHP_134	32	1	1	0.90625	0.875	0.5205981683476311
PCA_euc	KELLY	33	1	1	0.8787878787878788	0.8484848484848485	0.47359913822365624
PCA_euc	CHP_126	34	1	1	0.8529411764705882	0.7647058823529411	0.37970786351093544
PCA_euc	NMB	34	1	1	0.8529411764705882	0.7647058823529411	0.37970786351093544
PCA_euc	LAN2	34	1	1	0.7941176470588235	0.7941176470588235	0.35180954644140283
PCA_euc	SIMA	36	1	1	0.7777777777777778	0.6666666666666666	0.22957328742697328
PCA_euc	CCLF_PEDS_0051_T	34	1	1	0.7647058823529411	0.7647058823529411	0.3006177178419605
PCA_euc	LS	37	1	1	0.7567567567567568	0.6486486486486487	0.19552077085479735
PCA_euc	LAN6	38	1	1	0.7105263157894737	0.5789473684210527	0.09524235093079661
PCA_euc	NGP	38	1	1	0.7105263157894737	0.6842105263157895	0.18410205494476026
PCA_euc	SK_N_BE_2	39	1	1	0.6666666666666666	0.6153846153846154	0.08668766414470924
PCA_euc	NBL_S	42	1	0.875	0.6190476190476191	0.5	-0.2118785814851487
PCA_euc	GI_ME_N	62	0.75	0.25	0.45161290322580644	0	-2.0780577944723753
PCA_euc	SH_SY5Y	64	0.75	0.375	0.375	0	-1.988251383508201
PCA_corr	MHH_NB_11	30	1	1	1	1	0.7101523466374987
PCA_corr	KELLY	31	1	1	0.9354838709677419	0.9354838709677419	0.5978605935806575
PCA_corr	LAN1	31	1	1	0.9354838709677419	0.9354838709677419	0.5978605935806575
PCA_corr	LAN5	31	1	1	0.9354838709677419	0.9354838709677419	0.5978605935806575
PCA_corr	NGP	31	1	1	0.9354838709677419	0.9354838709677419	0.5978605935806575
PCA_corr	CHP_126	32	1	1	0.875	0.875	0.4925870750898691
PCA_corr	IMR_32	32	1	1	0.875	0.875	0.4925870750898691
PCA_corr	LAN2	32	1	1	0.875	0.875	0.4925870750898691
PCA_corr	NMB	32	1	1	0.875	0.875	0.4925870750898691
PCA_corr	SIMA	32	1	1	0.875	0.875	0.4925870750898691
PCA_corr	CHP_134	33	1	1	0.8181818181818182	0.8181818181818182	0.3936937698409466
PCA_corr	LAN6	33	1	1	0.8181818181818182	0.8181818181818182	0.3936937698409466
PCA_corr	LS	35	1	1	0.7142857142857143	0.7142857142857143	0.2128602973857739
PCA_corr	NBL_S	35	1	1	0.7142857142857143	0.7142857142857143	0.2128602973857739
PCA_corr	SH_SY5Y	35	1	1	0.7142857142857143	0.7142857142857143	0.2128602973857739
PCA_corr	SK_N_BE_2	36	1	1	0.6666666666666666	0.6666666666666666	0.129978289177153
PCA_corr	CCLF_PEDS_0051_T	56	1	0.5	0.07142857142857142	0.07142857142857142	-1.5399618879440669
PCA_corr	GI_ME_N	56	1	0.5	0.07142857142857142	0.07142857142857142	-1.5399618879440669
Spearman_euc	MHH_NB_11	30	1	1	1	1	0.7101523466374987
Spearman_euc	SIMA	33	1	1	0.8181818181818182	0.8181818181818182	0.3936937698409466
Spearman_euc	NBL_S	39	1	1	0.5384615384615384	0.5384615384615384	-0.09316557907682604
Spearman_euc	SH_SY5Y	45	1	0.5	0.3333333333333333	0.3333333333333333	-1.0841108427966526
Spearman_euc	LS	31	1	0.5	0.2903225806451613	0.2903225806451613	-1.1589720115012132
Spearman_euc	CCLF_PEDS_0051_T	32	1	0.5	0.25	0.25	-1.229154357161739
Spearman_euc	GI_ME_N	32	1	0.5	0.25	0.25	-1.229154357161739
Spearman_euc	CHP_134	33	1	0.5	0.21212121212121213	0.21212121212121213	-1.295083227327687
Spearman_euc	SK_N_BE_2	33	1	0.5	0.21212121212121213	0.21212121212121213	-1.295083227327687
Spearman_euc	KELLY	35	1	0.5	0.14285714285714285	0.14285714285714285	-1.4156388756311356
Spearman_euc	IMR_32	36	1	0.5	0.1111111111111111	0.1111111111111111	-1.4708935477702163
Spearman_euc	CHP_126	38	1	0.5	0.05263157894736842	0.05263157894736842	-1.57267847013168
Spearman_euc	LAN1	38	1	0.5	0.05263157894736842	0.05263157894736842	-1.57267847013168
Spearman_euc	LAN5	38	1	0.5	0.05263157894736842	0.05263157894736842	-1.57267847013168
Spearman_euc	LAN2	39	1	0.5	0.02564102564102564	0.02564102564102564	-1.6196561266062022
Spearman_euc	LAN6	40	0.75	0.5	0.05	0	-2.1210879847605604
Spearman_euc	NGP	40	0.5	0.5	0	0	-2.6675265676889603
Spearman_euc	NMB	40	0.5	0.5	0	0	-2.6675265676889603
Spearman_corr	CCLF_PEDS_0051_T	30	1	1	1	1	0.7101523466374987
Spearman_corr	CHP_126	30	1	1	1	1	0.7101523466374987
Spearman_corr	CHP_134	30	1	1	1	1	0.7101523466374987
Spearman_corr	GI_ME_N	30	1	1	1	1	0.7101523466374987
Spearman_corr	IMR_32	30	1	1	1	1	0.7101523466374987
Spearman_corr	KELLY	30	1	1	1	1	0.7101523466374987
Spearman_corr	LAN1	30	1	1	1	1	0.7101523466374987
Spearman_corr	LAN5	30	1	1	1	1	0.7101523466374987
Spearman_corr	LS	30	1	1	1	1	0.7101523466374987
Spearman_corr	NGP	30	1	1	1	1	0.7101523466374987
Spearman_corr	NMB	30	1	1	1	1	0.7101523466374987
Spearman_corr	SK_N_BE_2	30	1	1	1	1	0.7101523466374987
Spearman_corr	SIMA	38	1	1	0.5789473684210527	0.5789473684210527	-0.022699094365043103
Spearman_corr	SH_SY5Y	39	1	0.5	0.1282051282051282	0.1282051282051282	-1.4411410320030191
Spearman_corr	LAN2	40	1	0.5	0.1	0.1	-1.4902326830188943
Spearman_corr	LAN6	43	1	0.5	0.023255813953488372	0.023255813953488372	-1.6238076404341832
Spearman_corr	NBL_S	43	1	0.5	0.023255813953488372	0.023255813953488372	-1.6238076404341832
Spearman_corr	MHH_NB_11	44	0.5	0.5	0	0	-2.6675265676889603
MX_euc	CCLF_PEDS_0051_T	30	1	1	1	1	0.7101523466374987
MX_euc	IMR_32	30	1	1	1	1	0.7101523466374987
MX_euc	LAN1	30	1	1	1	1	0.7101523466374987
MX_euc	MHH_NB_11	30	1	1	1	1	0.7101523466374987
MX_euc	NMB	30	1	1	1	1	0.7101523466374987
MX_euc	LAN5	31	1	1	0.967741935483871	0.9354838709677419	0.6267752704918957
MX_euc	CHP_126	32	1	1	0.9375	0.875	0.548609261605393
MX_euc	KELLY	32	1	1	0.9375	0.875	0.548609261605393
MX_euc	LAN2	32	1	1	0.9375	0.875	0.548609261605393
MX_euc	NGP	32	1	1	0.9375	0.875	0.548609261605393
MX_euc	CHP_134	31	1	1	0.9354838709677419	0.9354838709677419	0.5978605935806575
MX_euc	SIMA	33	1	1	0.9090909090909091	0.8181818181818182	0.4751805865907994
MX_euc	GI_ME_N	32	1	1	0.90625	0.875	0.5205981683476311
MX_euc	NBL_S	34	1	1	0.8823529411764706	0.7647058823529411	0.40607124540059375
MX_euc	LAN6	36	1	1	0.8333333333333334	0.6666666666666666	0.27937078655188347
MX_euc	LS	59	1	0.5	0.4915254237288136	0.01694915254237288	-1.2093957183699517
MX_euc	SH_SY5Y	59	1	0.5	0.4745762711864407	0.01694915254237288	-1.2245881757300938
MX_euc	SK_N_BE_2	60	0.75	0.5	0.4666666666666667	0	-1.7476067413237342
MX_corr	CHP_126	30	1	1	1	1	0.7101523466374987
MX_corr	CHP_134	30	1	1	1	1	0.7101523466374987
MX_corr	IMR_32	30	1	1	1	1	0.7101523466374987
MX_corr	KELLY	30	1	1	1	1	0.7101523466374987
MX_corr	LAN1	30	1	1	1	1	0.7101523466374987
MX_corr	LAN2	30	1	1	1	1	0.7101523466374987
MX_corr	LAN5	30	1	1	1	1	0.7101523466374987
MX_corr	MHH_NB_11	30	1	1	1	1	0.7101523466374987
MX_corr	NBL_S	30	1	1	1	1	0.7101523466374987
MX_corr	NGP	30	1	1	1	1	0.7101523466374987
MX_corr	NMB	30	1	1	1	1	0.7101523466374987
MX_corr	LAN6	31	1	1	0.9354838709677419	0.9354838709677419	0.5978605935806575
MX_corr	SIMA	31	1	1	0.9354838709677419	0.9354838709677419	0.5978605935806575
MX_corr	CCLF_PEDS_0051_T	32	1	1	0.875	0.875	0.4925870750898691
MX_corr	GI_ME_N	32	1	1	0.875	0.875	0.4925870750898691
MX_corr	SK_N_BE_2	34	1	1	0.7647058823529411	0.7647058823529411	0.3006177178419605
MX_corr	LS	35	1	1	0.7142857142857143	0.7142857142857143	0.2128602973857739
MX_corr	SH_SY5Y	39	1	1	0.5384615384615384	0.5384615384615384	-0.09316557907682604
kTotal_euc	CCLF_PEDS_0051_T	30	1	1	1	1	0.7101523466374987
kTotal_euc	CHP_126	30	1	1	1	1	0.7101523466374987
kTotal_euc	CHP_134	30	1	1	1	1	0.7101523466374987
kTotal_euc	GI_ME_N	30	1	1	1	1	0.7101523466374987
kTotal_euc	IMR_32	30	1	1	1	1	0.7101523466374987
kTotal_euc	KELLY	30	1	1	1	1	0.7101523466374987
kTotal_euc	LAN1	30	1	1	1	1	0.7101523466374987
kTotal_euc	LAN2	30	1	1	1	1	0.7101523466374987
kTotal_euc	LAN5	30	1	1	1	1	0.7101523466374987
kTotal_euc	LAN6	30	1	1	1	1	0.7101523466374987
kTotal_euc	LS	30	1	1	1	1	0.7101523466374987
kTotal_euc	MHH_NB_11	30	1	1	1	1	0.7101523466374987
kTotal_euc	NBL_S	30	1	1	1	1	0.7101523466374987
kTotal_euc	NGP	30	1	1	1	1	0.7101523466374987
kTotal_euc	NMB	30	1	1	1	1	0.7101523466374987
kTotal_euc	SH_SY5Y	30	1	1	1	1	0.7101523466374987
kTotal_euc	SIMA	30	1	1	1	1	0.7101523466374987
kTotal_euc	SK_N_BE_2	30	1	1	1	1	0.7101523466374987
kTotal_corr	CCLF_PEDS_0051_T	30	1	1	1	1	0.7101523466374987
kTotal_corr	CHP_126	30	1	1	1	1	0.7101523466374987
kTotal_corr	CHP_134	30	1	1	1	1	0.7101523466374987
kTotal_corr	GI_ME_N	30	1	1	1	1	0.7101523466374987
kTotal_corr	IMR_32	30	1	1	1	1	0.7101523466374987
kTotal_corr	KELLY	30	1	1	1	1	0.7101523466374987
kTotal_corr	LAN1	30	1	1	1	1	0.7101523466374987
kTotal_corr	LAN2	30	1	1	1	1	0.7101523466374987
kTotal_corr	LAN5	30	1	1	1	1	0.7101523466374987
kTotal_corr	LAN6	30	1	1	1	1	0.7101523466374987
kTotal_corr	LS	30	1	1	1	1	0.7101523466374987
kTotal_corr	MHH_NB_11	30	1	1	1	1	0.7101523466374987
kTotal_corr	NBL_S	30	1	1	1	1	0.7101523466374987
kTotal_corr	NGP	30	1	1	1	1	0.7101523466374987
kTotal_corr	NMB	30	1	1	1	1	0.7101523466374987
kTotal_corr	SH_SY5Y	30	1	1	1	1	0.7101523466374987
kTotal_corr	SIMA	30	1	1	1	1	0.7101523466374987
kTotal_corr	SK_N_BE_2	30	1	1	1	1	0.7101523466374987
HVG_euc	LAN1	32	1	1	0.90625	0.875	0.5205981683476311
HVG_euc	MHH_NB_11	32	1	1	0.90625	0.84375	0.49421794371848554
HVG_euc	CHP_134	33	1	1	0.8484848484848485	0.8181818181818182	0.42085604209089755
HVG_euc	KELLY	36	1	1	0.8333333333333334	0.6111111111111112	0.2324726094334027
HVG_euc	NGP	35	1	1	0.8	0.6571428571428571	0.2414525995709121
HVG_euc	IMR_32	34	1	1	0.7941176470588235	0.7647058823529411	0.3269810997316188
HVG_euc	LAN5	35	1	1	0.7428571428571429	0.7428571428571429	0.2625895023109464
HVG_euc	SIMA	38	1	1	0.7368421052631579	0.5789473684210527	0.11883063998996454
HVG_euc	CHP_126	39	1	1	0.717948717948718	0.5384615384615384	0.06771864886519124
HVG_euc	LAN6	42	1	0.75	0.7142857142857143	0.42857142857142855	-0.3452878650517146
HVG_euc	NMB	41	1	0.75	0.7073170731707317	0.4634146341463415	-0.3221207503728652
HVG_euc	SH_SY5Y	37	1	1	0.7027027027027027	0.5675675675675675	0.0786231618576425
HVG_euc	NBL_S	42	1	0.75	0.6666666666666666	0.40476190476190477	-0.40807065449527224
HVG_euc	LAN2	44	1	0.75	0.6590909090909091	0.38636363636363635	-0.4303924370580361
HVG_euc	SK_N_BE_2	38	1	1	0.6578947368421053	0.5526315789473685	0.02585084680896988
HVG_euc	CCLF_PEDS_0051_T	62	0.75	0.5	0.41935483870967744	0	-1.7900149341268836
HVG_euc	LS	65	0.75	0.25	0.36923076923076925	0	-2.1519014308918454
HVG_euc	GI_ME_N	63	0.75	0.5	0.047619047619047616	0	-2.123222163294485
HVG_corr	MHH_NB_11	30	1	1	1	1	0.7101523466374987
HVG_corr	CHP_126	31	1	1	0.9354838709677419	0.9354838709677419	0.5978605935806575
HVG_corr	IMR_32	31	1	1	0.9354838709677419	0.9354838709677419	0.5978605935806575
HVG_corr	KELLY	31	1	1	0.9354838709677419	0.9354838709677419	0.5978605935806575
HVG_corr	LAN5	31	1	1	0.9354838709677419	0.9354838709677419	0.5978605935806575
HVG_corr	NGP	31	1	1	0.9354838709677419	0.9354838709677419	0.5978605935806575
HVG_corr	CHP_134	32	1	1	0.875	0.875	0.4925870750898691
HVG_corr	LAN1	32	1	1	0.875	0.875	0.4925870750898691
HVG_corr	LAN2	32	1	1	0.875	0.875	0.4925870750898691
HVG_corr	LAN6	32	1	1	0.875	0.875	0.4925870750898691
HVG_corr	NBL_S	32	1	1	0.875	0.875	0.4925870750898691
HVG_corr	NMB	32	1	1	0.875	0.875	0.4925870750898691
HVG_corr	SIMA	32	1	1	0.875	0.875	0.4925870750898691
HVG_corr	SK_N_BE_2	33	1	1	0.8181818181818182	0.8181818181818182	0.3936937698409466
HVG_corr	SH_SY5Y	35	1	1	0.7142857142857143	0.7142857142857143	0.2128602973857739
HVG_corr	GI_ME_N	56	1	0.5	0.07142857142857142	0.07142857142857142	-1.5399618879440669
HVG_corr	CCLF_PEDS_0051_T	57	1	0.5	0.05263157894736842	0.05263157894736842	-1.57267847013168
HVG_corr	LS	57	1	0.5	0.05263157894736842	0.05263157894736842	-1.57267847013168
