path	size_bytes	sha256
supplementary_data/enrichment/ranked_marker_source_panel_enrichment_skipped_queries.tsv	17732	9a8372e3d27dc8bf7a0ee3f3eae2ba0e5d6018f8f2db86e49a84f39a311db2d1
supplementary_data/enrichment/ranked_marker_source_panel_enrichment_summary_by_query.tsv	29728	36735775e7e01b3d789c81d1e3e9526c9af3a22a6ea044567c166a040205ef5b
supplementary_data/enrichment/ranked_marker_source_panel_gprofiler_results.tsv	240	05c410816e8f7d38217f8d24117091b1c731fa6949e05383c7654f43474ca4ed
supplementary_data/feature_space/pan_cancer_feature_build_summary.tsv	3629	c2e4d9f112e187c3d50899c746d2e8a0ee9c377cafa5ac67ad190ea9da5142e5
supplementary_data/feature_space/pan_cancer_features.tsv	271501	67c5e78ada0e8082a16a7445146d8b28db463a1c9ed24071de391010f7636d23
supplementary_data/feature_space/pan_cancer_features_clean.txt	6064	a72e94f5083248fbe7a7af035a39abd28a5c5c803ceec8edb738cd51f632e84d
supplementary_data/feature_space/ranked_marker_source_panel_by_cohort.tsv	541	594dee1052d3df7d58d5c559154bcb654785c652d3e3950922f53659a287c599
supplementary_data/feature_space/ranked_marker_source_panel_by_marker_source_class.tsv	1520	0097b20c3e705ad7e206ffb0e8dccb7c13392a2e31252d4d5af7a979ba3a18c5
supplementary_data/feature_space/ranked_marker_source_panel_validation.tsv	736	d5a1ce28b3134ff36453d8f97a376dc34ab2cd21e5800c397ee3ae96c812bd49
supplementary_data/model_prioritisation/cell_line_group_metadata.tsv	5063	6bd3a5fc68cbbfb8312324ee100fcdbf335566cd942ceef58b9e2393eb965a21
supplementary_data/model_prioritisation/model_prioritisation_summary.tsv	14442	2801c0eb65a6e139dbfca836f43c6cca3158b0bc6c580064f9226c369ac86f49
supplementary_data/model_prioritisation/model_priority_scores.tsv	14442	2801c0eb65a6e139dbfca836f43c6cca3158b0bc6c580064f9226c369ac86f49
supplementary_data/pan_cancer_similarity/cellline_similarity_edges.tsv	35641	a48e4de48932050d5b84faec82b37f29b06bd6a8c378d18702f43cfea8e41f2e
supplementary_data/pan_cancer_similarity/discordant_cancer_type_profiles.tsv	1499	8ec71992f9bd23de5a543e9ff4cef15a6fdbe4170f0acb7f5dcc2bbd443ed798
supplementary_data/pan_cancer_similarity/louvain_communities.tsv	11741	15584b1f9d9008c570bf96cf3fb86ee599c85e13c3972be92e34671e98e99ff1
supplementary_data/pan_cancer_similarity/louvain_leiden_resolution_sensitivity.tsv	5174	464014a7cc2137335592966f65a70ddf92174039da765ce0a6dece907482873c
supplementary_data/pan_cancer_similarity/multicohort_graph_metrics.tsv	268	66fffcfcd6333ec0e1fb93b413ae7a3db614d3a4396d9e8c267bb7bbe8d3587f
supplementary_data/pan_cancer_similarity/pan_cancer_graph_metrics.tsv	1384	ed56cbac852b866ce39541cc6b69117be4025145625db4d504c36653b3d93a7d
supplementary_data/pan_cancer_similarity/pan_cancer_network_edges.tsv	175807	5ba7cbe90b1212cef3e0aa8b2c71cdeefde170319cfd5e4c86581003687a037b
supplementary_data/pan_cancer_similarity/pan_cancer_network_nodes.tsv	8701	1df16d701fd9af5a9f8f3a7c8e7f064aa6c3badcc75fd4f2f408763924cab88b
supplementary_data/ranking/S_cellline_group_tumour_rankings.tsv	5476804	ef959c89e451c4b998c35ffbddc6a008697cbf220cbf50cf74394658c2a0d4c9
supplementary_data/ranking/cellline_to_tumour_balanced_accuracy.tsv	116	493d9c8c8e047331afcd88be0917a100c060df603d9560e1b18d4c627b1bf2f7
supplementary_data/ranking/cellline_to_tumour_metrics.tsv	246	132ae27be3f8ffe5cd4bf7966d15e329dca4e33a79f9693bf2d215395421553a
supplementary_data/ranking/cellline_tumour_scores_long.tsv.gz	1113914	e0e597295e549c307a23202b401310bec3847bbbab21715b3020f95386676a0c
supplementary_data/ranking/discussion_ranking_metrics_summary.tsv	2968	4d60eba86bccc571998e2f2d0483b1456880621897977a92b54835c54b93a0a1
supplementary_data/ranking/ecdf_rank_summary.tsv	2462	7dbd185776301a22eae3742a89ebdb2434da72f979126060e43849b521808de9
supplementary_data/ranking/mrr_at10_distribution.tsv	73029	52817519b506367902eb1c24f097d6de94b03c64c056b965a798825330f17476
supplementary_data/ranking/precision_at_k.tsv	74060	5bbd3719430f9dbe12d42edc1c67c799e41fb68b7056c19a14d94d609b7749ac
supplementary_data/ranking/profile_to_identity_mapping.tsv	5063	6bd3a5fc68cbbfb8312324ee100fcdbf335566cd942ceef58b9e2393eb965a21
supplementary_data/ranking/reciprocal_mapping_summary.tsv	9653662	ba9e2d0c73e58bd88283e08ca76373b103f39a4084b30888873cb3df8ceb3432
supplementary_data/ranking/same_cancer_type_rank_summary.tsv	20807	a6ae5e8dd54f4b813ff4eb6aff8dd7713c29725894dfb94a6914a4e79ec6f9ad
supplementary_data/ranking/tumour_cellline_group_scores_long.tsv.gz	1116856	8a57a6edcb808ce2732cb3d954a1cd29c15bce412c3d9351a0dbb73ff8d86dde
supplementary_data/ranking/tumour_to_cellline_metrics.tsv	321	fc1d578963a672623d13b2d3337f7b6cfbac89e41ff41af46f6476d9f8e337ee
supplementary_data/tumour_neighbourhood/consensus_component_assignments.tsv	1899	bd96cf5f0bb198227906ed27809522fa5c7ab8d62a7ae3dbab800fbafaf09701
supplementary_data/tumour_neighbourhood/patient_neighbourhoods.tsv	5837100	2dbcfd0b20ed62cf8d9b11cc66e58d4380fc66bb034b052505ec063236c97dce
supplementary_data/tumour_neighbourhood/resolved_cellline_neighbours.tsv	8209	906d1b171e208a44697345bae371e7e09bbb7d238c70032a60e43f6faf1744d0
supplementary_data/tumour_neighbourhood/tumour_neighbourhood_components.tsv	1899	bd96cf5f0bb198227906ed27809522fa5c7ab8d62a7ae3dbab800fbafaf09701
