Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
NG-29643_EFM_192C_lib581294_7997_4_1	(1, 0.00418431798404509)	(2, 0.14000540234990844)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.017272045410687824)	(10, 0.0)	(15, 0.00019797996715808174)	(20, 1.3653790838488398e-05)	(25, 0.0)	(30, 0.00014052026404610975)	(35, 0.0024224100579284835)	(40, 7.452694166008251e-05)	(45, 0.0002713690929149569)	(50, 0.0014706270548955212)	(55, 0.0037781177066000603)	(60, 7.11134939504604e-05)	(65, 2.8445397580184164e-05)	(70, 0.0)	(75, 0.0012527353094313105)	(80, 0.0)	(85, 0.002176641822835692)	(90, 2.275631806414733e-06)	(95, 0.0)	(100, 1.3653790838488398e-05)	(105, 0.0)	(110, 0.0035181267727171775)	(115, 0.0005660634118456648)	(120, 5.120171564433149e-06)	(125, 2.5600857822165747e-05)	(130, 1.763614649971418e-05)	(135, 0.0004710557839278497)	(140, 2.275631806414733e-06)	(145, 3.4134477096220995e-06)	(150, 0.00131133282844649)
NG-29643_EFM_192C_lib581294_7997_4_2	(1, 0.06280743785704662)	(2, 0.007822484334550643)	(3, 0.0001763614649971418)	(4, 0.00019911778306128914)	(5, 0.00662777763618291)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 1.2515974935281033e-05)	(20, 2.787648962858048e-05)	(25, 5.575297925716096e-05)	(30, 0.0013778950587841209)	(35, 6.030424286999042e-05)	(40, 0.0001536051469329945)	(45, 0.00015019169922337236)	(50, 0.0003055035700111779)	(55, 0.0005882508219582084)	(60, 0.00030777920181759264)	(65, 0.0004727625077826608)	(70, 0.00024975059075401697)	(75, 0.0017681659135842477)	(80, 0.003746258861310254)	(85, 0.0006701735669891389)	(90, 0.0004943810099436007)	(95, 0.0008857896806469349)	(100, 0.0010490662627571918)	(105, 0.0036455621538764023)	(110, 0.0008436904922282622)	(115, 0.010511712221781254)	(120, 0.0014433194732185444)	(125, 0.0018455373950023485)	(130, 0.004384004675057983)	(135, 0.0016128540427964419)	(140, 0.0009734015051939019)	(145, 0.0019854887510968545)	(150, 0.007555097597296913)
NG-29643_EFM_19_lib581291_7997_4_1	(1, 0.004192985413207508)	(2, 0.14079281983102823)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.016883063174381468)	(10, 5.185671005733667e-06)	(15, 0.0001903882069247932)	(20, 1.5186607945362883e-05)	(25, 0.0)	(30, 0.0001518660794536288)	(35, 0.002503938285625685)	(40, 7.334020422394757e-05)	(45, 0.0002841006900998373)	(50, 0.0014916212242921053)	(55, 0.003837396544242913)	(60, 6.556169771534706e-05)	(65, 2.5928355028668332e-05)	(70, 0.0)	(75, 0.0013449408158442103)	(80, 0.0)	(85, 0.002192057215137989)	(90, 1.8520253591905953e-06)	(95, 0.0)	(100, 1.6297823160877237e-05)	(105, 0.0)	(110, 0.003571445702663144)	(115, 0.0005926481149409905)	(120, 6.2968862212480245e-06)	(125, 2.2224304310287143e-05)	(130, 1.1852962298819811e-05)	(135, 0.0005081957585618993)	(140, 3.3336456465430717e-06)	(145, 2.9632405747049528e-06)	(150, 0.0012991957894722026)
NG-29643_EFM_19_lib581291_7997_4_2	(1, 0.06250029979660503)	(2, 0.00818410006226324)	(3, 0.000164830256967963)	(4, 0.00017964645984148774)	(5, 0.006680255470600477)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 9.630531867791096e-06)	(20, 3.1484431106240115e-05)	(25, 6.667291293086143e-05)	(30, 0.0014008719816917662)	(35, 6.40800774279946e-05)	(40, 0.0001770536243386209)	(45, 0.0001474212185915714)	(50, 0.0003415134762347458)	(55, 0.0006126499888202489)	(60, 0.0003455879320249651)	(65, 0.0005311608730158628)	(70, 0.0002803966393814561)	(75, 0.0018468396881848616)	(80, 0.0036947905915852373)	(85, 0.0007385877132452094)	(90, 0.0005589412534037216)	(95, 0.0009819438454428536)	(100, 0.0010589881003851824)	(105, 0.0037073843640277335)	(110, 0.0008745263746097991)	(115, 0.010583213712558737)	(120, 0.001502733376447249)	(125, 0.0019024004489605797)	(130, 0.004395967392574797)	(135, 0.0016675636334152122)	(140, 0.0010004640990347595)	(145, 0.0020268565530981875)	(150, 0.0075099628315178635)
NG-29643_ETCC_006_lib581311_8005_3_1	(1, 0.0037568061971758335)	(2, 0.175340586775237)	(3, 0.002217484460224131)	(4, 0.0397424884812985)	(5, 0.0)	(6, 0.0)	(7, 0.0003336991178007187)	(8, 3.659925808136915e-05)	(9, 0.0)	(10, 0.0)	(15, 0.0007418884902846947)	(20, 0.0)	(25, 0.0)	(30, 0.0)	(35, 0.0001390771807092028)	(40, 2.454303188985931e-05)	(45, 6.458692602594556e-06)	(50, 0.0)	(55, 5.210012032759609e-05)	(60, 4.736374575236008e-06)	(65, 4.951664328655826e-05)	(70, 7.621257271061576e-05)	(75, 5.166954082075645e-06)	(80, 0.00016189789457170354)	(85, 0.0023440748352349843)	(90, 0.0001463970323254766)	(95, 0.0006807462003134662)	(100, 8.611590136792741e-07)	(105, 1.6362021259906206e-05)	(110, 2.6695929424057496e-05)	(115, 0.00018730208547524212)	(120, 0.0)	(125, 2.8418247451416045e-05)	(130, 0.0)	(135, 0.0)	(140, 0.0001128118307919849)	(145, 0.0)	(150, 0.0)
NG-29643_ETCC_006_lib581311_8005_3_2	(1, 0.0017050948470849628)	(2, 0.059734294983862846)	(3, 0.0010979777424410745)	(4, 9.257459397052198e-05)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0003014056547877459)	(20, 0.0)	(25, 3.961331462924661e-05)	(30, 3.875215561556733e-06)	(35, 0.0)	(40, 0.0)	(45, 0.0)	(50, 0.0)	(55, 0.0)	(60, 0.0)	(65, 0.0)	(70, 0.0)	(75, 0.0)	(80, 0.0)	(85, 1.0764487670990926e-05)	(90, 0.0004512473231679396)	(95, 0.0)	(100, 0.0)	(105, 0.0)	(110, 0.0)	(115, 0.0)	(120, 0.0)	(125, 0.0)	(130, 0.0)	(135, 0.0)	(140, 8.611590136792741e-07)	(145, 0.0)	(150, 0.0)
NG-29643_ETCC_007_lib581312_7997_4_1	(1, 0.00418327207661611)	(2, 0.1415377910787918)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.017201398635816514)	(10, 3.602387148862097e-06)	(15, 0.00018822472852804458)	(20, 1.8462234137918245e-05)	(25, 0.0)	(30, 0.00014769787310334596)	(35, 0.0023978389459613334)	(40, 7.249804137084971e-05)	(45, 0.00027423172170712716)	(50, 0.0014450075450873087)	(55, 0.003676686383807378)	(60, 6.754475904116432e-05)	(65, 2.0713726105957058e-05)	(70, 0.0)	(75, 0.0012765959458780056)	(80, 0.0)	(85, 0.002190701684901763)	(90, 9.005967872155242e-07)	(95, 0.0)	(100, 1.4409548595448388e-05)	(105, 0.0)	(110, 0.003478104792226355)	(115, 0.0005916920892005995)	(120, 7.204774297724194e-06)	(125, 1.485984698905615e-05)	(130, 1.485984698905615e-05)	(135, 0.0005092874831703789)	(140, 1.3508951808232863e-06)	(145, 2.7017903616465726e-06)	(150, 0.0012180571547089965)
NG-29643_ETCC_007_lib581312_7997_4_2	(1, 0.06225825590020919)	(2, 0.007862209952391527)	(3, 0.00017336488153898842)	(4, 0.00015760443776271675)	(5, 0.006482045375983735)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 9.906564659370767e-06)	(20, 2.6117306829250203e-05)	(25, 4.773162972242278e-05)	(30, 0.0013671059229931658)	(35, 6.214117831787117e-05)	(40, 0.00018147025262392813)	(45, 0.00014364518756087612)	(50, 0.00033096931930170516)	(55, 0.0005840370165092675)	(60, 0.00034537886789715353)	(65, 0.0004971294265429694)	(70, 0.00025847127793085544)	(75, 0.0017759768643890138)	(80, 0.003634358334808248)	(85, 0.0007299336960381825)	(90, 0.0005790837341795821)	(95, 0.0009550828928420635)	(100, 0.0010118204904366415)	(105, 0.0035816734227561405)	(110, 0.0008389059072912608)	(115, 0.010520771668251754)	(120, 0.0014238435205877439)	(125, 0.0018250593892922599)	(130, 0.004345829796708512)	(135, 0.0016143197410838275)	(140, 0.0009712936350119429)	(145, 0.001985815915810231)	(150, 0.007505348475457375)
NG-29643_EVSA_T_lib581299_7997_4_1	(1, 0.004356875689900237)	(2, 0.14246483238410215)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.01684537323109653)	(10, 2.2739434707203743e-06)	(15, 0.00020374533497654552)	(20, 2.2739434707203743e-05)	(25, 0.0)	(30, 0.00015735688817384989)	(35, 0.0025022473951806998)	(40, 7.549492322791642e-05)	(45, 0.0003151685650418439)	(50, 0.0015390049409835494)	(55, 0.003922097698298501)	(60, 7.549492322791642e-05)	(65, 2.0465491236483367e-05)	(70, 0.0)	(75, 0.0013502676329137581)	(80, 0.0)	(85, 0.0022402891073537126)	(90, 1.8191547765762993e-06)	(95, 0.0)	(100, 1.7281970377474845e-05)	(105, 0.0)	(110, 0.003621027582775124)	(115, 0.0006285179753071114)	(120, 7.276619106305197e-06)	(125, 2.3649012095491892e-05)	(130, 1.6827181683330767e-05)	(135, 0.0005107277035237961)	(140, 3.1835208590085238e-06)	(145, 5.912253023872973e-06)	(150, 0.0012324773611304427)
NG-29643_EVSA_T_lib581299_7997_4_2	(1, 0.06406835728754655)	(2, 0.008413590841665384)	(3, 0.00020238096889411327)	(4, 0.0001841894211283503)	(5, 0.006689941690859341)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 5.4574643297288985e-06)	(20, 3.729267291981414e-05)	(25, 6.0486896321161955e-05)	(30, 0.0013948369249398775)	(35, 6.32156284860264e-05)	(40, 0.0001773675907161892)	(45, 0.00016054040903285842)	(50, 0.00034063673191391203)	(55, 0.0005830391058927039)	(60, 0.0003365436336666154)	(65, 0.0004898074235931686)	(70, 0.00027196363909815673)	(75, 0.0018255218182943163)	(80, 0.0037488232058296087)	(85, 0.0007094703628647568)	(90, 0.0005625736146562205)	(95, 0.0009696094959151675)	(100, 0.001057383713884974)	(105, 0.0036960677173088962)	(110, 0.000881380489251217)	(115, 0.010643874597747929)	(120, 0.0014043874875169031)	(125, 0.0019042002623812413)	(130, 0.0044914931433668835)	(135, 0.0016567952127668644)	(140, 0.0010200910409651597)	(145, 0.002047003912342481)	(150, 0.0075563141532038035)
NG-29643_HCC_1143_lib581306_7997_4_1	(1, 0.00411681375228556)	(2, 0.14140708759399268)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.017021021106794813)	(10, 3.8860778782636555e-06)	(15, 0.00018993205630013618)	(20, 1.4087032308705752e-05)	(25, 0.0)	(30, 0.00015252855672184847)	(35, 0.00249534775758005)	(40, 6.703484340004807e-05)	(45, 0.00028951280193064235)	(50, 0.001489339346844546)	(55, 0.0038059275220244677)	(60, 6.752060313483102e-05)	(65, 1.9430389391318277e-05)	(70, 0.0)	(75, 0.001330010153835736)	(80, 0.0)	(85, 0.0022408096565537804)	(90, 0.0)	(95, 0.0)	(100, 1.748735045218645e-05)	(105, 0.0)	(110, 0.003584906842698222)	(115, 0.0005901980777612927)	(120, 8.257915491310269e-06)	(125, 2.2830707534798975e-05)	(130, 1.603007124783758e-05)	(135, 0.000508104682582973)	(140, 2.4287986739147847e-06)	(145, 6.31487655217844e-06)	(150, 0.0012933352938596229)
NG-29643_HCC_1143_lib581306_7997_4_2	(1, 0.06267272098169711)	(2, 0.008068469194744916)	(3, 0.00018215990054360888)	(4, 0.00017730230319577928)	(5, 0.006773919501548335)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 9.715194695659139e-06)	(20, 3.0602863291326286e-05)	(25, 6.509180446091623e-05)	(30, 0.0014077317114010092)	(35, 6.0719966847869614e-05)	(40, 0.00016515830982620537)	(45, 0.00015738615406967808)	(50, 0.0003424606130219847)	(55, 0.0006130287852960917)	(60, 0.000338574535143721)	(65, 0.0005178198772786321)	(70, 0.0002676536138654093)	(75, 0.0018303426806621818)	(80, 0.003713633172415706)	(85, 0.0007194101672135593)	(90, 0.0005387075458742992)	(95, 0.0009448026841528514)	(100, 0.0010633280594398928)	(105, 0.003732577802072241)	(110, 0.0008602804903006168)	(115, 0.010551187199220607)	(120, 0.0014946827039271585)	(125, 0.001883290491753524)	(130, 0.004439843975916227)	(135, 0.0016651843708359766)	(140, 0.0010045511315311551)	(145, 0.0020091022630623102)	(150, 0.0076543590208424436)
NG-29643_HCC_1599_lib581304_7997_4_1	(1, 0.004075847565562552)	(2, 0.14074523557576565)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.016712002975317324)	(10, 4.62580429887301e-06)	(15, 0.0002071332369384248)	(20, 1.747526068463137e-05)	(25, 0.0)	(30, 0.00015522143313996103)	(35, 0.0024151838222671415)	(40, 7.195695576024682e-05)	(45, 0.00027343643188893797)	(50, 0.0015110960709651833)	(55, 0.003784421894733553)	(60, 7.247093401567717e-05)	(65, 2.210106498350438e-05)	(70, 0.0)	(75, 0.0012808338125323935)	(80, 0.0)	(85, 0.0021628204988508475)	(90, 2.0559130217213377e-06)	(95, 0.0)	(100, 1.4905369407479699e-05)	(105, 0.0)	(110, 0.0035012198759914385)	(115, 0.0005910749937448846)	(120, 9.25160859774602e-06)	(125, 3.238063009211107e-05)	(130, 2.9296760559529065e-05)	(135, 0.00048725138614795705)	(140, 4.62580429887301e-06)	(145, 3.597847788012341e-06)	(150, 0.001230977921755651)
NG-29643_HCC_1599_lib581304_7997_4_2	(1, 0.06264880955440347)	(2, 0.007971802741724487)	(3, 0.0001953117370635271)	(4, 0.00018503217195492042)	(5, 0.006527523843965248)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 5.653760809733679e-06)	(20, 3.0324717070389733e-05)	(25, 7.092899924938615e-05)	(30, 0.0013640982899121078)	(35, 7.555480354825917e-05)	(40, 0.0001757805633571744)	(45, 0.00015059562884108798)	(50, 0.00033048801824170506)	(55, 0.0006003266023426306)	(60, 0.0003459073659046151)	(65, 0.0005119223424086131)	(70, 0.00027652030142151995)	(75, 0.001810231415625638)	(80, 0.003682654200158346)	(85, 0.000745268470373985)	(90, 0.0005622922114407858)	(95, 0.0009652511636981682)	(100, 0.001046459728056161)	(105, 0.0036811122653920554)	(110, 0.0008578297083132281)	(115, 0.01061879075719071)	(120, 0.0014540444846124162)	(125, 0.0018760206323207207)	(130, 0.004356479693027515)	(135, 0.0016786529822354723)	(140, 0.0009976317937902793)	(145, 0.002021990456862936)	(150, 0.00749894274672858)
NG-29643_HCC_1937_lib581305_7997_4_1	(1, 0.004302715943287164)	(2, 0.14232090407700848)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.016649639954459027)	(10, 2.3384325778734585e-06)	(15, 0.00021903318479414728)	(20, 1.558955051915639e-05)	(25, 0.0)	(30, 0.00014888020745794354)	(35, 0.0024604208106858575)	(40, 7.444010372897177e-05)	(45, 0.00027437608913715247)	(50, 0.0014638587937487852)	(55, 0.0038178809221413998)	(60, 7.521958125492958e-05)	(65, 2.2604848252776765e-05)	(70, 0.0)	(75, 0.0013212144064985042)	(80, 0.0)	(85, 0.002237490238261921)	(90, 1.5589550519156391e-06)	(95, 0.0)	(100, 1.714850557107203e-05)	(105, 0.0)	(110, 0.003576632627857455)	(115, 0.0006153975067436985)	(120, 5.456342681704736e-06)	(125, 2.2215109489797857e-05)	(130, 2.026641567490331e-05)	(135, 0.00048015815599001686)	(140, 3.1179101038312783e-06)	(145, 3.507648866810188e-06)	(150, 0.0012685996734963514)
NG-29643_HCC_1937_lib581305_7997_4_2	(1, 0.06314157699021317)	(2, 0.008176719247297527)	(3, 0.0001753824433405094)	(4, 0.00019097199385966577)	(5, 0.006687917172718091)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 7.794775259578195e-06)	(20, 2.2215109489797857e-05)	(25, 5.7681336920878646e-05)	(30, 0.001403449285487054)	(35, 5.690185939492083e-05)	(40, 0.0001605723703473108)	(45, 0.00014147517096134424)	(50, 0.0003266010833763264)	(55, 0.0005803210180755966)	(60, 0.00033751376873973583)	(65, 0.0004957477065091733)	(70, 0.00024943280830650225)	(75, 0.001813064725377888)	(80, 0.0037640969728503105)	(85, 0.0007151706300662995)	(90, 0.0005362805378589799)	(95, 0.0009135476604225645)	(100, 0.0010472280561243305)	(105, 0.0036764057511800563)	(110, 0.0008422254667974241)	(115, 0.010612586515915713)	(120, 0.0014311207376585566)	(125, 0.0018680178909579145)	(130, 0.004456662754663833)	(135, 0.0016135184787326865)	(140, 0.0009911056742553674)	(145, 0.0020145596658379845)	(150, 0.0075511885327163766)
NG-29643_HDQ_P1_lib581303_8005_3_1	(1, 0.00391560422412853)	(2, 0.18169247177168038)	(3, 0.0023948219731055403)	(4, 0.04033002052751414)	(5, 0.0)	(6, 0.0)	(7, 0.00027884913385475466)	(8, 3.046251042110765e-05)	(9, 0.0)	(10, 0.0)	(15, 0.0007803089207868344)	(20, 0.0)	(25, 0.0)	(30, 0.0)	(35, 0.00014996928207314537)	(40, 2.1558084298014647e-05)	(45, 4.686540064785793e-06)	(50, 0.0)	(55, 4.452213061546503e-05)	(60, 3.7492320518286345e-06)	(65, 4.8740016673772244e-05)	(70, 8.623233719205859e-05)	(75, 4.217886058307214e-06)	(80, 0.00018558698656551739)	(85, 0.002407006977273983)	(90, 0.00013919023992413804)	(95, 0.0006697065752578898)	(100, 9.373080129571586e-07)	(105, 1.265365817492164e-05)	(110, 2.0152122278578907e-05)	(115, 0.00020292718480522482)	(120, 0.0)	(125, 2.8587894395193337e-05)	(130, 0.0)	(135, 0.0)	(140, 0.00012372465771034492)	(145, 4.686540064785793e-07)	(150, 0.0)
NG-29643_HDQ_P1_lib581303_8005_3_2	(1, 0.0017621390643594579)	(2, 0.05982602719702304)	(3, 0.0009162185826656223)	(4, 7.029810097178689e-05)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0003308697285738769)	(20, 0.0)	(25, 3.5149050485893445e-05)	(30, 4.686540064785793e-06)	(35, 0.0)	(40, 0.0)	(45, 0.0)	(50, 0.0)	(55, 0.0)	(60, 0.0)	(65, 0.0)	(70, 0.0)	(75, 0.0)	(80, 0.0)	(85, 9.841734136050165e-06)	(90, 0.0004536570782712647)	(95, 0.0)	(100, 0.0)	(105, 0.0)	(110, 0.0)	(115, 0.0)	(120, 0.0)	(125, 0.0)	(130, 0.0)	(135, 0.0)	(140, 1.4059620194357376e-06)	(145, 0.0)	(150, 0.0)
NG-29643_IPH_926_lib581313_7997_4_1	(1, 0.0041386362734533045)	(2, 0.14082938514608107)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0167616799809046)	(10, 2.4368810246044975e-06)	(15, 0.00020713488709138227)	(20, 1.5027432985061068e-05)	(25, 0.0)	(30, 0.00013118542849120877)	(35, 0.0024202290042697)	(40, 6.498349398945325e-05)	(45, 0.0002765859962926104)	(50, 0.0014491319159648077)	(55, 0.0037353324638812603)	(60, 6.701422817662367e-05)	(65, 2.558725075834722e-05)	(70, 0.0)	(75, 0.0012753010695430204)	(80, 0.0)	(85, 0.002159888881474453)	(90, 2.4368810246044975e-06)	(95, 0.0)	(100, 1.5433579822495148e-05)	(105, 0.0)	(110, 0.003494487389282849)	(115, 0.0005673871318954138)	(120, 6.498349398945326e-06)	(125, 1.990119503427006e-05)	(130, 1.949504819683598e-05)	(135, 0.0005101204278172081)	(140, 2.030734187170414e-06)	(145, 2.84302786203858e-06)	(150, 0.0012255480819573451)
NG-29643_IPH_926_lib581313_7997_4_2	(1, 0.06311928000563083)	(2, 0.008157459229863554)	(3, 0.00017667387428382605)	(4, 0.00017870460847099648)	(5, 0.006719699425346901)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 8.935230423549824e-06)	(20, 3.289789383216071e-05)	(25, 6.945110920122818e-05)	(30, 0.0014129848474331744)	(35, 7.148184338839859e-05)	(40, 0.00017708002112126013)	(45, 0.0001758615806089579)	(50, 0.00036350141950350416)	(55, 0.0006055649346142176)	(60, 0.00035781536377942703)	(65, 0.0005495166710483141)	(70, 0.00029973636602635315)	(75, 0.0018463435229753406)	(80, 0.003759295127289871)	(85, 0.0007335011884059537)	(90, 0.0005816022712056067)	(95, 0.0009775954377038375)	(100, 0.0010580125115157858)	(105, 0.00370446530423627)	(110, 0.0008849939587688665)	(115, 0.01057728208729582)	(120, 0.0015035555921809748)	(125, 0.0019105147232899257)	(130, 0.004447307869903207)	(135, 0.0016932261652626917)	(140, 0.0010015581011124483)	(145, 0.002043730885968305)	(150, 0.007670083024942655)
NG-29643_JIMT_1_B_lib581287_7997_4_1	(1, 0.004093317383635414)	(2, 0.1403611735098208)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.016841890942788342)	(10, 3.1068822646189103e-06)	(15, 0.00021385706254793498)	(20, 1.2427529058475641e-05)	(25, 0.0)	(30, 0.00014188095675093023)	(35, 0.0024156009607412027)	(40, 7.249391950777457e-05)	(45, 0.0002734056392864641)	(50, 0.001436415233675476)	(55, 0.0037168668159057562)	(60, 5.851294931698948e-05)	(65, 3.0033195224649467e-05)	(70, 0.0)	(75, 0.0012779642381799117)	(80, 0.0)	(85, 0.002152033781959365)	(90, 5.178137107698184e-07)	(95, 0.0)	(100, 1.2945342769245459e-05)	(105, 0.0)	(110, 0.0034693518621577834)	(115, 0.0006079132964437667)	(120, 7.249391950777457e-06)	(125, 1.657003874463419e-05)	(130, 1.3463156480015279e-05)	(135, 0.0005033149268682635)	(140, 1.5534411323094552e-06)	(145, 3.1068822646189103e-06)	(150, 0.0012388693030167906)
NG-29643_JIMT_1_B_lib581287_7997_4_2	(1, 0.06235771611945538)	(2, 0.007976920214409051)	(3, 0.0002200708270771728)	(4, 0.0002226598956310219)	(5, 0.006537398098468957)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 6.213764529237821e-06)	(20, 2.6926312960030557e-05)	(25, 5.695950818468002e-05)	(30, 0.0013716885198292487)	(35, 5.64416944739102e-05)	(40, 0.00017864573021558733)	(45, 0.0001439522115940095)	(50, 0.00033398984344653286)	(55, 0.0005980748359391402)	(60, 0.00035004206848039725)	(65, 0.0005209205930344372)	(70, 0.0002583890416741394)	(75, 0.0018035451546112773)	(80, 0.00370495710055805)	(85, 0.0007321885870285232)	(90, 0.0005556141116560151)	(95, 0.0009765966585118773)	(100, 0.0010252711473242404)	(105, 0.0036448907101087518)	(110, 0.000860606387299438)	(115, 0.01049349484875037)	(120, 0.001447807135312412)	(125, 0.0018796637700944406)	(130, 0.004367240836632648)	(135, 0.0016305953752141582)	(140, 0.0009817747956195756)	(145, 0.0020080815703653557)	(150, 0.00763775223385482)
NG-29643_KPL_1_lib581296_7997_4_1	(1, 0.004080331550532234)	(2, 0.14215236702832112)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.01693430117995833)	(10, 4.163603622992076e-06)	(15, 0.00019892772865406588)	(20, 1.7117037116745203e-05)	(25, 0.0)	(30, 0.00014850186255338404)	(35, 0.0024172032144592886)	(40, 7.07812615908653e-05)	(45, 0.000266008009246716)	(50, 0.0014942710780293785)	(55, 0.0037139344317089315)	(60, 7.679535571296496e-05)	(65, 2.7757357486613844e-05)	(70, 0.0)	(75, 0.0013036705566212966)	(80, 0.0)	(85, 0.0021479568468391343)	(90, 2.313113123884487e-06)	(95, 0.0)	(100, 1.6654414491968306e-05)	(105, 0.0)	(110, 0.003468744440577176)	(115, 0.0005935448275887593)	(120, 1.064032036986864e-05)	(125, 3.053309323527523e-05)	(130, 2.2205885989291073e-05)	(135, 0.0004737255677715429)	(140, 4.626226247768974e-06)	(145, 3.700980998215179e-06)	(150, 0.001250237643459565)
NG-29643_KPL_1_lib581296_7997_4_2	(1, 0.06306008998333887)	(2, 0.00797561405115371)	(3, 0.00017117037116745203)	(4, 0.00016885725804356754)	(5, 0.00655767570621252)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 9.715075120314845e-06)	(20, 4.487439460335904e-05)	(25, 8.60478082085029e-05)	(30, 0.0014068354019465448)	(35, 8.69730534580567e-05)	(40, 0.00019800248340451208)	(45, 0.00016885725804356754)	(50, 0.0003418781197101271)	(55, 0.00058151663934456)	(60, 0.0003502053269561113)	(65, 0.0005236888112474478)	(70, 0.0002831250463634612)	(75, 0.0017871111995131543)	(80, 0.003722261638954916)	(85, 0.0007272427661492826)	(90, 0.0005685632058508069)	(95, 0.000937273437797994)	(100, 0.0010404382831232422)	(105, 0.0035931899266421615)	(110, 0.0008822213454495432)	(115, 0.01054178175079116)	(120, 0.0014063727793217678)	(125, 0.0018847245733410796)	(130, 0.004338012352532966)	(135, 0.0016168660735952562)	(140, 0.0010062042088897518)	(145, 0.0020110205499051727)	(150, 0.007383457091439281)
NG-29643_MCF_7_lib581315_7997_4_1	(1, 0.004125637746570492)	(2, 0.14169317715825674)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.016806684538112487)	(10, 3.966959371702396e-06)	(15, 0.0001987887418486423)	(20, 1.8071703804422026e-05)	(25, 0.0)	(30, 0.0001529483224423035)	(35, 0.00239295804766359)	(40, 6.611598952837326e-05)	(45, 0.0002763648362286003)	(50, 0.0014964252296588484)	(55, 0.003793294705874536)	(60, 6.47936697378058e-05)	(65, 2.1597889912601936e-05)	(70, 0.0)	(75, 0.0012663415861001095)	(80, 0.0)	(85, 0.0021884392533891555)	(90, 1.763093054089954e-06)	(95, 0.0)	(100, 1.763093054089954e-05)	(105, 0.0)	(110, 0.0035257453349163853)	(115, 0.0005941623592283145)	(120, 5.73005242579235e-06)	(125, 2.2038663176124423e-05)	(130, 1.8953250331467005e-05)	(135, 0.0004976330145168895)	(140, 1.3223197905674653e-06)	(145, 4.407732635224885e-06)	(150, 0.0013157081916146279)
