Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
NG-13640_KG_1_lib248391_5885_6_2	(1, 30.700969244237513)	(2, 30.78472105677077)	(3, 33.79366259416457)	(4, 34.76672110660878)	(5, 35.178385448067914)	(6, 38.17366707958515)	(7, 38.23959686425687)	(8, 38.330898764218155)	(9, 38.39653940199271)	(10, 38.3555013115208)	(15, 38.2965259667284)	(20, 38.189167693867915)	(25, 38.103092442121905)	(30, 38.083584716258244)	(35, 38.030737846744294)	(40, 37.926795787039545)	(45, 37.83817871050674)	(50, 37.745573722685705)	(55, 37.663507737844554)	(60, 37.55087937680136)	(65, 37.41373384151631)	(70, 37.26272336667282)	(75, 36.69263616899754)	(80, 37.319283871695475)	(85, 37.26779183016739)	(90, 37.13082370459858)	(95, 36.93491780110146)	(100, 36.70156953592262)	(105, 36.480114891735276)	(110, 36.16201123590752)	(115, 35.80178747993318)	(120, 35.35486500925138)	(125, 34.91621247949239)	(130, 34.50535072138352)	(135, 33.95813715536702)	(140, 33.293386153797556)	(145, 32.895399374579334)	(150, 30.43575039533057)
NG-13640_KHYG_1_lib248382_5885_5_1	(1, 31.32552921165817)	(2, 31.34148508692284)	(3, 34.852069580452195)	(4, 35.59762515025555)	(5, 35.89879068486199)	(6, 39.09554616082947)	(7, 39.29401328243787)	(8, 39.383228873436316)	(9, 39.408959634362915)	(10, 39.39880794712333)	(15, 39.403141588361066)	(20, 39.31847268302472)	(25, 39.17861945260276)	(30, 39.077585233554416)	(35, 39.05591422843192)	(40, 39.006407507964106)	(45, 38.943951976024465)	(50, 38.89109288795484)	(55, 38.84190800581631)	(60, 38.791761865672925)	(65, 38.70440713603137)	(70, 38.623473746294096)	(75, 38.16738101097879)	(80, 38.50322094138818)	(85, 38.47342724819312)	(90, 38.39072262807124)	(95, 38.30397621739462)	(100, 38.2131598380602)	(105, 38.1503852471976)	(110, 38.08588761968453)	(115, 38.008134222283374)	(120, 37.856000071079905)	(125, 37.68534020682038)	(130, 37.546047069083485)	(135, 37.36761726051687)	(140, 37.21023421022193)	(145, 36.96965054270349)	(150, 35.67133712161426)
NG-13640_KHYG_1_lib248382_5885_5_2	(1, 30.80768682248309)	(2, 30.928987795542184)	(3, 33.77767492961821)	(4, 34.84335920090571)	(5, 35.17367488223161)	(6, 38.11378124692239)	(7, 38.20597724675133)	(8, 38.242463040893135)	(9, 38.323072886904264)	(10, 38.37816946216144)	(15, 38.29721228799623)	(20, 38.182540420346484)	(25, 38.072188361994314)	(30, 38.083460312713804)	(35, 37.87450196716226)	(40, 37.74014407218697)	(45, 37.65226184116598)	(50, 37.58618658486664)	(55, 37.496952833344395)	(60, 37.37987371340988)	(65, 37.255413486161196)	(70, 37.134595465870476)	(75, 36.50381546095868)	(80, 37.13875509153718)	(85, 37.12225939958444)	(90, 36.91570889865015)	(95, 36.715271776795056)	(100, 36.51951964698546)	(105, 36.28524457441333)	(110, 35.910571208357645)	(115, 35.58848445091396)	(120, 35.16940404776595)	(125, 34.64485431972793)	(130, 34.236006805444745)	(135, 33.64669866737556)	(140, 32.958656832037875)	(145, 32.57749044082751)	(150, 30.153885525431146)
NG-13640_KMS_12_BM_lib248379_5885_5_1	(1, 31.335846016868718)	(2, 31.38849002331285)	(3, 34.8444382322423)	(4, 35.63508531054828)	(5, 35.93122229564158)	(6, 39.109247984619806)	(7, 39.32326521250392)	(8, 39.358191836808494)	(9, 39.43655110181257)	(10, 39.434594963218075)	(15, 39.42878401163984)	(20, 39.353762317673805)	(25, 39.217324069086416)	(30, 39.11660268178577)	(35, 39.09618267121968)	(40, 39.04992835536168)	(45, 38.983925096332534)	(50, 38.932206371491986)	(55, 38.8799426287374)	(60, 38.834007554903145)	(65, 38.74521492576913)	(70, 38.66088417477291)	(75, 38.21163912425684)	(80, 38.54319402109462)	(85, 38.51574854939337)	(90, 38.4326126244073)	(95, 38.34782670007154)	(100, 38.252519292346314)	(105, 38.19101569211343)	(110, 38.12605270719677)	(115, 38.05001558792685)	(120, 37.89754485278056)	(125, 37.72808652769655)	(130, 37.58891202039483)	(135, 37.404483180168896)	(140, 37.25569634499505)	(145, 37.01676967678308)	(150, 35.72794544714355)
NG-13640_KMS_12_BM_lib248379_5885_5_2	(1, 30.866655721866838)	(2, 30.85270681752329)	(3, 33.82879910681032)	(4, 34.83625914433619)	(5, 35.224328041236845)	(6, 38.22223888780322)	(7, 38.19497907174263)	(8, 38.26202016380397)	(9, 38.33665240130324)	(10, 38.396050219912226)	(15, 38.32249812572306)	(20, 38.201692560679604)	(25, 38.08623252881576)	(30, 38.08288938121793)	(35, 37.91606314962548)	(40, 37.774942967791176)	(45, 37.673986814801246)	(50, 37.59244595150439)	(55, 37.4866892191505)	(60, 37.36296228458835)	(65, 37.228681053603374)	(70, 37.10053833832781)	(75, 36.4563984840838)	(80, 37.09322373470383)	(85, 37.06799644649218)	(90, 36.8525651280356)	(95, 36.64903238274623)	(100, 36.44752988447147)	(105, 36.209524069732744)	(110, 35.822824234286664)	(115, 35.49379468041598)	(120, 35.06827565907231)	(125, 34.530660195507025)	(130, 34.11241695018853)	(135, 33.516063929489206)	(140, 32.819919594447356)	(145, 32.4390740731393)	(150, 30.02932453198361)
NG-13640_KM_H2_lib248380_5885_5_1	(1, 31.364155865151695)	(2, 31.295723737055074)	(3, 34.79019099488521)	(4, 35.57277950865567)	(5, 35.891642435169985)	(6, 39.0856456934345)	(7, 39.24890295364679)	(8, 39.3741075137474)	(9, 39.386349174013006)	(10, 39.37599375536725)	(15, 39.40092085470961)	(20, 39.331278216638054)	(25, 39.1942072212956)	(30, 39.09858868278707)	(35, 39.07719247092271)	(40, 39.0302253942547)	(45, 38.966415478328216)	(50, 38.9139783875122)	(55, 38.864914614975895)	(60, 38.812623376506735)	(65, 38.731103321196656)	(70, 38.64659985339647)	(75, 38.19014271492513)	(80, 38.52698991432205)	(85, 38.50191882426499)	(90, 38.41697484367495)	(95, 38.332612672121876)	(100, 38.243679703739204)	(105, 38.179146805004436)	(110, 38.11490935872284)	(115, 38.03434577408481)	(120, 37.885397222697954)	(125, 37.71530416354439)	(130, 37.57643336183617)	(135, 37.393921746537565)	(140, 37.243218974277426)	(145, 36.99754435205914)	(150, 35.71228891551149)
NG-13640_KM_H2_lib248380_5885_5_2	(1, 30.87395795038383)	(2, 30.948973520119814)	(3, 34.048583904189634)	(4, 34.91475071990254)	(5, 35.29312733176061)	(6, 38.29238361788204)	(7, 38.33193142090094)	(8, 38.41850952259546)	(9, 38.433295209338695)	(10, 38.46655095697487)	(15, 38.38624599223463)	(20, 38.26337025230219)	(25, 38.148156026819755)	(30, 38.13606765726454)	(35, 37.977697597861734)	(40, 37.836182804928505)	(45, 37.72928109359458)	(50, 37.64377897445706)	(55, 37.540584083004305)	(60, 37.41279832093845)	(65, 37.2810373536899)	(70, 37.15354777076695)	(75, 36.51964281974399)	(80, 37.14110380497607)	(85, 37.1208994459399)	(90, 36.909015717115196)	(95, 36.70336205458869)	(100, 36.499191116748634)	(105, 36.2606950052532)	(110, 35.885859879112296)	(115, 35.553857977471395)	(120, 35.12886987701593)	(125, 34.597512002118016)	(130, 34.18067958963259)	(135, 33.580494577690175)	(140, 32.88930362914165)	(145, 32.50006474479004)	(150, 30.0899728246614)
NG-13640_KM_H2_lib248380_5904_3_1	(1, 31.422063898455757)	(2, 31.433450141769217)	(3, 35.104127728133236)	(4, 35.768906287881784)	(5, 35.996330936983625)	(6, 39.12411349103046)	(7, 39.44244427670188)	(8, 39.666578745105994)	(9, 39.718912735845)	(10, 39.699534869725355)	(15, 39.70457437424666)	(20, 39.54396983040997)	(25, 39.48513868279288)	(30, 39.41882182816092)	(35, 39.33184416906388)	(40, 39.38649739760204)	(45, 39.32432735707445)	(50, 39.22718899753945)	(55, 39.11668911704171)	(60, 39.17967447242764)	(65, 39.13395297973276)	(70, 39.103667171613836)	(75, 38.52332931553581)	(80, 38.97527156241887)	(85, 38.932878835033584)	(90, 38.919835602729805)	(95, 38.896557062755015)	(100, 38.80001167511207)	(105, 38.638929896024436)	(110, 38.46362399605213)	(115, 38.36101492660499)	(120, 38.14129098540353)	(125, 37.90651681026997)	(130, 37.72346140421164)	(135, 37.54005252940701)	(140, 37.20873927703717)	(145, 36.90098887683359)	(150, 35.18895631547906)
NG-13640_KM_H2_lib248380_5904_3_2	(1, 30.85308487754888)	(2, 31.122791142733835)	(3, 34.27420135527589)	(4, 35.04273065224157)	(5, 35.20933037472123)	(6, 38.25410408560144)	(7, 38.46019319817256)	(8, 38.629715309528024)	(9, 38.60095249312647)	(10, 38.57074787776038)	(15, 38.476191746950974)	(20, 38.35623206821429)	(25, 38.24431188196273)	(30, 38.27467439505209)	(35, 37.98880870870509)	(40, 37.80881288698526)	(45, 37.64105964967786)	(50, 37.76227126495283)	(55, 37.60743582557142)	(60, 37.398655161207685)	(65, 37.340024519454786)	(70, 36.998856028157824)	(75, 36.637668192971205)	(80, 37.416033832033136)	(85, 37.374947582357684)	(90, 37.13508964388328)	(95, 36.88494041222259)	(100, 36.63996003982262)	(105, 36.26197409122407)	(110, 35.52008628234513)	(115, 35.203050058547504)	(120, 34.62802001103891)	(125, 34.43103229311925)	(130, 33.50278123866233)	(135, 33.12414215437628)	(140, 32.83393929285618)	(145, 32.235908483628194)	(150, 29.774884151594193)
NG-13640_KOPN_8_lib227470_5697_7_1	(1, 31.21488351402747)	(2, 31.565486254273278)	(3, 35.433494813752375)	(4, 36.03420300176754)	(5, 36.26951486685871)	(6, 39.68162302239435)	(7, 39.779071441730295)	(8, 39.80219033479174)	(9, 39.89147069544302)	(10, 39.92831531990982)	(15, 39.8989434056807)	(20, 39.887443576146744)	(25, 39.783289872922644)	(30, 39.72055429806195)	(35, 39.65006062190853)	(40, 39.65617725858869)	(45, 39.59148179316415)	(50, 39.53314630258787)	(55, 39.46666677023245)	(60, 39.40684484525612)	(65, 39.336642560500394)	(70, 39.30774795119853)	(75, 39.02945923572062)	(80, 39.27896708043075)	(85, 39.24746701360169)	(90, 39.112526278442424)	(95, 39.08315931206867)	(100, 39.02756845201587)	(105, 38.900048622194134)	(110, 38.73510557564074)	(115, 38.604705138598305)	(120, 38.43517486309266)	(125, 38.19016291007997)	(130, 37.95021692792204)	(135, 37.66796432394324)	(140, 37.361298516095836)	(145, 37.06966143445201)	(150, 35.192783834509854)
NG-13640_KOPN_8_lib227470_5697_7_2	(1, 30.96183038336228)	(2, 31.380219946152653)	(3, 34.887385860229415)	(4, 35.77929126010866)	(5, 35.888151554441194)	(6, 39.23601132251067)	(7, 39.312808407175254)	(8, 39.29085336698548)	(9, 39.39856140134138)	(10, 39.37800234378433)	(15, 39.311789758712244)	(20, 39.26472227860624)	(25, 39.10816833637043)	(30, 39.205113018201686)	(35, 39.008332110771605)	(40, 38.95155786275096)	(45, 38.87655095022028)	(50, 38.815817392601005)	(55, 38.7238095674551)	(60, 38.67606707792769)	(65, 38.58184271455192)	(70, 38.49190090253503)	(75, 38.01671423604987)	(80, 38.40261550081918)	(85, 38.299820356731445)	(90, 38.1288646056467)	(95, 37.95289176028479)	(100, 37.742530815206365)	(105, 37.40970274438391)	(110, 37.04504675888385)	(115, 36.603189086972904)	(120, 36.24236883896612)	(125, 35.790997746104296)	(130, 35.4261619289754)	(135, 35.036505032258255)	(140, 34.641981702294885)	(145, 34.29929124690402)	(150, 31.327097096942953)
NG-13640_KU812_lib236377_5767_8_1	(1, 31.221947902245457)	(2, 31.455194060458798)	(3, 35.25059370068615)	(4, 35.88071827707978)	(5, 36.122615083258836)	(6, 39.48510040822635)	(7, 39.62008884321534)	(8, 39.76822251353302)	(9, 39.79817287471305)	(10, 39.79862460552817)	(15, 39.7692989855259)	(20, 39.70574697278605)	(25, 39.58558838843605)	(30, 39.53147586346006)	(35, 39.50543456844057)	(40, 39.48958144101626)	(45, 39.46286118652681)	(50, 39.4120752861495)	(55, 39.34776075337252)	(60, 39.26932616218519)	(65, 39.22227095809642)	(70, 39.172544230753054)	(75, 38.80056250439485)	(80, 39.16743074470071)	(85, 39.104732529843176)	(90, 39.029270981050914)	(95, 39.00120891730952)	(100, 38.95330707693088)	(105, 38.82418301498783)	(110, 38.77329573575209)	(115, 38.67190292806822)	(120, 38.477769965288864)	(125, 38.3244439535023)	(130, 38.18333064319201)	(135, 38.00406033727309)	(140, 37.78460251396304)	(145, 37.516266448422456)	(150, 36.007557336622995)
NG-13640_KU812_lib236377_5767_8_2	(1, 30.902638514493578)	(2, 31.056591848539433)	(3, 34.40295847512404)	(4, 35.26495752329179)	(5, 35.53074680919638)	(6, 38.686109195640476)	(7, 38.80396727292481)	(8, 38.920362365151476)	(9, 38.939595862874256)	(10, 38.907928313862)	(15, 38.84815010718499)	(20, 38.75499096517596)	(25, 38.704931735327065)	(30, 38.69471155089555)	(35, 38.560227610883416)	(40, 38.41440689083334)	(45, 38.350950580649865)	(50, 38.296482152054885)	(55, 38.19611156691176)	(60, 38.11079847133499)	(65, 38.004137551599555)	(70, 37.86979535814557)	(75, 37.39492497050452)	(80, 37.81742354675502)	(85, 37.74057911991248)	(90, 37.51802514648546)	(95, 37.330393117932985)	(100, 37.03490519640784)	(105, 36.65055657361997)	(110, 36.282301679718)	(115, 35.839300825000905)	(120, 35.42856206649385)	(125, 34.8741531897338)	(130, 34.243582200487815)	(135, 33.84220811992671)	(140, 33.34716933774849)	(145, 32.96628701917489)	(150, 30.03146721398059)
NG-13640_K_562_RNA_lib206692_5568_1_1	(1, 31.519695145583942)	(2, 31.695891760943894)	(3, 35.77628883948369)	(4, 36.30776249125746)	(5, 36.44402579627882)	(6, 39.92013573272949)	(7, 40.08796516369782)	(8, 40.206193989840635)	(9, 40.173983354060475)	(10, 40.28783410836407)	(15, 40.226080517396454)	(20, 40.22059854485924)	(25, 40.13972101246496)	(30, 40.068530443153826)	(35, 40.06939493767518)	(40, 40.04461981377199)	(45, 40.030057062757265)	(50, 40.01384609161665)	(55, 39.947939079126684)	(60, 39.85016502822985)	(65, 39.86988952373669)	(70, 39.747540247298915)	(75, 39.617323502957575)	(80, 39.81801829920771)	(85, 39.808116981961874)	(90, 39.772729429571)	(95, 39.73500252035145)	(100, 39.67517918176463)	(105, 39.615763047249786)	(110, 39.536862205833366)	(115, 39.30644473649568)	(120, 39.31906352653577)	(125, 39.20165059706663)	(130, 39.03502582201921)	(135, 38.852266555664315)	(140, 38.79478222677868)	(145, 38.611253884775735)	(150, 36.91342118404302)
NG-13640_K_562_RNA_lib206692_5568_1_2	(1, 31.238156988404324)	(2, 31.444338181596212)	(3, 35.02227381739476)	(4, 35.906672128531305)	(5, 36.1444442761105)	(6, 39.65362337109325)	(7, 39.66970969993329)	(8, 39.617871623137226)	(9, 39.69496419512389)	(10, 39.735192452036465)	(15, 39.690288523244675)	(20, 39.6208629795158)	(25, 39.648963884768385)	(30, 39.53409048701545)	(35, 39.50274612257866)	(40, 39.50408014526403)	(45, 39.50174831345318)	(50, 39.44760272142063)	(55, 39.45100748309776)	(60, 39.34679815934181)	(65, 39.34277327500807)	(70, 39.28246608189414)	(75, 38.87274592989349)	(80, 39.26396124527572)	(85, 39.323289262361456)	(90, 39.17298368574372)	(95, 39.09447443942956)	(100, 38.958217971054566)	(105, 38.79448458555406)	(110, 38.52227104920017)	(115, 38.349039232024566)	(120, 38.11156782628329)	(125, 37.80489653321135)	(130, 37.54143989362602)	(135, 37.32412383331703)	(140, 37.172792100790524)	(145, 36.842120419406484)	(150, 33.672170613158045)
NG-13640_LAMA_84_lib259816_5981_7_1	(1, 31.450848513350017)	(2, 31.650522709684257)	(3, 35.735577054126956)	(4, 36.24913900868117)	(5, 36.406119385276405)	(6, 39.93514204998533)	(7, 39.951164425154495)	(8, 40.03994695643195)	(9, 40.086249668368204)	(10, 40.138980596873196)	(15, 40.08226459763326)	(20, 40.06326635933559)	(25, 39.978187805589535)	(30, 39.92266620428176)	(35, 39.897267082903454)	(40, 39.86702558780295)	(45, 39.82039506588202)	(50, 39.78886517618306)	(55, 39.732595947874)	(60, 39.67651689440437)	(65, 39.62367496349052)	(70, 39.54695989399795)	(75, 39.22497973398923)	(80, 39.53949441055612)	(85, 39.510722412661465)	(90, 39.453152184565326)	(95, 39.37409747193599)	(100, 39.30690482992912)	(105, 39.24421210678313)	(110, 39.1392971739747)	(115, 39.07762778191914)	(120, 38.96100708783249)	(125, 38.79185409915458)	(130, 38.67439865961213)	(135, 38.517750376763544)	(140, 38.347248595363)	(145, 38.14302496872218)	(150, 36.75215918601348)
NG-13640_LAMA_84_lib259816_5981_7_2	(1, 31.019021863641267)	(2, 31.298633978378763)	(3, 34.86137354135454)	(4, 35.72538789475185)	(5, 35.915319389806264)	(6, 39.25061788678351)	(7, 39.28487776335235)	(8, 39.34472062520234)	(9, 39.41655795803786)	(10, 39.44548853437757)	(15, 39.39081510960017)	(20, 39.32204701923057)	(25, 39.24324847306514)	(30, 39.27374400317641)	(35, 39.169764173480345)	(40, 39.0732765517276)	(45, 39.0193106359157)	(50, 38.95617027424148)	(55, 38.90008929370463)	(60, 38.81522079028568)	(65, 38.713681858178326)	(70, 38.614178630664)	(75, 38.11208740609639)	(80, 38.659579495996425)	(85, 38.62449964398267)	(90, 38.511695231232316)	(95, 38.3157570092534)	(100, 38.16173938171884)	(105, 37.94909986460684)	(110, 37.69828557547014)	(115, 37.34495297027902)	(120, 36.995028154055845)	(125, 36.63842783098845)	(130, 36.23499170328737)	(135, 35.66752837715976)	(140, 35.18967163713057)	(145, 34.80094794605605)	(150, 31.917998503352834)
NG-13640_LP_1_lib241211_5808_7_1	(1, 31.466842683793278)	(2, 31.437753121704684)	(3, 35.24907624971429)	(4, 35.87510504819674)	(5, 36.11395546113418)	(6, 39.455830720896245)	(7, 39.57066207304237)	(8, 39.64597660332356)	(9, 39.70103993587804)	(10, 39.73963052586531)	(15, 39.67815848880629)	(20, 39.62290435782164)	(25, 39.50371993613568)	(30, 39.43722001512986)	(35, 39.393352375289446)	(40, 39.34872332241271)	(45, 39.31007231364422)	(50, 39.245211829177926)	(55, 39.17614212632001)	(60, 39.11003224554089)	(65, 39.04108575629533)	(70, 38.961141998857656)	(75, 38.523995365241355)	(80, 38.92486683431079)	(85, 38.90219342962127)	(90, 38.781051575816306)	(95, 38.668998681157)	(100, 38.58069647272416)	(105, 38.438268930203286)	(110, 38.262794235757084)	(115, 38.10019813225159)	(120, 37.90647749087832)	(125, 37.63777991856806)	(130, 37.361079647844505)	(135, 36.99213748853042)	(140, 36.70384749591674)	(145, 36.32934734455857)	(150, 34.37203030973677)
NG-13640_LP_1_lib241211_5808_7_2	(1, 30.897970306737218)	(2, 30.770844222434423)	(3, 33.902115485442415)	(4, 34.8078336362391)	(5, 35.148560868796416)	(6, 38.09894429234658)	(7, 38.14865812988203)	(8, 38.27121518931299)	(9, 38.31689390958876)	(10, 38.2825601780641)	(15, 38.17215548805554)	(20, 37.99281506326869)	(25, 37.83057141618473)	(30, 37.77685706295444)	(35, 37.582565081711486)	(40, 37.28788651877461)	(45, 37.10585442997724)	(50, 36.90099202518635)	(55, 36.68265390484315)	(60, 36.440556584545725)	(65, 36.241891681027155)	(70, 35.956564465670496)	(75, 34.96254501031417)	(80, 35.686967025352786)	(85, 35.36826923383974)	(90, 34.79201633163551)	(95, 34.04536574200439)	(100, 33.49916902661463)	(105, 32.74363069516562)	(110, 31.99323676070682)	(115, 31.19721588654021)	(120, 30.653328859431646)	(125, 30.029994745086924)	(130, 29.446572634627444)	(135, 28.925600086555328)	(140, 28.208445899373583)	(145, 27.50537953933101)	(150, 24.72997635370301)
NG-13640_L_1236_lib241215_5808_7_1	(1, 31.192154194738247)	(2, 31.431224123157083)	(3, 34.99869821827666)	(4, 35.76122686813737)	(5, 36.06980335775329)	(6, 39.36783645670929)	(7, 39.602650179990924)	(8, 39.669389488668735)	(9, 39.70236774862996)	(10, 39.69938126582377)	(15, 39.592275632308535)	(20, 39.45609429142708)	(25, 39.26843044688274)	(30, 39.27933513679686)	(35, 39.06051652067136)	(40, 38.9024705848107)	(45, 38.94667630061223)	(50, 38.973545121662)	(55, 38.95196228751022)	(60, 38.911736296141484)	(65, 38.852015864455666)	(70, 38.77361912227053)	(75, 38.31356718405649)	(80, 38.770030163754555)	(85, 38.74800408326007)	(90, 38.61222391602796)	(95, 38.49225975249633)	(100, 38.3889189466144)	(105, 38.23371082443889)	(110, 38.0391444654542)	(115, 37.86028229146926)	(120, 37.646944548216446)	(125, 37.33953835789804)	(130, 37.036366773647885)	(135, 36.61071730865609)	(140, 36.284063460662566)	(145, 35.85426810513555)	(150, 33.824998776604964)
NG-13640_L_1236_lib241215_5808_7_2	(1, 30.989091260589138)	(2, 31.028007529013657)	(3, 34.5623307609475)	(4, 35.23309726257439)	(5, 35.591008323898315)	(6, 38.67477981584624)	(7, 38.69045568066426)	(8, 38.81232042026834)	(9, 38.87827651946387)	(10, 38.82744811470552)	(15, 38.76965643201946)	(20, 38.62512012214123)	(25, 38.41165830651571)	(30, 38.38968980776119)	(35, 38.28863327565605)	(40, 38.077091205473906)	(45, 37.90758923808903)	(50, 37.7334970451953)	(55, 37.53362138052235)	(60, 37.31038343290932)	(65, 37.11935266848818)	(70, 36.85110779899676)	(75, 36.05386002630543)	(80, 36.683954292541486)	(85, 36.3804293029262)	(90, 35.8585981057769)	(95, 35.1588161396216)	(100, 34.6461491376531)	(105, 33.91476220106135)	(110, 33.2070586777599)	(115, 32.442119067983604)	(120, 31.909486432568762)	(125, 31.268719281181724)	(130, 30.651781477480974)	(135, 30.105576075489143)	(140, 29.353269848969813)	(145, 28.60923870066165)	(150, 25.631823517042086)
NG-13640_L_363_lib241210_5808_6_1	(1, 31.473261321474155)	(2, 31.348157606457484)	(3, 35.19452915323194)	(4, 35.845614036616915)	(5, 36.12745474762069)	(6, 39.45108675741226)	(7, 39.5456902425201)	(8, 39.70467879512793)	(9, 39.73359438242888)	(10, 39.730241458882304)	(15, 39.66555158956057)	(20, 39.61748691361025)	(25, 39.466302110250055)	(30, 39.38577637804404)	(35, 39.353635747767804)	(40, 39.30006732061684)	(45, 39.27195075535693)	(50, 39.19969201124231)	(55, 39.124621692318)	(60, 39.01112766350555)	(65, 38.96426283352544)	(70, 38.83378205482135)	(75, 38.249114212947084)	(80, 38.771286518915055)	(85, 38.76849897959487)	(90, 38.576517718996094)	(95, 38.407454205024415)	(100, 38.311885301685294)	(105, 38.139044821911426)	(110, 37.78957767351443)	(115, 37.62922091210705)	(120, 37.40855842657323)	(125, 37.11814478707577)	(130, 36.70765575284565)	(135, 36.36493219357972)	(140, 35.99308210454028)	(145, 35.56727943454714)	(150, 33.40596886951946)
NG-13640_L_363_lib241210_5808_6_2	(1, 30.973049798815815)	(2, 30.772997658364773)	(3, 33.86579600303211)	(4, 34.80354032627523)	(5, 35.178525668412824)	(6, 38.16528283280144)	(7, 38.26758203275249)	(8, 38.41928334309253)	(9, 38.4815902014958)	(10, 38.39459973977715)	(15, 38.256531073619605)	(20, 38.033815977983885)	(25, 37.93159294852562)	(30, 37.869540407610195)	(35, 37.74453082977815)	(40, 37.53563800918486)	(45, 37.290683853530716)	(50, 37.07270263798487)	(55, 36.90540991091861)	(60, 36.61521140866409)	(65, 36.461283476072204)	(70, 36.08784073622688)	(75, 35.1808966779298)	(80, 35.93081278116027)	(85, 35.62205866854883)	(90, 34.93582931250519)	(95, 34.275959599349314)	(100, 33.70008104895627)	(105, 32.9666552908489)	(110, 32.08002453341419)	(115, 31.2706732353139)	(120, 30.441413191991728)	(125, 29.986421915071208)	(130, 29.274465247811918)	(135, 28.568197070530353)	(140, 27.844864578239402)	(145, 27.36309056953242)	(150, 24.431162292696968)
NG-13640_L_428_lib241214_5808_7_1	(1, 31.40897446128583)	(2, 31.43443272390807)	(3, 35.17933830110627)	(4, 35.892322874191315)	(5, 36.123395587198885)	(6, 39.45486784130584)	(7, 39.55372613030621)	(8, 39.62411766791092)	(9, 39.688893887001974)	(10, 39.73306690607717)	(15, 39.67844764384107)	(20, 39.63207260227132)	(25, 39.519474935026956)	(30, 39.45847300865516)	(35, 39.418482582015244)	(40, 39.37145210854029)	(45, 39.3308842667929)	(50, 39.26890597543961)	(55, 39.200144313862914)	(60, 39.13522002400874)	(65, 39.06543780772249)	(70, 38.97890617775342)	(75, 38.53070498332358)	(80, 38.93242537919309)	(85, 38.9119843146173)	(90, 38.78222784132979)	(95, 38.6716335897713)	(100, 38.57513699900856)	(105, 38.43258379515225)	(110, 38.252471871955855)	(115, 38.08625714674804)	(120, 37.88450674057998)	(125, 37.607202795952)	(130, 37.32267081977933)	(135, 36.93704887106021)	(140, 36.639478804684074)	(145, 36.24638543416358)	(150, 34.28772830247308)
NG-13640_L_428_lib241214_5808_7_2	(1, 31.0698049023756)	(2, 30.969596648864965)	(3, 34.133096971257395)	(4, 35.03780706391537)	(5, 35.27432785600066)	(6, 38.35002280957313)	(7, 38.53903946938)	(8, 38.613317577635556)	(9, 38.65809002435973)	(10, 38.58593664524128)	(15, 38.486155999818294)	(20, 38.32251185250878)	(25, 38.13185248434007)	(30, 38.111458538178155)	(35, 37.91893171120394)	(40, 37.64907153799088)	(45, 37.47188105623978)	(50, 37.29252266345067)	(55, 37.09461914349211)	(60, 36.860956264816956)	(65, 36.6752254059055)	(70, 36.406416536108566)	(75, 35.400116733325866)	(80, 36.13887814219738)	(85, 35.8487584180696)	(90, 35.3105914875177)	(95, 34.599646102993106)	(100, 34.085656566583864)	(105, 33.35263008335604)	(110, 32.646633604115365)	(115, 31.874423854031306)	(120, 31.352674727105228)	(125, 30.741215053874225)	(130, 30.15920699370175)	(135, 29.643666755566663)	(140, 28.938378424576076)	(145, 28.229950512443935)	(150, 25.33433121525818)
NG-13640_MEC_1_lib227482_5697_4_1	(1, 31.39487447357024)	(2, 31.514697793640167)	(3, 35.491642537327245)	(4, 36.0808593836127)	(5, 36.23910585099633)	(6, 39.69286028312152)	(7, 39.81448911082775)	(8, 39.94078487804263)	(9, 39.953242913510906)	(10, 39.96578524897748)	(15, 39.922666016181324)	(20, 39.89741357125084)	(25, 39.775205827324235)	(30, 39.731440920960324)	(35, 39.673521367912464)	(40, 39.677529439717055)	(45, 39.58590333496763)	(50, 39.54584639171511)	(55, 39.48413136333822)	(60, 39.434336343357664)	(65, 39.389189343569434)	(70, 39.330579539216096)	(75, 39.02116985837806)	(80, 39.305354020113256)	(85, 39.2593825069921)	(90, 39.21952763637275)	(95, 39.1502324390318)	(100, 39.08208183629163)	(105, 38.9811117482377)	(110, 38.84760898453815)	(115, 38.70250342674969)	(120, 38.57632838653741)	(125, 38.37318364566048)	(130, 38.10616709182683)	(135, 37.8718199099604)	(140, 37.612587586240714)	(145, 37.33802889874217)	(150, 35.53503544684036)
