tumour_sample_id	tumour_lineage	tumour_project_or_cohort	cell_line_model_id	cell_line_group_id	cell_line_lineage	similarity_metric	similarity_score	rank	is_focal_lineage	is_non_focal_lineage
TCGA-A8-A083-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-29643_CAL_148_lib581302_7997_4	CAL_148	breast cancer	Spearman correlation	0.358492688689051	14	TRUE	FALSE
TCGA-A8-A083-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-30919_MDA_MB_468_B_lib628474_10098_2	MDA_MB_468_B	breast cancer	Spearman correlation	0.30733919151257	15	TRUE	FALSE
TCGA-A8-A083-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-29643_HCC_1937_lib581305_7997_4	HCC_1937	breast cancer	Spearman correlation	0.180667100131402	16	TRUE	FALSE
TCGA-A8-A083-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-29643_HCC_1599_lib581304_7997_4	HCC_1599	breast cancer	Spearman correlation	0.152815884514373	17	TRUE	FALSE
TCGA-A8-A083-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-29643_HCC_1143_lib581306_7997_4	HCC_1143	breast cancer	Spearman correlation	0.152752996025098	18	TRUE	FALSE
TCGA-A8-A083-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-29643_CAL_120_lib581301_8005_3	CAL_120	breast cancer	Spearman correlation	0.135080631777763	19	TRUE	FALSE
TCGA-A8-A083-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-29643_JIMT_1_B_lib581287_7997_4	JIMT_1_B	breast cancer	Spearman correlation	0.125908694997465	20	TRUE	FALSE
TCGA-A8-A083-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-29643_CAL_85_1_lib581300_7997_4	CAL_85_1	breast cancer	Spearman correlation	0.123389661621496	21	TRUE	FALSE
TCGA-A8-A083-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-29643_COLO_824_lib581290_7997_4	COLO_824	breast cancer	Spearman correlation	0.106977163442642	22	TRUE	FALSE
TCGA-A8-A083-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-29643_CAL_51_lib581295_7997_4	CAL_51	breast cancer	Spearman correlation	0.0738300382676457	23	TRUE	FALSE
TCGA-A8-A083-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-29643_MDA_MB_231_lib581314_8005_3	MDA_MB_231	breast cancer	Spearman correlation	0.072517765124769	24	TRUE	FALSE
TCGA-A8-A083-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-29643_HDQ_P1_lib581303_8005_3	HDQ_P1	breast cancer	Spearman correlation	0.0406353973451974	25	TRUE	FALSE
TCGA-A8-A083-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-29643_ETCC_007_lib581312_7997_4	ETCC_007	breast cancer	Spearman correlation	-0.00422715462078416	26	TRUE	FALSE
TCGA-A8-A083-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-30919_HS_578T_B_lib628473_10098_2	HS_578T_B	breast cancer	Spearman correlation	-0.0260019446518406	27	TRUE	FALSE
TCGA-A8-A083-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-29643_ETCC_006_lib581311_8005_3	ETCC_006	breast cancer	Spearman correlation	-0.0501217765718716	28	TRUE	FALSE
TCGA-A8-A083-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-29643_DU_4475_lib581298_7997_4	DU_4475	breast cancer	Spearman correlation	-0.0630607338597566	29	TRUE	FALSE
TCGA-A8-A083-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-A2798_CCLF_PEDS_0051_T_libLAI2540	CCLF_PEDS_0051_T	neuroblastoma	Spearman correlation	-0.114681702139851	30	FALSE	TRUE
TCGA-A8-A083-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-A0611_GIMEN_libLAB6073	GIMEN	neuroblastoma	Spearman correlation	-0.165239854951193	31	FALSE	TRUE
TCGA-A8-A083-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-30919_RBL_15_lib626622_10098_2	RBL_15	retinoblastoma	Spearman correlation	-0.192452403021582	32	FALSE	TRUE
TCGA-A8-A083-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-30919_RBL_13_lib628469_10098_1	RBL_13	retinoblastoma	Spearman correlation	-0.19649613288198	33	FALSE	TRUE
TCGA-A8-A083-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-30919_RBL_18_lib626623_10098_1	RBL_18	retinoblastoma	Spearman correlation	-0.198711903987445	34	FALSE	TRUE
TCGA-A8-A083-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-A0611_MHHNB11_libLAB6084	MHHNB11	neuroblastoma	Spearman correlation	-0.198764311061841	35	FALSE	TRUE
TCGA-A8-A083-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-30919_RBL_15_lib626622_10102_4	RBL_15	retinoblastoma	Spearman correlation	-0.209331673543057	36	FALSE	TRUE
TCGA-A8-A083-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-30919_Y_79_lib626626_10098_1	Y_79	retinoblastoma	Spearman correlation	-0.209864129418921	37	FALSE	TRUE
TCGA-A8-A083-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-A0611_SIMA_libLAB6086	SIMA	neuroblastoma	Spearman correlation	-0.217078836660775	38	FALSE	TRUE
TCGA-A8-A083-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-A0611_SKNBE2_libLAB6076	SKNBE2	neuroblastoma	Spearman correlation	-0.230175015171848	39	FALSE	TRUE
TCGA-A8-A083-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-30919_RBL_30_lib628471_10098_1	RBL_30	retinoblastoma	Spearman correlation	-0.233928060459596	40	FALSE	TRUE
TCGA-A8-A083-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-A0611_LAN6_libLAB6089	LAN6	neuroblastoma	Spearman correlation	-0.242696113386549	41	FALSE	TRUE
TCGA-A8-A083-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-30919_WERI_RB1_lib628472_10098_1	WERI_RB1	retinoblastoma	Spearman correlation	-0.26472734870165	42	FALSE	TRUE
TCGA-A8-A083-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-30919_RBL_7_lib628468_10098_1	RBL_7	retinoblastoma	Spearman correlation	-0.27157450766174	43	FALSE	TRUE
TCGA-A8-A083-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-A0611_LAN5_libLAB6087	LAN5	neuroblastoma	Spearman correlation	-0.272657587199258	44	FALSE	TRUE
TCGA-A8-A083-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-A0611_CHP134_libLAB6074	CHP134	neuroblastoma	Spearman correlation	-0.274366057824568	45	FALSE	TRUE
TCGA-A8-A083-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-A0611_CHP126_libLAB6088	CHP126	neuroblastoma	Spearman correlation	-0.296590151173447	46	FALSE	TRUE
TCGA-A8-A083-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-A0611_NBLS_libLAB6077	NBLS	neuroblastoma	Spearman correlation	-0.297507624355873	47	FALSE	TRUE
TCGA-A8-A083-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-A0611_LAN2_libLAB6083	LAN2	neuroblastoma	Spearman correlation	-0.298431386387228	48	FALSE	TRUE
TCGA-A8-A083-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-30919_RBL_14_lib628470_10098_1	RBL_14	retinoblastoma	Spearman correlation	-0.306252618170092	49	FALSE	TRUE
TCGA-A8-A083-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-A0611_NMB_libLAB6080	NMB	neuroblastoma	Spearman correlation	-0.311372439958088	50	FALSE	TRUE
TCGA-A8-A083-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-30919_RBL_20_lib626624_10102_3	RBL_20	retinoblastoma	Spearman correlation	-0.312823766538362	51	FALSE	TRUE
TCGA-A8-A083-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-A0611_LAN1_libLAB6085	LAN1	neuroblastoma	Spearman correlation	-0.314662206708175	52	FALSE	TRUE
TCGA-A8-A083-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-30919_RBL_20_lib626624_10098_1	RBL_20	retinoblastoma	Spearman correlation	-0.316759188445009	53	FALSE	TRUE
TCGA-A8-A083-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-A0611_LS_libLAB6078	LS	neuroblastoma	Spearman correlation	-0.326940136097678	54	FALSE	TRUE
TCGA-A8-A083-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-A0611_NGP_libLAB6082	NGP	neuroblastoma	Spearman correlation	-0.340427620764242	55	FALSE	TRUE
TCGA-A8-A083-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-A0611_SHSY5Y_libLAB6081	SHSY5Y	neuroblastoma	Spearman correlation	-0.355876527535201	56	FALSE	TRUE
TCGA-A8-A083-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-A0611_KELLY_libLAB6075	KELLY	neuroblastoma	Spearman correlation	-0.358413728696961	57	FALSE	TRUE
TCGA-A8-A083-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-A0611_IMR32_libLAB6079	IMR32	neuroblastoma	Spearman correlation	-0.373059759088173	58	FALSE	TRUE
TCGA-A8-A084-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-29643_CAL_148_lib581302_7997_4	CAL_148	breast cancer	Spearman correlation	0.465277343478411	1	TRUE	FALSE
TCGA-A8-A084-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-29643_MDA_MB_453_lib581289_7997_4	MDA_MB_453	breast cancer	Spearman correlation	0.415816245424426	2	TRUE	FALSE
TCGA-A8-A084-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-29643_MCF_7_lib581315_7997_4	MCF_7	breast cancer	Spearman correlation	0.402506246049817	3	TRUE	FALSE
TCGA-A8-A084-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-30919_MDA_MB_468_B_lib628474_10098_2	MDA_MB_468_B	breast cancer	Spearman correlation	0.386044135840534	4	TRUE	FALSE
TCGA-A8-A084-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-29643_SK_BR_3_lib581307_7997_4	SK_BR_3	breast cancer	Spearman correlation	0.380360413932036	5	TRUE	FALSE
TCGA-A8-A084-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-29643_EFM_192A_lib581292_7997_4	EFM_192A	breast cancer	Spearman correlation	0.367049017035444	6	TRUE	FALSE
TCGA-A8-A084-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-29643_MFM_223_lib581297_7997_4	MFM_223	breast cancer	Spearman correlation	0.366543812838266	7	TRUE	FALSE
TCGA-A8-A084-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-29643_EFM_192B_lib581293_7997_4	EFM_192B	breast cancer	Spearman correlation	0.36563751983171	8	TRUE	FALSE
TCGA-A8-A084-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-29643_BT_474_lib581288_7997_4	BT_474	breast cancer	Spearman correlation	0.365016321309869	9	TRUE	FALSE
TCGA-A8-A084-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-29643_IPH_926_lib581313_7997_4	IPH_926	breast cancer	Spearman correlation	0.364296597488164	10	TRUE	FALSE
TCGA-A8-A084-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-29643_EFM_192C_lib581294_7997_4	EFM_192C	breast cancer	Spearman correlation	0.34845848084469	11	TRUE	FALSE
TCGA-A8-A084-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-29643_KPL_1_lib581296_7997_4	KPL_1	breast cancer	Spearman correlation	0.34835087165193	12	TRUE	FALSE
TCGA-A8-A084-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-29643_EVSA_T_lib581299_7997_4	EVSA_T	breast cancer	Spearman correlation	0.342222737752554	13	TRUE	FALSE
TCGA-A8-A084-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-29643_EFM_19_lib581291_7997_4	EFM_19	breast cancer	Spearman correlation	0.334612531789258	14	TRUE	FALSE
TCGA-A8-A084-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-29643_HCC_1937_lib581305_7997_4	HCC_1937	breast cancer	Spearman correlation	0.308962413296863	15	TRUE	FALSE
TCGA-A8-A084-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-29643_HCC_1143_lib581306_7997_4	HCC_1143	breast cancer	Spearman correlation	0.288389492171955	16	TRUE	FALSE
TCGA-A8-A084-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-29643_T_47D_lib581309_8005_3	T_47D	breast cancer	Spearman correlation	0.285059896045327	17	TRUE	FALSE
TCGA-A8-A084-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-29643_ETCC_006_lib581311_8005_3	ETCC_006	breast cancer	Spearman correlation	0.265052971323897	18	TRUE	FALSE
TCGA-A8-A084-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-29643_CAL_85_1_lib581300_7997_4	CAL_85_1	breast cancer	Spearman correlation	0.264880377358886	19	TRUE	FALSE
TCGA-A8-A084-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-29643_HCC_1599_lib581304_7997_4	HCC_1599	breast cancer	Spearman correlation	0.223870094741509	20	TRUE	FALSE
TCGA-A8-A084-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-29643_MDA_MB_231_lib581314_8005_3	MDA_MB_231	breast cancer	Spearman correlation	0.21365351027825	21	TRUE	FALSE
TCGA-A8-A084-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-30919_HS_578T_B_lib628473_10098_2	HS_578T_B	breast cancer	Spearman correlation	0.206330495082644	22	TRUE	FALSE
TCGA-A8-A084-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-29643_HDQ_P1_lib581303_8005_3	HDQ_P1	breast cancer	Spearman correlation	0.198343656944689	23	TRUE	FALSE
TCGA-A8-A084-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-29643_JIMT_1_B_lib581287_7997_4	JIMT_1_B	breast cancer	Spearman correlation	0.195009868252109	24	TRUE	FALSE
TCGA-A8-A084-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-29643_ETCC_007_lib581312_7997_4	ETCC_007	breast cancer	Spearman correlation	0.193826865892742	25	TRUE	FALSE
TCGA-A8-A084-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-29643_CAL_120_lib581301_8005_3	CAL_120	breast cancer	Spearman correlation	0.191983534395986	26	TRUE	FALSE
TCGA-A8-A084-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-29643_CAL_51_lib581295_7997_4	CAL_51	breast cancer	Spearman correlation	0.145075010245583	27	TRUE	FALSE
TCGA-A8-A084-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-A2798_CCLF_PEDS_0051_T_libLAI2540	CCLF_PEDS_0051_T	neuroblastoma	Spearman correlation	0.104580413240263	28	FALSE	TRUE
TCGA-A8-A084-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-29643_COLO_824_lib581290_7997_4	COLO_824	breast cancer	Spearman correlation	0.0673560176772556	29	TRUE	FALSE
TCGA-A8-A084-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-A0611_GIMEN_libLAB6073	GIMEN	neuroblastoma	Spearman correlation	0.0161361382065391	30	FALSE	TRUE
TCGA-A8-A084-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-29643_DU_4475_lib581298_7997_4	DU_4475	breast cancer	Spearman correlation	-0.0591518648708043	31	TRUE	FALSE
TCGA-A8-A084-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-A0611_LS_libLAB6078	LS	neuroblastoma	Spearman correlation	-0.0854266756900003	32	FALSE	TRUE
TCGA-A8-A084-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-A0611_SKNBE2_libLAB6076	SKNBE2	neuroblastoma	Spearman correlation	-0.194001556140729	33	FALSE	TRUE
TCGA-A8-A084-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-A0611_SHSY5Y_libLAB6081	SHSY5Y	neuroblastoma	Spearman correlation	-0.233575884919655	34	FALSE	TRUE
TCGA-A8-A084-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-30919_WERI_RB1_lib628472_10098_1	WERI_RB1	retinoblastoma	Spearman correlation	-0.246041082255	35	FALSE	TRUE
TCGA-A8-A084-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-A0611_LAN5_libLAB6087	LAN5	neuroblastoma	Spearman correlation	-0.253327063118032	36	FALSE	TRUE
TCGA-A8-A084-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-A0611_MHHNB11_libLAB6084	MHHNB11	neuroblastoma	Spearman correlation	-0.257183525032588	37	FALSE	TRUE
TCGA-A8-A084-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-30919_RBL_7_lib628468_10098_1	RBL_7	retinoblastoma	Spearman correlation	-0.297054827233092	38	FALSE	TRUE
TCGA-A8-A084-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-30919_Y_79_lib626626_10098_1	Y_79	retinoblastoma	Spearman correlation	-0.306316904181351	39	FALSE	TRUE
TCGA-A8-A084-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-30919_RBL_15_lib626622_10102_4	RBL_15	retinoblastoma	Spearman correlation	-0.307259532759488	40	FALSE	TRUE
TCGA-A8-A084-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-A0611_LAN1_libLAB6085	LAN1	neuroblastoma	Spearman correlation	-0.308309770530384	41	FALSE	TRUE
TCGA-A8-A084-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-A0611_SIMA_libLAB6086	SIMA	neuroblastoma	Spearman correlation	-0.30857040838038	42	FALSE	TRUE
TCGA-A8-A084-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-30919_RBL_13_lib628469_10098_1	RBL_13	retinoblastoma	Spearman correlation	-0.310887499829677	43	FALSE	TRUE
TCGA-A8-A084-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-30919_RBL_18_lib626623_10098_1	RBL_18	retinoblastoma	Spearman correlation	-0.311257144394417	44	FALSE	TRUE
TCGA-A8-A084-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-A0611_NGP_libLAB6082	NGP	neuroblastoma	Spearman correlation	-0.311751168415724	45	FALSE	TRUE
TCGA-A8-A084-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-30919_RBL_20_lib626624_10098_1	RBL_20	retinoblastoma	Spearman correlation	-0.315422458667414	46	FALSE	TRUE
TCGA-A8-A084-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-30919_RBL_30_lib628471_10098_1	RBL_30	retinoblastoma	Spearman correlation	-0.316682324735895	47	FALSE	TRUE
TCGA-A8-A084-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-30919_RBL_15_lib626622_10098_2	RBL_15	retinoblastoma	Spearman correlation	-0.317657795080653	48	FALSE	TRUE
TCGA-A8-A084-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-A0611_CHP134_libLAB6074	CHP134	neuroblastoma	Spearman correlation	-0.318902288407311	49	FALSE	TRUE
TCGA-A8-A084-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-A0611_LAN2_libLAB6083	LAN2	neuroblastoma	Spearman correlation	-0.319489946401538	50	FALSE	TRUE
TCGA-A8-A084-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-30919_RBL_20_lib626624_10102_3	RBL_20	retinoblastoma	Spearman correlation	-0.321992908274693	51	FALSE	TRUE
TCGA-A8-A084-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-A0611_KELLY_libLAB6075	KELLY	neuroblastoma	Spearman correlation	-0.337758353775004	52	FALSE	TRUE
TCGA-A8-A084-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-A0611_CHP126_libLAB6088	CHP126	neuroblastoma	Spearman correlation	-0.33863250377593	53	FALSE	TRUE
TCGA-A8-A084-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-A0611_LAN6_libLAB6089	LAN6	neuroblastoma	Spearman correlation	-0.342017302020922	54	FALSE	TRUE
TCGA-A8-A084-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-A0611_NMB_libLAB6080	NMB	neuroblastoma	Spearman correlation	-0.342796420526943	55	FALSE	TRUE
TCGA-A8-A084-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-A0611_IMR32_libLAB6079	IMR32	neuroblastoma	Spearman correlation	-0.346337042473139	56	FALSE	TRUE
TCGA-A8-A084-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-30919_RBL_14_lib628470_10098_1	RBL_14	retinoblastoma	Spearman correlation	-0.367502512919217	57	FALSE	TRUE
TCGA-A8-A084-01A-21R-A00Z-07	breast cancer	TCGA-BRCA	NG-A0611_NBLS_libLAB6077	NBLS	neuroblastoma	Spearman correlation	-0.399547692009913	58	FALSE	TRUE
TCGA-A8-A086-01A-11R-A00Z-07	breast cancer	TCGA-BRCA	NG-29643_HDQ_P1_lib581303_8005_3	HDQ_P1	breast cancer	Spearman correlation	0.414250322041472	1	TRUE	FALSE
TCGA-A8-A086-01A-11R-A00Z-07	breast cancer	TCGA-BRCA	NG-29643_CAL_85_1_lib581300_7997_4	CAL_85_1	breast cancer	Spearman correlation	0.414174855854342	2	TRUE	FALSE
TCGA-A8-A086-01A-11R-A00Z-07	breast cancer	TCGA-BRCA	NG-29643_HCC_1937_lib581305_7997_4	HCC_1937	breast cancer	Spearman correlation	0.399542101921977	3	TRUE	FALSE
TCGA-A8-A086-01A-11R-A00Z-07	breast cancer	TCGA-BRCA	NG-30919_MDA_MB_468_B_lib628474_10098_2	MDA_MB_468_B	breast cancer	Spearman correlation	0.398412205397999	4	TRUE	FALSE
TCGA-A8-A086-01A-11R-A00Z-07	breast cancer	TCGA-BRCA	NG-29643_MDA_MB_231_lib581314_8005_3	MDA_MB_231	breast cancer	Spearman correlation	0.394991770342417	5	TRUE	FALSE
TCGA-A8-A086-01A-11R-A00Z-07	breast cancer	TCGA-BRCA	NG-29643_HCC_1143_lib581306_7997_4	HCC_1143	breast cancer	Spearman correlation	0.380134714131637	6	TRUE	FALSE
TCGA-A8-A086-01A-11R-A00Z-07	breast cancer	TCGA-BRCA	NG-30919_HS_578T_B_lib628473_10098_2	HS_578T_B	breast cancer	Spearman correlation	0.379479975082183	7	TRUE	FALSE
TCGA-A8-A086-01A-11R-A00Z-07	breast cancer	TCGA-BRCA	NG-29643_MCF_7_lib581315_7997_4	MCF_7	breast cancer	Spearman correlation	0.369880396574813	8	TRUE	FALSE
TCGA-A8-A086-01A-11R-A00Z-07	breast cancer	TCGA-BRCA	NG-29643_T_47D_lib581309_8005_3	T_47D	breast cancer	Spearman correlation	0.366844978825795	9	TRUE	FALSE
TCGA-A8-A086-01A-11R-A00Z-07	breast cancer	TCGA-BRCA	NG-29643_ETCC_006_lib581311_8005_3	ETCC_006	breast cancer	Spearman correlation	0.359957291728172	10	TRUE	FALSE
TCGA-A8-A086-01A-11R-A00Z-07	breast cancer	TCGA-BRCA	NG-29643_CAL_120_lib581301_8005_3	CAL_120	breast cancer	Spearman correlation	0.338905719323781	11	TRUE	FALSE
TCGA-A8-A086-01A-11R-A00Z-07	breast cancer	TCGA-BRCA	NG-29643_HCC_1599_lib581304_7997_4	HCC_1599	breast cancer	Spearman correlation	0.332902663641963	12	TRUE	FALSE
TCGA-A8-A086-01A-11R-A00Z-07	breast cancer	TCGA-BRCA	NG-29643_KPL_1_lib581296_7997_4	KPL_1	breast cancer	Spearman correlation	0.327818478664556	13	TRUE	FALSE
TCGA-A8-A086-01A-11R-A00Z-07	breast cancer	TCGA-BRCA	NG-29643_ETCC_007_lib581312_7997_4	ETCC_007	breast cancer	Spearman correlation	0.327768866634128	14	TRUE	FALSE
TCGA-A8-A086-01A-11R-A00Z-07	breast cancer	TCGA-BRCA	NG-29643_JIMT_1_B_lib581287_7997_4	JIMT_1_B	breast cancer	Spearman correlation	0.31633993184984	15	TRUE	FALSE
TCGA-A8-A086-01A-11R-A00Z-07	breast cancer	TCGA-BRCA	NG-29643_MFM_223_lib581297_7997_4	MFM_223	breast cancer	Spearman correlation	0.313635028050013	16	TRUE	FALSE
TCGA-A8-A086-01A-11R-A00Z-07	breast cancer	TCGA-BRCA	NG-A2798_CCLF_PEDS_0051_T_libLAI2540	CCLF_PEDS_0051_T	neuroblastoma	Spearman correlation	0.249529995887792	17	FALSE	TRUE
TCGA-A8-A086-01A-11R-A00Z-07	breast cancer	TCGA-BRCA	NG-29643_BT_474_lib581288_7997_4	BT_474	breast cancer	Spearman correlation	0.247333790090102	18	TRUE	FALSE
TCGA-A8-A086-01A-11R-A00Z-07	breast cancer	TCGA-BRCA	NG-29643_EFM_192A_lib581292_7997_4	EFM_192A	breast cancer	Spearman correlation	0.245220038089462	19	TRUE	FALSE
TCGA-A8-A086-01A-11R-A00Z-07	breast cancer	TCGA-BRCA	NG-29643_EFM_19_lib581291_7997_4	EFM_19	breast cancer	Spearman correlation	0.226692390387984	20	TRUE	FALSE
TCGA-A8-A086-01A-11R-A00Z-07	breast cancer	TCGA-BRCA	NG-29643_CAL_148_lib581302_7997_4	CAL_148	breast cancer	Spearman correlation	0.218184276550035	21	TRUE	FALSE
TCGA-A8-A086-01A-11R-A00Z-07	breast cancer	TCGA-BRCA	NG-29643_COLO_824_lib581290_7997_4	COLO_824	breast cancer	Spearman correlation	0.217396772912111	22	TRUE	FALSE
TCGA-A8-A086-01A-11R-A00Z-07	breast cancer	TCGA-BRCA	NG-29643_SK_BR_3_lib581307_7997_4	SK_BR_3	breast cancer	Spearman correlation	0.216950264638257	23	TRUE	FALSE
TCGA-A8-A086-01A-11R-A00Z-07	breast cancer	TCGA-BRCA	NG-29643_CAL_51_lib581295_7997_4	CAL_51	breast cancer	Spearman correlation	0.215827355724198	24	TRUE	FALSE
TCGA-A8-A086-01A-11R-A00Z-07	breast cancer	TCGA-BRCA	NG-29643_EVSA_T_lib581299_7997_4	EVSA_T	breast cancer	Spearman correlation	0.201410518938344	25	TRUE	FALSE
TCGA-A8-A086-01A-11R-A00Z-07	breast cancer	TCGA-BRCA	NG-29643_EFM_192C_lib581294_7997_4	EFM_192C	breast cancer	Spearman correlation	0.196688990915758	26	TRUE	FALSE
TCGA-A8-A086-01A-11R-A00Z-07	breast cancer	TCGA-BRCA	NG-29643_EFM_192B_lib581293_7997_4	EFM_192B	breast cancer	Spearman correlation	0.190360312611693	27	TRUE	FALSE
TCGA-A8-A086-01A-11R-A00Z-07	breast cancer	TCGA-BRCA	NG-A0611_GIMEN_libLAB6073	GIMEN	neuroblastoma	Spearman correlation	0.150231866366153	28	FALSE	TRUE
TCGA-A8-A086-01A-11R-A00Z-07	breast cancer	TCGA-BRCA	NG-29643_IPH_926_lib581313_7997_4	IPH_926	breast cancer	Spearman correlation	0.1409865596817	29	TRUE	FALSE
TCGA-A8-A086-01A-11R-A00Z-07	breast cancer	TCGA-BRCA	NG-29643_MDA_MB_453_lib581289_7997_4	MDA_MB_453	breast cancer	Spearman correlation	0.0776613447864918	30	TRUE	FALSE
