Sample	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	>10	>50	>100	>500	>1k	>5k	>10k+
SRR17010980_1										22.856688153850424	5.226091173988506	8.071421963104246	2.5597397928701997	2.675895335577206	0.22474070231087195	1.1799226256253292
SRR17010980_2										20.267702625209385	4.4140653507076095	7.650754935592152	1.8318867547040016	1.8715695733159534	0.5363632515725432	0.6864394668375207
SRR17010981_1										24.733844136647363	5.951570685511641	8.855350120043301	2.355573954217512	2.7853329027363554	0.3852671552736939	3.6126111472967306
SRR17010981_2										23.453666971844143	5.337185518317661	7.883521449650208	2.052361621848151	2.821194539583262	0.6870650122700387	2.93151995096555
SRR17010982_1										22.081062713551134	5.8923278771240355	9.591975792303861	2.5319933552301657	2.858885412234601	0.49295266750560596	1.585803874541062
SRR17010982_2										20.515836327379972	5.401586431965086	8.611186912109117	1.8401507222101303	1.9547159645341494	0.7930218578599133	1.4908359647867953
SRR17010983_1										24.47899694445556	6.793103654934248	10.099109735292549	2.659816934004239	3.2875710926131676	0.34662454602964976	1.0925250071851285
SRR17010983_2										22.815733806689504	5.356807133051703	8.273988592004802	2.1629083495752477	2.1174686698008647	0.3196632721790333	0.9227226918201905
SRR17010984_1										25.360991198422276	6.158525672401259	9.000751317111957	2.3163874221111707	2.935132519456052	0.2425598493940171	1.7182483083528002
SRR17010984_2										22.85788590476454	5.0310400964650785	7.312149011075249	1.8825273305348487	1.964013197478719	0.5989622732881864	1.3114918763638663
SRR17010985_1										23.61119575221068	6.725432528008847	9.962622190766938	2.783979553476753	4.035888807767172	0.8713836591651344	3.930358737357894
SRR17010985_2										21.3788534942147	5.2541918341405625	7.900943270846679	2.1370478814432405	3.26174985331973	0.8522246764698096	3.960031770252464
SRR17010986_1										22.820373362855033	5.592230822513809	8.39387643814342	2.2881889847980665	2.652917220405998	0.4159193618426729	1.465515391039521
SRR17010986_2										20.407603961641453	4.544706064568557	6.746534506834301	1.6450100330023036	1.8579087263186362	0.6129354759811098	1.4653288605941064
SRR17010987_1										24.81194165848539	6.138040018735767	9.42895812284219	2.234058922983601	2.624159668677537	0.42246940808385913	2.725216524539641
SRR17010987_2										22.921565647214003	5.129058471737611	7.918335688076369	1.5642523774159856	1.5878015144651787	0.842626735022627	2.380992830765781
SRR17010988_1										24.37557648185386	5.785936274881867	8.616687400504262	2.2644292914490083	2.5378405717129295	0.31235859089522894	1.230781624120378
SRR17010988_2										22.45633925156601	5.095342094143153	7.65619142060217	1.7965505503158798	1.621315810088042	0.5559800306745161	1.1034366842688337
SRR17010989_1										21.053293608314103	5.025200127200179	9.004076883015665	3.0366252499074706	4.0782381798431215	0.621243755347145	2.437905904921931
SRR17010989_2										18.182547542459247	4.593519242401686	8.397283075494542	2.587525032389509	2.6855108980111693	0.9679333368168632	2.3654333546500266
SRR17010990_1										26.02534500265974	7.750942308577382	11.516308024227728	3.174725337670415	4.183604005458064	0.7046946899342735	1.559104630638667
SRR17010990_2										25.41772624321879	6.406723209632345	9.684381107092623	2.6305618472963905	2.953437032346331	0.5957260479099383	1.3647748517191518
SRR17010991_1										20.103315886182973	5.942260859859232	11.346564480490825	3.895453261373637	5.9503244074231105	1.155652595760442	5.05865646365539
SRR17010991_2										17.650813485658144	5.059070625289013	9.936969391543702	3.141683525344828	4.9228420967625475	1.7822398712629992	4.975284019622071
SRR17010992_1										27.874482880653844	9.260316000048013	15.47583321440649	4.418573164412808	6.075558438952425	1.1686119268104322	2.3673608629649494
SRR17010992_2										28.66954653620086	8.538111435632139	13.908687222176447	3.8653906621861363	4.135633773359041	0.6592302719798863	2.402671438071435
SRR17010993_1										27.758562209747716	7.612310223763716	12.39075854785737	3.91980112962577	5.505129859164689	1.3615848928037364	2.792508600337833
SRR17010993_2										26.979768634153302	6.651568512617563	10.897126635841225	3.376806673677161	3.946325086886645	0.9057691361375279	3.011051553328604
SRR17010994_1										27.246912854390544	8.833789396214598	13.490140597305004	3.9123325809802734	6.264911846727605	1.7779845716239977	5.917981037914725
SRR17010994_2										27.587260826772702	7.14238017119556	10.419241128088792	3.100233967800951	4.600792203895362	1.554602958676308	5.965377105571087
SRR17010995_1										26.744524796340475	7.719407498211818	12.266202365470392	3.671780891699329	5.361560345121957	1.3642377356447712	6.129184029708393
SRR17010995_2										25.97756670766679	6.57000423952144	10.630260183920786	3.1485162263425597	3.7549024659476493	0.8315701983060357	6.123617379432942
SRR17010996_1										32.612375382110855	9.4123369007565	14.248044489120723	4.0185391812597695	5.74525693970451	1.0573091027207242	2.7144028034959304
SRR17010996_2										32.05166138025838	7.829593690561825	11.483795752197457	3.3044559038139445	3.729446203238519	0.8731418152833128	2.3723730912033316
SRR17010997_1										29.199351374842237	8.440276444772186	13.750563435278126	3.9466188683634074	5.652268142335188	1.147042880395075	3.603473014135376
SRR17010997_2										29.400473527870435	7.7323169089396195	11.66445009806217	3.3462325974843368	3.8065216069924466	0.9454972156945782	3.609357648168579
SRR17010998_1										27.853397580835775	7.837657090248946	13.046500736834208	3.757266679802293	4.865641956336693	1.0263791125514838	3.9807236118372717
SRR17010998_2										27.356424061757906	7.112061978377014	11.590635384274027	2.8813804120169895	3.06332155282702	1.0941270225846762	4.134454947765089
SRR17010999_1										24.52055808514371	8.337220147090129	15.121053652294192	5.15362548623274	7.665616074479456	1.8507700935754066	5.403202712350874
SRR17010999_2										24.46664592662197	7.351725336158851	13.338951310096276	4.1439670474182755	5.7201724476975855	1.3813055468385267	5.8534521722527
SRR17011000_1										26.304676633922806	7.9666651544539295	14.349362225320508	4.879050955448434	8.571013284675113	1.8303239625700252	5.723718152776517
SRR17011000_2										26.30881476851649	7.3677300860526955	13.249007251035794	4.55694111799899	6.532053184653451	1.24668744129175	5.919788387656188
SRR17011001_1										23.67262255224036	5.783689896950746	8.963391420272293	2.540670786918968	2.983524143852854	0.33373576208874395	1.4131349756481253
SRR17011001_2										21.468593329975565	4.957326889666012	8.01923038101638	1.9195556704472132	1.9487945690917923	0.6527913378036402	0.9805291389055211
SRR17011002_1										23.490060246363793	5.615539912504839	8.169766585921698	1.9226270909825947	2.454968910593652	0.3499414940323463	1.3084363206391594
SRR17011002_2										21.330561396138613	4.605427318443477	6.823292886488246	1.4667794659477653	1.6582363292641116	0.5589250832178201	1.0873212890809112
SRR17011003_1										21.87913267485194	5.402969968656094	8.487580642262667	2.5447313396754705	3.1187414156604216	0.5235660005616044	1.7984004381771268
SRR17011003_2										19.43500371300078	4.615704422073849	7.833825207631626	1.903945720594542	2.155873808187399	0.9686927285127817	1.3878046020510661
SRR17011004_1										21.44376262663374	5.123709943295338	9.042274438431024	2.7614321907163104	3.475237866113664	0.6351217798631735	1.2352023580787237
SRR17011004_2										18.891281690992624	4.599720187565553	8.249696824724467	2.272966834330709	2.543666456973572	0.387573790471259	1.4889353111995682
SRR17011005_1										25.348127001930365	6.506896943549304	9.312057758584059	2.474332933469824	2.7627767285151843	0.344187698117108	1.22916933448533
SRR17011005_2										23.39606973392419	5.1781749060724325	7.727564196710336	1.9165872453715982	1.5479019483618353	0.571826469698358	1.0282492705304378
SRR17011006_1										24.990057565095487	6.545384551116951	10.833475256227254	3.08005411028904	3.65501550717163	0.466828896529508	3.0625970877419078
SRR17011006_2										23.146516376197923	5.731666467409979	9.444791251155218	2.3663646246839423	2.616513212624773	0.8348088207400128	2.6096669138017643
SRR17011007_1										25.634696079879248	6.699067538762979	9.345521533395642	2.278785548526343	2.796639018209331	0.21249399550397663	1.5727307118011327
SRR17011007_2										24.213307124165844	5.146712896776436	7.545924808528583	1.8411381309750778	1.6924072448755216	0.5876770729896165	1.2977327972162485
SRR17011008_1										24.668626691085045	6.433930234443025	9.592068386089576	2.5644257974999936	3.141364740481177	0.512119407507536	2.5009367366158997
SRR17011008_2										22.819522022182017	5.115764775554788	8.13828311812754	2.0056329706327443	2.1238490499836424	0.8030705158551131	2.2653016974495968
SRR17011009_1										23.979482375438632	6.171768382281349	9.67726973626934	2.713795001499863	3.5836500075617943	0.4909054868890877	2.5025060298232282
SRR17011009_2										22.476529707779562	5.576323274417075	8.981038469722993	2.2864707953066294	2.351674825413928	0.8103602059692832	2.4832480055213932
SRR17011010_1										26.71080859358205	7.372495558618021	11.239168697391388	3.0163893575737526	3.7266040359849666	0.5976381712006275	1.9019521404973279
SRR17011010_2										25.740419792319326	6.146774176581329	9.618322984320868	2.4471215016521826	2.617946028989636	0.6849620395523586	1.7061388879355333
SRR17011011_1										24.581073220080086	6.518423051135802	9.894070234188952	2.962654266385	4.774773109127739	0.7103256192135488	1.9460569087833846
SRR17011011_2										23.20304453610536	5.810661740292413	9.174434396165722	2.915981467880937	3.9727236091775815	0.6244497647546757	1.9079414334591858
SRR17011012_1										17.497886345933836	5.0176908712604416	9.541125652382467	3.6249206033219137	5.453997405677468	1.400514578677787	10.048391158621422
SRR17011012_2										16.341937990461318	4.597864609002995	8.792502228242839	2.894808321525534	5.333256545137053	1.6843695544670727	10.257323565343247
SRR17011013_1										20.403950375132563	5.704827419960132	9.524778133325494	3.170754673621968	4.903840911709261	1.1129658372968028	7.551969692696399
SRR17011013_2										19.13312759601881	5.201441131040453	8.696132757132432	2.9342399796492105	4.494352929174587	1.2897462142364118	7.586918077781073
SRR17011014_1										20.278642410116813	5.457683686038814	8.813288201573245	2.528377893794222	3.237959808318944	0.5198228119421593	3.954657972224701
SRR17011014_2										19.155364942031852	4.990318735535442	8.178501724174355	2.2728439941192087	2.2223885952879208	0.7612760741951206	3.9771324022236287
SRR17011015_1										20.046851876634104	5.565210686850119	9.49956811217619	3.278154261337771	5.315038868642142	1.36666456903263	8.232733257793008
SRR17011015_2										18.76885125109601	5.08481498885218	8.589950175711367	3.0306120398840797	4.668889870825285	1.1973664713309518	8.708565699124435
SRR17011016_1										24.341358816658794	7.105706622756153	11.454292253505873	3.1457404700445215	3.846572700942197	0.5512017587938582	2.744141061891724
SRR17011016_2										23.389565974386375	6.6273998685557265	10.604464093624154	2.7828242856995002	2.8388208805946826	0.6034414812968635	2.8068845635168467
SRR17011017_1										16.612008567861377	4.901019099917718	9.812624281771937	3.9315595812797066	5.575913434736642	0.724219982760067	4.065450526997068
SRR17011017_2										15.293157178294015	4.644900990114792	9.45362993023474	3.6836051291486998	5.023326867344279	0.9307231303593231	3.6360505185580294
SRR17011018_1										24.2282817776168	6.373833996893634	10.707970922497948	3.068954075423681	4.131167429259789	0.382731193035935	2.0809790944446473
SRR17011018_2										23.447122609887355	6.023448526947369	9.998112401689635	2.949256367452112	3.4059088335766456	0.6685345570494978	1.7862349420918067
SRR17011019_1										19.544053577534534	5.927970541804723	11.499120213931283	3.8742992102774876	4.867885042726876	1.0333646966249088	6.519980048501786
SRR17011019_2										18.116079417037422	5.583950345704797	10.979535068217668	3.003529222550726	2.9650338375396883	0.9819680611199113	7.047275727804917
SRR17011020_1										19.628711032292607	6.103794074872479	11.197308685380957	3.8122423779007706	5.984974418701852	1.5648857815563584	8.823750529269013
SRR17011020_2										18.311632229763454	5.463530684582616	9.996143879772768	3.109172873290562	4.783171738761837	1.675528287242465	9.067252450390544
SRR17011021_1										23.48996849492518	6.008638100769146	9.488528509056595	2.7813327376594694	3.087360852574234	0.4712321900652236	2.475398995073413
SRR17011021_2										21.888870925547486	5.109780058711191	8.747814030776418	2.1597513030247613	1.8732069971899585	0.7878978328599021	2.40419094736778
SRR17011022_1										24.43927017612574	6.41173078898125	9.99699541866848	2.7528721794758635	3.032709873437021	0.47234951252355123	2.5285421218961197
SRR17011022_2										22.57527638124242	5.736814037554916	9.015566660464442	2.0713867075496646	1.971848444019288	0.6929050266289075	2.241263893659841
SRR17011023_1										25.398563105250773	6.159401118480951	8.954897783363732	2.2977200098886135	3.184869032135613	1.166693456377704	3.6296259939531077
SRR17011023_2										23.673693877373605	5.099909634564282	7.180810682365505	1.6804072284258023	2.233131577262911	1.1952929404233874	3.7341070628192883
SRR17011024_1										23.78961772965308	6.4525733920622494	11.174068435415005	3.836827680216827	5.800344107171399	1.0229217640615123	3.1550548114436854
SRR17011024_2										22.82484518265882	5.9809075997824275	10.833423483592377	3.5280527557089263	4.823195128463512	1.0346509587605761	3.3281658549569557
SRR17011025_1										21.67231145584053	5.997162455398076	9.549178073914787	2.5629830295801357	3.0617226120721988	0.2419240162761521	2.188615708156522
SRR17011025_2										20.777353831616395	5.60497543285786	9.07188898895893	2.3533356048812175	2.329540319953151	0.5187801878468344	2.078708494432892
SRR17011026_1										21.923710684890356	7.33989198562852	13.360930788536615	4.40162519633406	7.34225216360435	1.3870553531748002	3.731518028797372
SRR17011026_2										21.185433634427508	6.846179843875768	12.695435794167958	4.392318572058646	6.660150662502967	1.3690583538170176	3.3608652620848196
SRR17011027_1										20.72737064296064	6.040935450509628	11.91004085283485	4.216454279473805	6.114409718054288	1.000169366206128	5.617799070659539
SRR17011027_2										20.02979614493038	5.91239976915935	11.571700152863224	3.633583427302388	5.245156005357061	1.3127705595306471	5.503882709832714
SRR17011028_1										24.840872491762745	7.082512370822686	11.570339159973809	3.5934029399596397	4.830897686130641	0.6263478677844605	2.8444391025829256
SRR17011028_2										24.204402309586474	6.685988960543556	11.08084414658672	3.294630650290759	3.8108266606385865	0.5718336967754187	3.1322138186784505
SRR17011029_1										22.872456620276225	5.888869827087291	9.273909213408725	3.0537556460787547	5.3540704299805455	1.0001269529638783	2.3027373972836562
SRR17011029_2										21.79008979591713	5.275368073766041	8.935753867454983	3.0082945785245507	4.550857790223888	0.7530617110509268	2.519556655707818
SRR17011030_1										21.709617081411622	5.498450212056511	9.52431217647421	3.74507789727578	6.760139920383315	1.3869022665754527	2.1993277121262906
SRR17011030_2										20.44427255624758	5.020661710786945	9.323958125316462	3.912056677989832	6.174959506707606	1.11844612976615	2.223579465980624
SRR17011031_1										25.247262143267562	6.82058086373256	10.633420760671433	3.324038297809685	5.719149224605466	0.9949902429425908	2.5447695695998753
SRR17011031_2										24.549615602389306	6.398125207917907	9.939077675182052	3.391807211352486	5.027872027959986	0.7493509668029792	2.5467467381883937
