Sample	CATEGORY	TOTAL_READS	PF_READS	PCT_PF_READS	PF_NOISE_READS	PF_READS_ALIGNED	PCT_PF_READS_ALIGNED	PF_ALIGNED_BASES	PF_HQ_ALIGNED_READS	PF_HQ_ALIGNED_BASES	PF_HQ_ALIGNED_Q20_BASES	PF_HQ_MEDIAN_MISMATCHES	PF_MISMATCH_RATE	PF_HQ_ERROR_RATE	PF_INDEL_RATE	MEAN_READ_LENGTH	SD_READ_LENGTH	MEDIAN_READ_LENGTH	MAD_READ_LENGTH	MIN_READ_LENGTH	MAX_READ_LENGTH	MEAN_ALIGNED_READ_LENGTH	READS_ALIGNED_IN_PAIRS	PCT_READS_ALIGNED_IN_PAIRS	PF_READS_IMPROPER_PAIRS	PCT_PF_READS_IMPROPER_PAIRS	BAD_CYCLES	STRAND_BALANCE	PCT_CHIMERAS	PCT_ADAPTER	PCT_SOFTCLIP	PCT_HARDCLIP	AVG_POS_3PRIME_SOFTCLIP_LENGTH	SAMPLE	LIBRARY	READ_GROUP
SRR17010978	PAIR	43460901.0	43460901.0	1.0	0.0	43460901.0	1.0	6157870037.0	38003327.0	5397189448.0	5190955509.0	0.0	0.003142	0.00296	6.1e-05	142.509386	14.982716	150.0	1.0	35.0	151.0	141.692084	43460330.0	0.999987	571.0	1.3e-05	0.0	0.5	0.006077	0.0	0.005735	0.0	8.885717			
SRR17010979	PAIR	112532736.0	112532736.0	1.0	0.0	112532736.0	1.0	16373927006.0	95462869.0	13942140164.0	13074799111.0	0.0	0.005008	0.004127	0.000105	146.697829	11.840754	151.0	0.0	35.0	151.0	145.515597	112530636.0	0.999981	2100.0	1.9e-05	0.0	0.499998	0.016349	0.0	0.008059	0.0	12.386466			
SRR17010980	PAIR	45461387.0	45461387.0	1.0	0.0	45461387.0	1.0	6377579858.0	39452756.0	5562269897.0	5349382960.0	0.0	0.00295	0.002758	6.7e-05	141.073912	16.556309	150.0	1.0	35.0	151.0	140.290137	45460778.0	0.999987	609.0	1.3e-05	0.0	0.5	0.006737	0.0	0.005556	0.0	9.079292			
SRR17010981	PAIR	46278727.0	46278727.0	1.0	0.0	46278727.0	1.0	6649874538.0	40368814.0	5823138634.0	5506655614.0	0.0	0.003976	0.003369	4.7e-05	144.634113	13.502087	151.0	0.0	35.0	151.0	143.695802	46277858.0	0.999981	869.0	1.9e-05	0.0	0.499999	0.01741	0.0	0.006487	0.0	11.03751			
SRR17010982	PAIR	46349836.0	46349836.0	1.0	0.0	46349836.0	1.0	6542310019.0	40588912.0	5746772686.0	5468887951.0	0.0	0.003239	0.002993	5.2e-05	141.969264	15.508739	150.0	1.0	35.0	151.0	141.154879	46348936.0	0.999981	900.0	1.9e-05	0.0	0.5	0.005473	0.0	0.005736	0.0	10.011148			
SRR17010983	PAIR	73085746.0	73085746.0	1.0	0.0	73085746.0	1.0	10383438178.0	65134476.0	9278628846.0	8830336887.0	0.0	0.003233	0.003057	5.6e-05	142.874201	14.764738	150.0	1.0	35.0	151.0	142.076279	73079732.0	0.999918	6014.0	8.2e-05	0.0	0.499998	0.007988	0.0	0.005585	0.0	10.891752			
SRR17010984	PAIR	65527009.0	65527009.0	1.0	0.0	65527009.0	1.0	9331248715.0	57422251.0	8199474444.0	7796538387.0	0.0	0.003737	0.003287	6e-05	143.257423	14.396788	150.0	1.0	35.0	151.0	142.407597	65521582.0	0.999917	5427.0	8.3e-05	0.0	0.499999	0.007303	0.0	0.005932	0.0	11.435118			
SRR17010985	PAIR	78592142.0	78592142.0	1.0	0.0	78592142.0	1.0	11370512584.0	67793213.0	9826838991.0	9196198650.0	0.0	0.003901	0.003868	4.9e-05	145.698948	12.613913	151.0	0.0	35.0	151.0	144.681486	78590758.0	0.999982	1384.0	1.8e-05	0.0	0.499999	0.01859	0.0	0.006983	0.0	11.35139			
SRR17010986	PAIR	50472363.0	50472363.0	1.0	0.0	50472363.0	1.0	7086573670.0	44205530.0	6226138048.0	5926844983.0	0.0	0.003429	0.00316	6.2e-05	141.25155	16.135975	150.0	1.0	35.0	151.0	140.40905	50468284.0	0.999919	4079.0	8.1e-05	0.0	0.5	0.007959	0.0	0.005965	0.0	11.397209			
SRR17010987	PAIR	66585351.0	66585351.0	1.0	0.0	66585351.0	1.0	9478157720.0	57744452.0	8241379053.0	7835968020.0	0.0	0.003397	0.003158	5.6e-05	143.146209	14.510346	150.0	1.0	35.0	151.0	142.35094	66579800.0	0.999917	5551.0	8.3e-05	0.0	0.499999	0.006936	0.0	0.005556	0.0	11.164885			
SRR17010988	PAIR	66160975.0	66160975.0	1.0	0.0	66160975.0	1.0	9476337701.0	58369035.0	8383842891.0	7960919570.0	0.0	0.003536	0.00323	5.7e-05	144.096364	13.630141	150.0	1.0	35.0	151.0	143.236144	66159744.0	0.999981	1231.0	1.9e-05	0.0	0.499999	0.007103	0.0	0.00597	0.0	10.283718			
SRR17010989	PAIR	50529720.0	50529720.0	1.0	0.0	50529720.0	1.0	7157796542.0	43431192.0	6175031230.0	5863231928.0	0.0	0.003755	0.00353	5.7e-05	142.547949	15.113161	150.0	1.0	35.0	151.0	141.659455	50525562.0	0.999918	4158.0	8.2e-05	0.0	0.499998	0.007373	0.0	0.006233	0.0	11.28273			
SRR17010990	PAIR	106789822.0	106789822.0	1.0	0.0	106789822.0	1.0	15301363209.0	94579087.0	13587669075.0	12918010597.0	0.0	0.003236	0.002999	5.5e-05	144.111356	13.79332	150.0	1.0	35.0	151.0	143.288615	106787828.0	0.999981	1994.0	1.9e-05	0.0	0.499999	0.008132	0.0	0.005709	0.0	10.569597			
SRR17010991	PAIR	58017451.0	58017451.0	1.0	0.0	58017451.0	1.0	8502088724.0	49599691.0	7285933377.0	6842670310.0	0.0	0.004818	0.00408	6.8e-05	147.662491	10.582591	151.0	0.0	35.0	151.0	146.550316	58016382.0	0.999982	1069.0	1.8e-05	0.0	0.499998	0.008634	0.0	0.007532	0.0	11.343158			
SRR17010992	PAIR	127511240.0	127511240.0	1.0	0.0	127511240.0	1.0	18232781268.0	113876929.0	16327522395.0	15546126838.0	0.0	0.003116	0.003056	4.9e-05	143.856418	13.86972	150.0	1.0	35.0	151.0	142.993761	127468868.0	0.999668	42372.0	0.000332	0.0	0.499993	0.00516	0.0	0.005997	0.0	9.781824			
SRR17010993	PAIR	90138046.0	90138046.0	1.0	0.0	90138046.0	1.0	12831470779.0	80340980.0	11468650696.0	10922323331.0	0.0	0.003279	0.00319	5.7e-05	143.294551	14.569298	150.0	1.0	35.0	151.0	142.359159	90108472.0	0.999672	29574.0	0.000328	0.0	0.499986	0.008888	0.0	0.006528	0.0	10.139887			
SRR17010994	PAIR	119659877.0	119659877.0	1.0	0.0	119659877.0	1.0	17340265228.0	105708353.0	15354010106.0	14544240529.0	0.0	0.003358	0.003342	5.3e-05	145.825067	12.99973	151.0	0.0	35.0	151.0	144.917072	119620722.0	0.999673	39155.0	0.000327	0.0	0.499983	0.00855	0.0	0.006227	0.0	10.011759			
SRR17010995	PAIR	89470731.0	89470731.0	1.0	0.0	89470731.0	1.0	12645526865.0	75636757.0	10733589327.0	10099022842.0	0.0	0.003606	0.003524	5.2e-05	142.340395	15.446715	150.0	1.0	35.0	151.0	141.341081	89441340.0	0.999672	29391.0	0.000328	0.0	0.49998	0.00652	0.0	0.007021	0.0	10.201835			
SRR17010996	PAIR	99977703.0	99977703.0	1.0	0.0	99977703.0	1.0	14244206590.0	89534431.0	12794559123.0	12081285757.0	0.0	0.004203	0.003664	6.6e-05	143.557051	14.621641	150.0	1.0	35.0	151.0	142.479484	99944036.0	0.999663	33667.0	0.000337	0.0	0.499978	0.007595	0.0	0.007506	0.0	10.836796			
SRR17010997	PAIR	103279174.0	103279174.0	1.0	0.0	103279174.0	1.0	14763928529.0	91924942.0	13183277316.0	12554361682.0	0.0	0.003262	0.003161	6.4e-05	143.890096	13.998795	150.0	1.0	35.0	151.0	142.956261	103245112.0	0.99967	34062.0	0.00033	0.0	0.499987	0.006672	0.0	0.00649	0.0	10.419972			
SRR17010998	PAIR	70020867.0	70020867.0	1.0	0.0	70020867.0	1.0	9951254297.0	61150212.0	8718150931.0	8288073297.0	0.0	0.003241	0.003125	7.3e-05	143.053255	14.74767	150.0	1.0	35.0	151.0	142.123874	69997868.0	0.999672	22999.0	0.000328	0.0	0.499979	0.004533	0.0	0.006497	0.0	10.37776			
SRR17010999	PAIR	103855300.0	103855300.0	1.0	0.0	103855300.0	1.0	14931386646.0	89562098.0	12894138794.0	12224923793.0	0.0	0.003811	0.003514	4.5e-05	144.706395	14.073551	151.0	0.0	35.0	151.0	143.774741	103821572.0	0.999675	33728.0	0.000325	0.0	0.499991	0.013969	0.0	0.006438	0.0	10.068301			
SRR17011000	PAIR	108058393.0	108058393.0	1.0	0.0	108058393.0	1.0	15471286010.0	90351789.0	12971607634.0	12342920949.0	0.0	0.003361	0.003234	5.7e-05	144.04396	13.772166	150.0	1.0	35.0	151.0	143.179472	108023540.0	0.999677	34853.0	0.000323	0.0	0.499972	0.00506	0.0	0.006002	0.0	9.935229			
SRR17011001	PAIR	52957080.0	52957080.0	1.0	0.0	52957080.0	1.0	7428995013.0	46515445.0	6552693893.0	6296152309.0	0.0	0.002769	0.002726	6.2e-05	141.07418	16.794108	150.0	1.0	35.0	151.0	140.288053	52956296.0	0.999985	784.0	1.5e-05	0.0	0.5	0.007701	0.0	0.005572	0.0	8.956574			
SRR17011002	PAIR	54911075.0	54911075.0	1.0	0.0	54911075.0	1.0	7704978054.0	48414323.0	6818680693.0	6565695707.0	0.0	0.002711	0.002657	6e-05	141.104425	16.704914	150.0	1.0	35.0	151.0	140.321493	54910372.0	0.999987	703.0	1.3e-05	0.0	0.5	0.00794	0.0	0.005549	0.0	8.852911			
SRR17011003	PAIR	50370121.0	50370121.0	1.0	0.0	50370121.0	1.0	7070691956.0	43472255.0	6129750471.0	5901013999.0	0.0	0.002761	0.002683	6.4e-05	141.179926	16.575638	150.0	1.0	35.0	151.0	140.379303	50369470.0	0.999987	651.0	1.3e-05	0.0	0.5	0.007719	0.0	0.005671	0.0	9.150817			
SRR17011004	PAIR	48568336.0	48568336.0	1.0	0.0	48568336.0	1.0	6853555645.0	42652403.0	6041672888.0	5812052873.0	0.0	0.002877	0.002726	6.8e-05	141.936754	15.777633	150.0	1.0	35.0	151.0	141.116835	48567678.0	0.999986	658.0	1.4e-05	0.0	0.5	0.007239	0.0	0.005777	0.0	9.471309			
SRR17011005	PAIR	64011747.0	64011747.0	1.0	0.0	64011747.0	1.0	9040656362.0	56535616.0	8010628106.0	7714492959.0	0.0	0.002918	0.002626	6.1e-05	142.000583	15.621349	150.0	1.0	35.0	151.0	141.238807	64010938.0	0.999987	809.0	1.3e-05	0.0	0.5	0.007842	0.0	0.005365	0.0	9.153768			
SRR17011006	PAIR	58713105.0	58713105.0	1.0	0.0	58713105.0	1.0	8351779157.0	51845559.0	7398637087.0	7041186660.0	0.0	0.003706	0.003091	7.4e-05	143.109931	14.594063	150.0	1.0	35.0	151.0	142.254781	58708274.0	0.999918	4831.0	8.2e-05	0.0	0.499997	0.006382	0.0	0.005975	0.0	11.236796			
SRR17011007	PAIR	77254005.0	77254005.0	1.0	0.0	77254005.0	1.0	10938023944.0	69236401.0	9827751327.0	9360483100.0	0.0	0.003155	0.003108	5.6e-05	142.38499	15.340197	150.0	1.0	35.0	151.0	141.589589	77247588.0	0.999917	6417.0	8.3e-05	0.0	0.499998	0.008146	0.0	0.005586	0.0	11.096763			
SRR17011008	PAIR	53464311.0	53464311.0	1.0	0.0	53464311.0	1.0	7543039049.0	47561558.0	6732495889.0	6399552502.0	0.0	0.003177	0.003161	5.7e-05	141.931969	15.827694	150.0	1.0	35.0	151.0	141.089486	53459928.0	0.999918	4383.0	8.2e-05	0.0	0.499998	0.00611	0.0	0.005936	0.0	11.613492			
SRR17011009	PAIR	54796718.0	54796718.0	1.0	0.0	54796718.0	1.0	7694291051.0	48608221.0	6844858061.0	6528376746.0	0.0	0.003087	0.002946	5.4e-05	141.191813	16.075035	150.0	1.0	35.0	151.0	140.419367	54792262.0	0.999919	4456.0	8.1e-05	0.0	0.499998	0.004765	0.0	0.005471	0.0	10.730064			
SRR17011010	PAIR	73588854.0	73588854.0	1.0	0.0	73588854.0	1.0	10428450163.0	65524083.0	9314326677.0	8867384699.0	0.0	0.003342	0.003046	5.4e-05	142.542681	15.122159	150.0	1.0	35.0	151.0	141.717319	73582916.0	0.999919	5938.0	8.1e-05	0.0	0.499998	0.006711	0.0	0.00579	0.0	11.020966			
SRR17011011	PAIR	119426541.0	119426541.0	1.0	0.0	119426541.0	1.0	17228461048.0	105644991.0	15279177728.0	13838081827.0	0.0	0.007977	0.007752	7e-05	146.029989	11.743927	151.0	0.0	35.0	151.0	144.26684	119426434.0	0.999999	107.0	1e-06	0.0	0.5	0.009862	0.0	0.012074	0.0	13.929231			
SRR17011012	PAIR	79803952.0	79803952.0	1.0	0.0	79803952.0	1.0	11605394723.0	63762968.0	9275033420.0	8282415851.0	0.0	0.009049	0.009413	4.9e-05	147.60302	10.115929	151.0	0.0	35.0	151.0	145.429464	79803866.0	0.999999	86.0	1e-06	0.0	0.5	0.007178	0.0	0.014726	0.0	14.927163			
SRR17011013	PAIR	99316968.0	99316968.0	1.0	0.0	99316968.0	1.0	14480810475.0	82999383.0	12105121273.0	10813375716.0	0.0	0.00893	0.009296	5.5e-05	147.961917	9.41394	151.0	0.0	35.0	151.0	145.809755	99316858.0	0.999999	110.0	1e-06	0.0	0.5	0.0141	0.0	0.014545	0.0	15.017587			
SRR17011014	PAIR	77460514.0	77460514.0	1.0	0.0	77460514.0	1.0	11132976283.0	66697957.0	9608962085.0	8583931435.0	0.0	0.008917	0.009081	6.9e-05	145.787158	12.106583	151.0	0.0	35.0	151.0	143.730718	77460430.0	0.999999	84.0	1e-06	0.0	0.5	0.005737	0.0	0.014106	0.0	14.31541			
SRR17011015	PAIR	85296316.0	85296316.0	1.0	0.0	85296316.0	1.0	12357779279.0	71417695.0	10353301175.0	9339770607.0	0.0	0.008008	0.008292	6.4e-05	146.710351	11.567985	151.0	0.0	35.0	151.0	144.885367	85296250.0	0.999999	66.0	1e-06	0.0	0.5	0.007665	0.0	0.012439	0.0	14.048202			
SRR17011016	PAIR	127661695.0	127661695.0	1.0	0.0	127661695.0	1.0	18453323426.0	113620253.0	16457708900.0	14924479355.0	0.0	0.007623	0.007676	6.4e-05	146.249192	11.443257	151.0	0.0	35.0	151.0	144.55475	127661540.0	0.999999	155.0	1e-06	0.0	0.5	0.006157	0.0	0.011586	0.0	13.506334			
SRR17011017	PAIR	51028397.0	51028397.0	1.0	0.0	51028397.0	1.0	7338650269.0	42295252.0	6102180831.0	5540750176.0	0.0	0.008212	0.008052	9e-05	145.690493	12.244115	151.0	0.0	35.0	151.0	143.822043	51028342.0	0.999999	55.0	1e-06	0.0	0.5	0.019492	0.0	0.012825	0.0	14.02783			
SRR17011018	PAIR	104403579.0	104403579.0	1.0	0.0	104403579.0	1.0	15129477149.0	92212034.0	13394104290.0	12485688245.0	0.0	0.005187	0.004896	7.4e-05	146.0251	11.655997	151.0	0.0	35.0	151.0	144.920773	104403564.0	1.0	15.0	0.0	0.0	0.5	0.007964	0.0	0.007563	0.0	12.058448			
SRR17011019	PAIR	54197306.0	54197306.0	1.0	0.0	54197306.0	1.0	7723777971.0	44730853.0	6396361427.0	6084993775.0	0.0	0.003	0.003049	5.4e-05	143.310015	14.571801	150.0	1.0	35.0	151.0	142.517146	54196352.0	0.999982	954.0	1.8e-05	0.0	0.499998	0.014761	0.0	0.005533	0.0	10.170603			
SRR17011020	PAIR	77929181.0	77929181.0	1.0	0.0	77929181.0	1.0	11251934897.0	63879621.0	9231408347.0	8721160839.0	0.0	0.003421	0.003537	4.6e-05	145.284449	12.973273	151.0	0.0	35.0	151.0	144.391097	77927700.0	0.999981	1481.0	1.9e-05	0.0	0.499999	0.024143	0.0	0.006149	0.0	11.115015			
SRR17011021	PAIR	51642660.0	51642660.0	1.0	0.0	51642660.0	1.0	7310921515.0	44731090.0	6354847441.0	6104988123.0	0.0	0.002821	0.002784	5.8e-05	142.36981	15.310995	150.0	1.0	35.0	151.0	141.57175	51641990.0	0.999987	670.0	1.3e-05	0.0	0.5	0.008035	0.0	0.005606	0.0	9.057839			
SRR17011022	PAIR	53048921.0	53048921.0	1.0	0.0	53048921.0	1.0	7566058188.0	47029374.0	6730521555.0	6389492252.0	0.0	0.003253	0.003072	5.8e-05	143.470235	14.357562	150.0	1.0	35.0	151.0	142.62967	53047996.0	0.999983	925.0	1.7e-05	0.0	0.499999	0.005072	0.0	0.005859	0.0	10.154268			
SRR17011023	PAIR	50603742.0	50603742.0	1.0	0.0	50603742.0	1.0	7130864453.0	44170305.0	6243626812.0	5981783428.0	0.0	0.002835	0.002831	5.2e-05	141.737186	16.183878	150.0	1.0	35.0	151.0	140.919451	50603054.0	0.999986	688.0	1.4e-05	0.0	0.499999	0.00639	0.0	0.005769	0.0	9.35219			
SRR17011024	PAIR	114258096.0	114258096.0	1.0	0.0	114258096.0	1.0	16472989742.0	98087736.0	14191301270.0	13232447196.0	0.0	0.005539	0.004864	0.000106	145.297064	12.469499	151.0	0.0	35.0	151.0	144.185524	114258090.0	1.0	6.0	0.0	0.0	0.5	0.005782	1e-06	0.00765	0.0	12.080579			
SRR17011025	PAIR	66174684.0	66174684.0	1.0	0.0	66174684.0	1.0	9560155535.0	58214243.0	8430548420.0	7868358698.0	0.0	0.005021	0.004943	6.9e-05	145.619572	12.154612	151.0	0.0	35.0	151.0	144.475116	66174674.0	1.0	10.0	0.0	0.0	0.5	0.007438	0.0	0.007859	0.0	12.28556			
SRR17011026	PAIR	123120730.0	123120730.0	1.0	0.0	123120730.0	1.0	17645401136.0	108085917.0	15527591169.0	14024827852.0	0.0	0.00872	0.008237	7.8e-05	145.320944	12.69739	151.0	0.0	35.0	151.0	143.326843	123120602.0	0.999999	128.0	1e-06	0.0	0.5	0.011011	0.0	0.013722	0.0	14.506746			
SRR17011027	PAIR	78997389.0	78997389.0	1.0	0.0	78997389.0	1.0	11460500620.0	68506717.0	9958666493.0	9302147306.0	0.0	0.005696	0.004741	0.000139	146.120714	11.482337	151.0	0.0	35.0	151.0	145.093113	78997384.0	1.0	5.0	0.0	0.0	0.5	0.00474	0.0	0.007033	0.0	11.784961			
SRR17011028	PAIR	133673114.0	133673114.0	1.0	0.0	133673114.0	1.0	19343893921.0	117873218.0	17095920359.0	15960179995.0	0.0	0.004697	0.004714	7.5e-05	145.776265	11.899979	151.0	0.0	35.0	151.0	144.71899	133673098.0	1.0	16.0	0.0	0.0	0.5	0.006281	0.0	0.007253	0.0	12.146286			
SRR17011029	PAIR	96745862.0	96745862.0	1.0	0.0	96745862.0	1.0	13911244681.0	82407673.0	11887629984.0	10967286662.0	0.0	0.005595	0.005516	8e-05	145.061928	12.714944	151.0	0.0	35.0	151.0	143.79826	96745844.0	1.0	18.0	0.0	0.0	0.5	0.008217	0.0	0.008711	0.0	12.476034			
SRR17011030	PAIR	92056039.0	92056039.0	1.0	0.0	92056039.0	1.0	13285584614.0	76062519.0	11020688158.0	10271750576.0	0.0	0.005133	0.004999	7.5e-05	145.422802	12.538442	151.0	0.0	35.0	151.0	144.327947	92056018.0	1.0	21.0	0.0	0.0	0.5	0.007527	1e-06	0.007529	0.0	11.851782			
SRR17011031	PAIR	136449670.0	136449670.0	1.0	0.0	136449670.0	1.0	19765825825.0	117767932.0	17111996701.0	15927305625.0	0.0	0.005152	0.004962	7.7e-05	145.97318	11.757649	151.0	0.0	35.0	151.0	144.866	136449640.0	1.0	30.0	0.0	0.0	0.5	0.008159	0.0	0.007585	0.0	12.13247			
