Sample	total_reads	avg_input_read_length	uniquely_mapped	uniquely_mapped_percent	avg_mapped_read_length	num_splices	num_annotated_splices	num_GTAG_splices	num_GCAG_splices	num_ATAC_splices	num_noncanonical_splices	mismatch_rate	deletion_rate	deletion_length	insertion_rate	insertion_length	multimapped	multimapped_percent	multimapped_toomany	multimapped_toomany_percent	unmapped_mismatches_percent	unmapped_tooshort_percent	unmapped_other_percent	unmapped_mismatches	unmapped_tooshort	unmapped_other
SRR17010977	25161543.0	282.0	21037988.0	83.61	282.12	29508091.0	29462940.0	29202179.0	218881.0	28804.0	58227.0	0.25	0.01	1.71	0.0	1.48	2875240.0	11.43	114217.0	0.45	0.0	3.27	1.24	0	822284	311814
SRR17010977._STARpass1	25161543.0	282.0	21580171.0	85.77	282.13	29337606.0	28880861.0	29058126.0	202910.0	28257.0	48313.0	0.26	0.01	1.7	0.0	1.56	2385007.0	9.48	143588.0	0.57	0.0	3.25	0.93	0	818547	234230
SRR17010978	22828726.0	285.0	19001895.0	83.24	284.03	28008992.0	27977817.0	27681513.0	226629.0	19360.0	81490.0	0.29	0.01	1.7	0.0	1.58	2728841.0	11.95	86177.0	0.38	0.0	3.31	1.12	0	756005	255808
SRR17010978._STARpass1	22828726.0	285.0	19849020.0	86.95	284.19	27649701.0	27279893.0	27426372.0	166208.0	19157.0	37964.0	0.3	0.01	1.69	0.0	1.55	1969433.0	8.63	124415.0	0.54	0.0	3.3	0.58	0	753436	132422
SRR17010979	59641200.0	293.0	47732312.0	80.03	292.09	69981496.0	69835999.0	69135499.0	597063.0	62588.0	186346.0	0.41	0.01	1.86	0.0	1.56	8535106.0	14.31	200563.0	0.34	0.0	4.45	0.87	0	2654290	518929
SRR17010979._STARpass1	59641200.0	293.0	49944003.0	83.74	292.11	69754279.0	68443464.0	69072468.0	465327.0	61704.0	154780.0	0.48	0.01	1.85	0.01	1.19	6518539.0	10.93	248783.0	0.42	0.0	4.42	0.49	0	2637484	292391
SRR17010980	23723759.0	282.0	19726641.0	83.15	281.97	27539392.0	27504115.0	27242783.0	214951.0	29277.0	52381.0	0.27	0.01	1.79	0.0	1.42	3004357.0	12.66	85159.0	0.36	0.0	3.13	0.7	0	741722	165880
SRR17010980._STARpass1	23723759.0	282.0	20181178.0	85.07	281.95	27391187.0	26965494.0	27138822.0	184798.0	28893.0	38674.0	0.28	0.01	1.79	0.0	1.48	2589923.0	10.92	107626.0	0.45	0.0	3.12	0.44	0	740590	104442
SRR17010981	24495254.0	289.0	20184779.0	82.4	288.49	30578909.0	30472301.0	30182064.0	232950.0	29654.0	134241.0	0.33	0.01	2.06	0.0	1.51	2955019.0	12.06	98918.0	0.4	0.0	3.83	1.3	0	938117	318421
SRR17010981._STARpass1	24495254.0	289.0	21235115.0	86.69	288.14	30588530.0	29950557.0	30238894.0	210518.0	28959.0	110159.0	0.38	0.01	2.04	0.0	1.63	1983042.0	8.1	132453.0	0.54	0.0	3.71	0.97	0	907399	237245
SRR17010982	24498812.0	284.0	20294832.0	82.84	283.16	29586396.0	29554013.0	29281537.0	223242.0	24969.0	56648.0	0.29	0.01	1.67	0.0	1.7	2880536.0	11.76	99961.0	0.41	0.0	3.92	1.07	0	961133	262350
SRR17010982._STARpass1	24498812.0	284.0	21072270.0	86.01	283.22	29337563.0	28968955.0	29095673.0	183981.0	24474.0	33435.0	0.31	0.01	1.66	0.0	1.75	2210876.0	9.02	129037.0	0.53	0.0	3.88	0.55	0	951720	134909
SRR17010983	38615482.0	285.0	32569851.0	84.34	284.88	46700181.0	46639597.0	46202215.0	365545.0	48823.0	83598.0	0.3	0.01	1.59	0.0	1.61	3976029.0	10.3	153161.0	0.4	0.0	3.8	1.16	0	1468241	448200
SRR17010983._STARpass1	38615482.0	285.0	33311520.0	86.26	284.9	46500339.0	45699604.0	46066707.0	319897.0	48832.0	64903.0	0.31	0.01	1.59	0.0	1.7	3329982.0	8.62	177216.0	0.46	0.0	3.8	0.85	0	1468323	328441
SRR17010984	34678892.0	286.0	28713463.0	82.8	285.56	40273575.0	40221209.0	39830264.0	326394.0	40232.0	76685.0	0.32	0.01	1.66	0.0	1.64	4052755.0	11.69	118444.0	0.34	0.0	4.16	1.01	0	1443713	350517
SRR17010984._STARpass1	34678892.0	286.0	29557979.0	85.23	285.6	40051663.0	39334957.0	39679477.0	278836.0	39858.0	53492.0	0.36	0.01	1.65	0.0	1.71	3276985.0	9.45	172193.0	0.5	0.0	4.13	0.69	0	1432420	239315
SRR17010985	41858729.0	291.0	33897184.0	80.98	289.9	48299029.0	48208594.0	47748356.0	394426.0	43160.0	113087.0	0.38	0.01	1.78	0.0	1.51	5399579.0	12.9	174328.0	0.42	0.0	4.4	1.31	0	1839861	547777
SRR17010985._STARpass1	41858729.0	291.0	35731469.0	85.36	290.11	48213409.0	47213679.0	47744535.0	336393.0	42338.0	90143.0	0.38	0.01	1.81	0.0	1.66	3718468.0	8.88	243759.0	0.58	0.0	4.31	0.86	0	1804892	360141
SRR17010986	26686063.0	282.0	22104496.0	82.83	281.67	30355998.0	30313327.0	30021247.0	242550.0	29283.0	62918.0	0.31	0.01	1.85	0.0	1.46	3133725.0	11.74	106504.0	0.4	0.0	4.2	0.83	0	1120004	221334
SRR17010986._STARpass1	26686063.0	282.0	22747907.0	85.24	281.69	30149266.0	29653764.0	29874367.0	203368.0	28940.0	42591.0	0.32	0.01	1.82	0.0	1.52	2547320.0	9.55	140300.0	0.53	0.0	4.17	0.52	0	1111884	138652
SRR17010987	34952415.0	286.0	28874559.0	82.61	285.42	41761425.0	41712840.0	41310404.0	336457.0	39974.0	74590.0	0.31	0.01	1.64	0.0	1.7	4420892.0	12.65	82602.0	0.24	0.0	3.83	0.67	0	1339957	234405
SRR17010987._STARpass1	34952415.0	286.0	30133217.0	86.21	285.52	41571322.0	40928189.0	41187251.0	290296.0	39689.0	54086.0	0.32	0.01	1.63	0.0	1.76	3261233.0	9.33	111222.0	0.32	0.0	3.81	0.33	0	1331423	115320
SRR17010988	34909986.0	288.0	29185039.0	83.6	287.27	42917372.0	42860468.0	42463114.0	325909.0	41020.0	87329.0	0.32	0.01	1.69	0.0	1.63	3896064.0	11.16	113272.0	0.32	0.0	4.01	0.9	0	1401141	314470
SRR17010988._STARpass1	34909986.0	288.0	29931116.0	85.74	287.21	42678246.0	41994177.0	42285986.0	291357.0	40734.0	60169.0	0.34	0.01	1.69	0.0	1.72	3245210.0	9.3	143589.0	0.41	0.0	3.99	0.56	0	1394370	195701
SRR17010989	26786527.0	285.0	21717350.0	81.08	284.34	30203725.0	30149010.0	29839401.0	241698.0	27556.0	95070.0	0.34	0.01	1.64	0.0	1.47	3549589.0	13.25	127706.0	0.48	0.0	4.25	0.95	0	1137596	254286
SRR17010989._STARpass1	26786527.0	285.0	22644038.0	84.54	284.47	29893916.0	29364053.0	29602591.0	207257.0	27444.0	56624.0	0.36	0.01	1.63	0.0	1.5	2678745.0	10.0	182295.0	0.68	0.0	4.16	0.62	0	1115236	166213
SRR17010990	56318077.0	288.0	47290393.0	83.97	287.32	69427712.0	69334426.0	68698092.0	523334.0	69873.0	136413.0	0.29	0.01	1.7	0.0	1.49	6105515.0	10.84	182598.0	0.32	0.0	3.81	1.06	0	2143278	596293
SRR17010990._STARpass1	56318077.0	288.0	48422407.0	85.98	287.34	69096220.0	67887604.0	68452859.0	469460.0	68825.0	105076.0	0.31	0.01	1.72	0.0	1.59	5153138.0	9.15	253907.0	0.45	0.0	3.74	0.68	0	2105760	382865
SRR17010991	30652628.0	294.0	24800295.0	80.91	293.78	38177542.0	38087742.0	37725486.0	291466.0	33297.0	127293.0	0.4	0.01	1.86	0.0	1.72	4208965.0	13.73	79345.0	0.26	0.0	4.16	0.94	0	1275752	288271
SRR17010991._STARpass1	30652628.0	294.0	26416087.0	86.18	293.95	37958806.0	37183923.0	37596738.0	242932.0	29514.0	89622.0	0.47	0.01	1.84	0.0	1.34	2730974.0	8.91	98594.0	0.32	0.0	4.15	0.44	0	1272100	134873
SRR17010992	66878076.0	287.0	56957038.0	85.17	286.66	93357424.0	93243026.0	92388820.0	740944.0	79874.0	147786.0	0.29	0.01	1.71	0.0	1.63	6819768.0	10.2	113747.0	0.17	0.0	3.46	1.01	0	2312490	675033
SRR17010992._STARpass1	66878076.0	287.0	59486549.0	88.95	286.72	92638587.0	91703752.0	91839310.0	598331.0	78895.0	122051.0	0.29	0.01	1.72	0.0	1.74	4696188.0	7.02	131616.0	0.2	0.0	3.47	0.36	0	2322746	240977
SRR17010993	47486549.0	286.0	40183458.0	84.62	285.41	61468512.0	61392875.0	60640006.0	630428.0	52020.0	146058.0	0.31	0.01	1.71	0.0	1.75	4900352.0	10.32	120695.0	0.25	0.0	3.99	0.82	0	1893005	389039
SRR17010993._STARpass1	47486549.0	286.0	41563418.0	87.53	285.47	60969286.0	60190293.0	60427465.0	401687.0	51490.0	88644.0	0.31	0.01	1.7	0.0	1.98	3647680.0	7.68	168155.0	0.35	0.0	3.97	0.46	0	1888480	218816
SRR17010994	62599263.0	291.0	52871246.0	84.46	290.4	82028027.0	81914328.0	81065368.0	706471.0	77243.0	178945.0	0.32	0.01	1.65	0.0	1.62	6978270.0	11.15	154308.0	0.25	0.0	3.45	0.69	0	2162866	432573
SRR17010994._STARpass1	62599263.0	291.0	55942326.0	89.37	290.6	81742028.0	80545148.0	80947064.0	582799.0	75996.0	136169.0	0.32	0.01	1.63	0.0	1.73	4113541.0	6.57	134570.0	0.21	0.0	3.5	0.35	0	2189842	218984
SRR17010995	47014242.0	284.0	37830599.0	80.47	283.73	58150009.0	58075357.0	57387526.0	581303.0	52968.0	128212.0	0.34	0.01	1.69	0.0	1.62	6919462.0	14.72	86160.0	0.18	0.0	3.98	0.65	0	1872251	305770
SRR17010995._STARpass1	47014242.0	284.0	40608039.0	86.37	283.96	57667596.0	56929439.0	57162488.0	363820.0	52804.0	88484.0	0.34	0.01	1.67	0.0	1.65	4303801.0	9.15	95785.0	0.2	0.0	3.96	0.31	0	1860938	145679
SRR17010996	54256567.0	287.0	44782085.0	82.54	285.71	72963229.0	72891775.0	72039130.0	621574.0	67459.0	235066.0	0.36	0.01	1.57	0.0	1.42	5223600.0	9.63	102527.0	0.19	0.0	6.92	0.72	0	3757411	390944
SRR17010996._STARpass1	54256567.0	287.0	46320007.0	85.37	285.82	72362003.0	71479202.0	71722195.0	475128.0	67429.0	97251.0	0.4	0.01	1.55	0.0	1.29	3810776.0	7.02	132569.0	0.24	0.0	6.89	0.47	0	3738213	255002
SRR17010997	54251450.0	287.0	45977393.0	84.75	286.73	74988328.0	74906241.0	74059474.0	667173.0	60066.0	201615.0	0.3	0.01	1.65	0.0	1.76	5679225.0	10.47	117219.0	0.22	0.0	3.71	0.85	0	2015777	461836
SRR17010997._STARpass1	54251450.0	287.0	47975142.0	88.43	286.8	74380444.0	73573514.0	73726706.0	500558.0	59083.0	94097.0	0.3	0.01	1.63	0.0	1.79	3934126.0	7.25	133639.0	0.25	0.0	3.73	0.34	0	2024046	184497
SRR17010998	36601751.0	286.0	30584993.0	83.56	285.05	49330274.0	49267471.0	48792288.0	383280.0	46078.0	108628.0	0.3	0.01	1.84	0.0	1.75	4436940.0	12.12	81013.0	0.22	0.0	3.59	0.51	0	1312368	186437
SRR17010998._STARpass1	36601751.0	286.0	32159078.0	87.86	285.18	49178882.0	48750149.0	48709871.0	349209.0	42974.0	76828.0	0.3	0.01	1.81	0.0	1.66	2941968.0	8.04	91713.0	0.25	0.0	3.61	0.24	0	1321159	87833
SRR17010999	54623050.0	289.0	44795381.0	82.01	287.85	71965131.0	71832322.0	71237213.0	495603.0	51864.0	180451.0	0.34	0.01	1.78	0.0	1.54	7149133.0	13.09	167026.0	0.31	0.0	3.49	1.11	0	1905472	606038
SRR17010999._STARpass1	54623050.0	289.0	48287269.0	88.4	288.24	71517098.0	70549020.0	70878092.0	443148.0	51056.0	144802.0	0.36	0.0	1.76	0.0	1.56	4024459.0	7.37	181351.0	0.33	0.0	3.49	0.41	0	1906051	223920
SRR17011000	56199297.0	288.0	45190278.0	80.41	287.04	72246616.0	72131767.0	71410888.0	585781.0	62210.0	187737.0	0.31	0.01	1.73	0.0	1.66	8856345.0	15.76	101235.0	0.18	0.0	3.11	0.54	0	1747938	303501
SRR17011000._STARpass1	56199297.0	288.0	47993348.0	85.4	287.4	71739648.0	70973168.0	71061164.0	492053.0	61696.0	124735.0	0.31	0.01	1.73	0.0	1.7	6238479.0	11.1	105669.0	0.19	0.0	3.1	0.21	0	1743681	118120
SRR17011001	27732343.0	282.0	23258035.0	83.87	281.74	32450106.0	32408166.0	32086657.0	255892.0	33455.0	74102.0	0.26	0.01	1.62	0.0	1.61	3220897.0	11.61	101558.0	0.37	0.0	3.19	0.97	0	883272	268581
SRR17011001._STARpass1	27732343.0	282.0	23867825.0	86.06	281.75	32227450.0	31711328.0	31932233.0	219250.0	33119.0	42848.0	0.26	0.01	1.65	0.0	1.67	2664821.0	9.61	138974.0	0.5	0.0	3.14	0.69	0	869627	191096
SRR17011002	28793514.0	282.0	24207461.0	84.07	281.68	34335429.0	34261662.0	33930263.0	270931.0	34505.0	99730.0	0.26	0.01	1.68	0.0	1.41	3248428.0	11.28	110712.0	0.38	0.0	3.18	1.08	0	915865	311048
SRR17011002._STARpass1	28793514.0	282.0	24798892.0	86.13	281.66	34115140.0	33508793.0	33777756.0	236430.0	33780.0	67174.0	0.26	0.01	1.67	0.0	1.48	2708044.0	9.41	152256.0	0.53	0.0	3.18	0.76	0	915519	218803
SRR17011003	26395564.0	282.0	21736397.0	82.35	282.0	29396332.0	29328337.0	29039070.0	237418.0	27799.0	92045.0	0.26	0.01	1.65	0.0	1.54	3448989.0	13.07	104973.0	0.4	0.0	3.32	0.87	0	875723	229482
SRR17011003._STARpass1	26395564.0	282.0	22387392.0	84.81	282.07	29178843.0	28645869.0	28882149.0	211284.0	27654.0	57756.0	0.26	0.01	1.67	0.0	1.61	2851053.0	10.8	138439.0	0.52	0.0	3.31	0.55	0	873531	145149
SRR17011004	25533186.0	283.0	21326476.0	83.52	283.29	30026575.0	29960837.0	29677256.0	233092.0	27531.0	88696.0	0.26	0.01	1.7	0.0	1.66	2958021.0	11.59	117521.0	0.46	0.0	3.36	1.07	0	857951	273217
SRR17011004._STARpass1	25533186.0	283.0	21926259.0	85.87	283.3	29826788.0	29330421.0	29542436.0	197567.0	27041.0	59744.0	0.27	0.01	1.74	0.0	1.65	2405620.0	9.42	162046.0	0.63	0.0	3.34	0.73	0	852858	186403
SRR17011005	33524247.0	284.0	28268156.0	84.32	283.38	40600475.0	40549466.0	40171059.0	309315.0	41670.0	78431.0	0.25	0.01	1.71	0.0	1.5	3738122.0	11.15	128433.0	0.38	0.0	3.24	0.91	0	1084843	304693
SRR17011005._STARpass1	33524247.0	284.0	28945422.0	86.34	283.37	40425274.0	39782120.0	40050390.0	276480.0	41332.0	57072.0	0.27	0.01	1.71	0.0	1.58	3128312.0	9.33	164514.0	0.49	0.0	3.24	0.6	0	1085062	200937
SRR17011006	30566102.0	286.0	25924845.0	84.82	285.39	41428785.0	41383410.0	41014550.0	301800.0	47401.0	65034.0	0.3	0.01	1.68	0.0	1.75	3434123.0	11.24	36881.0	0.12	0.0	3.25	0.57	0	995634	174619
SRR17011006._STARpass1	30566102.0	286.0	27078508.0	88.59	285.45	41284694.0	40801724.0	40922359.0	269711.0	44325.0	48299.0	0.35	0.01	1.68	0.01	1.38	2377201.0	7.78	45954.0	0.15	0.0	3.27	0.21	0	1000206	64233
SRR17011007	40686294.0	284.0	34621021.0	85.09	283.87	50182381.0	50123009.0	49632522.0	394129.0	50762.0	104968.0	0.3	0.01	1.7	0.0	1.61	4009190.0	9.85	134556.0	0.33	0.0	3.79	0.93	0	1542921	378606
SRR17011007._STARpass1	40686294.0	284.0	35453754.0	87.14	283.94	49925523.0	49207380.0	49458192.0	340924.0	50068.0	76339.0	0.3	0.01	1.73	0.0	1.71	3286465.0	8.08	171958.0	0.42	0.0	3.79	0.57	0	1542180	231937
SRR17011008	27874313.0	283.0	23782669.0	85.32	283.08	36354774.0	36312265.0	35963118.0	290703.0	36650.0	64303.0	0.31	0.01	1.8	0.0	1.67	2951678.0	10.59	44889.0	0.16	0.0	3.39	0.54	0	944608	150469
SRR17011008._STARpass1	27874313.0	283.0	24660742.0	88.47	283.22	36197991.0	35748990.0	35841391.0	270303.0	36403.0	49894.0	0.3	0.01	1.79	0.0	1.8	2139345.0	7.67	52206.0	0.19	0.0	3.41	0.26	0	949615	72405
SRR17011009	28505999.0	282.0	24306030.0	85.27	281.61	38513399.0	38467310.0	38068617.0	330983.0	37693.0	76106.0	0.28	0.01	1.8	0.0	1.75	3094557.0	10.86	34267.0	0.12	0.0	3.19	0.57	0	908764	162381
SRR17011009._STARpass1	28505999.0	282.0	25276672.0	88.67	281.76	38263210.0	37859429.0	37926814.0	237840.0	37481.0	61075.0	0.29	0.01	1.79	0.0	1.83	2191449.0	7.69	43101.0	0.15	0.0	3.2	0.29	0	912116	82661
SRR17011010	38429802.0	285.0	32764632.0	85.26	284.28	50946386.0	50888681.0	50351221.0	459645.0	54163.0	81357.0	0.29	0.01	1.68	0.0	1.9	4032764.0	10.49	64362.0	0.17	0.0	3.37	0.71	0	1295174	272870
SRR17011010._STARpass1	38429802.0	285.0	33774793.0	87.89	284.34	50653465.0	49980357.0	50201093.0	331194.0	54122.0	67056.0	0.32	0.01	1.67	0.0	2.02	3169033.0	8.25	76010.0	0.2	0.0	3.38	0.29	0	1298552	111414
SRR17011011	64581542.0	292.0	52822538.0	81.79	289.25	75813772.0	75725937.0	75041554.0	567016.0	83754.0	121448.0	0.77	0.01	1.6	0.0	1.4	6890786.0	10.67	181478.0	0.28	0.0	6.18	1.07	0	3995042	691698
SRR17011011._STARpass1	64581542.0	292.0	54450772.0	84.31	289.3	75551356.0	74375557.0	74865304.0	507768.0	82927.0	95357.0	0.79	0.01	1.6	0.0	1.44	5497729.0	8.51	204334.0	0.32	0.0	6.18	0.67	0	3995534	433173
SRR17011012	43355002.0	295.0	31881517.0	73.54	290.92	46768789.0	46673421.0	46261266.0	334966.0	36515.0	136042.0	0.94	0.0	1.86	0.0	1.58	8020502.0	18.5	78883.0	0.18	0.0	7.16	0.63	0	3101227	272873
SRR17011012._STARpass1	43355002.0	295.0	36136118.0	83.35	291.64	46561906.0	45764772.0	46135617.0	294477.0	35754.0	96058.0	0.89	0.0	1.81	0.0	1.57	3899861.0	9.0	87181.0	0.2	0.0	7.19	0.26	0	3119053	112789
SRR17011013	54717994.0	295.0	41499734.0	75.84	291.69	59269545.0	59162980.0	58573299.0	502175.0	58603.0	135468.0	0.92	0.01	2.06	0.0	1.42	8158805.0	14.91	145733.0	0.27	0.0	7.72	1.26	0	4224269	689453
SRR17011013._STARpass1	54717994.0	295.0	45795689.0	83.69	292.33	59054564.0	58043998.0	58499332.0	393859.0	55624.0	105749.0	0.88	0.01	1.97	0.0	1.46	4032397.0	7.37	193272.0	0.35	0.0	7.72	0.86	0	4225878	470758
SRR17011014	42081384.0	291.0	33349013.0	79.25	288.13	49649905.0	49589701.0	49168474.0	350058.0	45670.0	85703.0	0.9	0.01	1.73	0.0	1.35	5381286.0	12.79	98981.0	0.24	0.0	6.83	0.9	0	2873463	378641
SRR17011014._STARpass1	42081384.0	291.0	35403955.0	84.13	288.42	49419751.0	48809211.0	48998564.0	316757.0	44598.0	59832.0	0.88	0.01	1.71	0.0	1.36	3533108.0	8.4	108433.0	0.26	0.0	6.86	0.35	0	2888515	147373
SRR17011015	45628058.0	293.0	35708874.0	78.26	289.94	52302866.0	52175171.0	51674811.0	427292.0	52692.0	148071.0	0.82	0.01	1.95	0.0	1.51	6939317.0	15.21	87084.0	0.19	0.0	5.7	0.64	0	2600767	292016
SRR17011015._STARpass1	45628058.0	293.0	39321956.0	86.18	290.64	52017777.0	51130237.0	51504031.0	333926.0	51376.0	128444.0	0.79	0.01	1.91	0.0	1.53	3437942.0	7.53	91071.0	0.2	0.0	5.7	0.38	0	2603521	173568
SRR17011016	68616795.0	292.0	56810191.0	82.79	289.7	88022805.0	87936122.0	87101518.0	708734.0	75001.0	137552.0	0.76	0.01	1.64	0.0	1.41	7020734.0	10.23	156411.0	0.23	0.0	5.9	0.85	0	4046490	582969
SRR17011016._STARpass1	68616795.0	292.0	59395542.0	86.56	289.83	87533454.0	86497195.0	86810380.0	555084.0	74443.0	93547.0	0.75	0.01	1.63	0.0	1.44	4770491.0	6.95	182943.0	0.27	0.0	5.92	0.3	0	4061976	205843
SRR17011017	27650898.0	291.0	21147648.0	76.48	288.55	29747574.0	29679489.0	29302622.0	311394.0	20994.0	112564.0	0.8	0.01	1.96	0.0	1.43	4366578.0	15.79	120734.0	0.44	0.0	6.01	1.28	0	1661974	353964
SRR17011017._STARpass1	27650898.0	291.0	22361752.0	80.87	288.68	28393747.0	27705769.0	28135564.0	176627.0	20797.0	60759.0	0.79	0.01	1.97	0.0	1.38	3360897.0	12.15	145739.0	0.53	0.0	6.05	0.4	0	1671967	110543
SRR17011018	55160534.0	292.0	46106021.0	83.59	290.51	67310367.0	67223747.0	66625825.0	478468.0	62828.0	143246.0	0.49	0.01	1.64	0.0	1.39	6095776.0	11.05	189213.0	0.34	0.0	4.24	0.78	0	2339200	430324
SRR17011018._STARpass1	55160534.0	292.0	47669909.0	86.42	290.56	67047189.0	66056183.0	66467701.0	415097.0	62188.0	102203.0	0.51	0.01	1.64	0.0	1.42	4728502.0	8.57	197593.0	0.36	0.0	4.2	0.45	0	2316350	248180
SRR17011019	28210246.0	286.0	22365799.0	79.28	285.99	35449640.0	35408654.0	35133280.0	231798.0	29454.0	55108.0	0.3	0.01	1.67	0.0	1.95	4733331.0	16.78	55858.0	0.2	0.0	3.19	0.55	0	900073	155185
SRR17011019._STARpass1	28210246.0	286.0	24382135.0	86.43	286.17	35355392.0	34953357.0	35079371.0	203767.0	28633.0	43621.0	0.29	0.01	1.65	0.0	2.13	2766664.0	9.81	71957.0	0.26	0.0	3.19	0.31	0	901849	87641
SRR17011020	40999944.0	290.0	31940390.0	77.9	289.02	48357258.0	48286432.0	47846624.0	375860.0	40381.0	94393.0	0.35	0.01	1.78	0.0	1.82	7024941.0	17.13	132760.0	0.32	0.0	3.8	0.84	0	1557552	344301
SRR17011020._STARpass1	40999944.0	290.0	35643721.0	86.94	289.61	48262163.0	47609991.0	47819873.0	322421.0	38877.0	80992.0	0.33	0.01	1.76	0.0	1.87	3406967.0	8.31	168819.0	0.41	0.0	3.82	0.52	0	1567113	213324
